"tconst","primaryTitle","startYear","rank","averageRating","numVotes","runtimeMinutes","directors","writers","genres","IMDbLink","Title_IMDb_Link"
"tt0804497","It's Kind of a Funny Story",2010,2500,7.1,150667,101,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck, Ned Vizzini","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt0804497"" target=""_blank"">tt0804497</a>","<a href=""https://www.imdb.com/title/tt0804497"" target=""_blank"">It's Kind of a Funny Story</a>"
"tt0120784","Payback",1999,2501,7.1,150311,100,"Brian Helgeland","Donald E. Westlake, Brian Helgeland, Terry Hayes","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt0120784"" target=""_blank"">tt0120784</a>","<a href=""https://www.imdb.com/title/tt0120784"" target=""_blank"">Payback</a>"
"tt0251160","John Q",2002,2502,7.1,149654,116,"Nick Cassavetes","James Kearns","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt0251160"" target=""_blank"">tt0251160</a>","<a href=""https://www.imdb.com/title/tt0251160"" target=""_blank"">John Q</a>"
"tt11271038","Licorice Pizza",2021,2503,7.1,148840,133,"Paul Thomas Anderson","Paul Thomas Anderson","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt11271038"" target=""_blank"">tt11271038</a>","<a href=""https://www.imdb.com/title/tt11271038"" target=""_blank"">Licorice Pizza</a>"
"tt2305051","Wild",2014,2504,7.1,143528,115,"Jean-Marc Vallée","Nick Hornby, Cheryl Strayed","Adventure, Biography, Drama","<a href=""https://www.imdb.com/title/tt2305051"" target=""_blank"">tt2305051</a>","<a href=""https://www.imdb.com/title/tt2305051"" target=""_blank"">Wild</a>"
"tt9495224","Black Mirror: Bandersnatch",2018,2505,7.1,141455,90,"David Slade","Charlie Brooker","Drama, Fantasy, Mystery","<a href=""https://www.imdb.com/title/tt9495224"" target=""_blank"">tt9495224</a>","<a href=""https://www.imdb.com/title/tt9495224"" target=""_blank"">Black Mirror: Bandersnatch</a>"
"tt0468492","The Host",2006,2506,7.1,139120,120,"Bong Joon Ho","Bong Joon Ho, Won-jun Ha, Chul-hyun Baek","Drama, Horror, Sci-Fi","<a href=""https://www.imdb.com/title/tt0468492"" target=""_blank"">tt0468492</a>","<a href=""https://www.imdb.com/title/tt0468492"" target=""_blank"">The Host</a>"
"tt0309987","The Dreamers",2003,2507,7.1,138258,115,"Bernardo Bertolucci","Gilbert Adair","Drama, Romance","<a href=""https://www.imdb.com/title/tt0309987"" target=""_blank"">tt0309987</a>","<a href=""https://www.imdb.com/title/tt0309987"" target=""_blank"">The Dreamers</a>"
"tt2763304","T2 Trainspotting",2017,2508,7.1,137924,117,"Danny Boyle","John Hodge, Irvine Welsh","Comedy, Crime, Drama","<a href=""https://www.imdb.com/title/tt2763304"" target=""_blank"">tt2763304</a>","<a href=""https://www.imdb.com/title/tt2763304"" target=""_blank"">T2 Trainspotting</a>"
"tt1489887","Booksmart",2019,2509,7.1,137165,102,"Olivia Wilde","Emily Halpern, Sarah Haskins, Susanna Fogel, Katie Silberman","Comedy","<a href=""https://www.imdb.com/title/tt1489887"" target=""_blank"">tt1489887</a>","<a href=""https://www.imdb.com/title/tt1489887"" target=""_blank"">Booksmart</a>"
"tt1692486","Carnage",2011,2510,7.1,136160,80,"Roman Polanski","Yasmina Reza, Michael Katims, Roman Polanski","Comedy, Drama","<a href=""https://www.imdb.com/title/tt1692486"" target=""_blank"">tt1692486</a>","<a href=""https://www.imdb.com/title/tt1692486"" target=""_blank"">Carnage</a>"
"tt2494362","Bone Tomahawk",2015,2511,7.1,132454,132,"S. Craig Zahler","S. Craig Zahler","Drama, Horror, Western","<a href=""https://www.imdb.com/title/tt2494362"" target=""_blank"">tt2494362</a>","<a href=""https://www.imdb.com/title/tt2494362"" target=""_blank"">Bone Tomahawk</a>"
"tt0418689","Flags of Our Fathers",2006,2512,7.1,132307,135,"Clint Eastwood","William Broyles Jr., Paul Haggis, James Bradley, Ron Powers","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt0418689"" target=""_blank"">tt0418689</a>","<a href=""https://www.imdb.com/title/tt0418689"" target=""_blank"">Flags of Our Fathers</a>"
"tt1228987","Let Me In",2010,2513,7.1,130729,116,"Matt Reeves","Matt Reeves, John Ajvide Lindqvist","Drama, Fantasy, Horror","<a href=""https://www.imdb.com/title/tt1228987"" target=""_blank"">tt1228987</a>","<a href=""https://www.imdb.com/title/tt1228987"" target=""_blank"">Let Me In</a>"
"tt11233960","The Unforgivable",2021,2514,7.1,124225,112,"Nora Fingscheidt","Peter Craig, Hillary Seitz, Courtenay Miles, Sally Wainwright","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt11233960"" target=""_blank"">tt11233960</a>","<a href=""https://www.imdb.com/title/tt11233960"" target=""_blank"">The Unforgivable</a>"
"tt4495098","Gran Turismo",2023,2515,7.1,123690,134,"Neill Blomkamp","Jason Hall, Zach Baylin, Alex Tse","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt4495098"" target=""_blank"">tt4495098</a>","<a href=""https://www.imdb.com/title/tt4495098"" target=""_blank"">Gran Turismo</a>"
"tt0097493","Heathers",1989,2516,7.1,123023,103,"Michael Lehmann","Daniel Waters","Comedy, Crime","<a href=""https://www.imdb.com/title/tt0097493"" target=""_blank"">tt0097493</a>","<a href=""https://www.imdb.com/title/tt0097493"" target=""_blank"">Heathers</a>"
"tt0366627","The Jacket",2005,2517,7.1,122351,103,"John Maybury","Tom Bleecker, Marc Rocco, Massy Tadjedin","Drama, Fantasy, Mystery","<a href=""https://www.imdb.com/title/tt0366627"" target=""_blank"">tt0366627</a>","<a href=""https://www.imdb.com/title/tt0366627"" target=""_blank"">The Jacket</a>"
"tt0083929","Fast Times at Ridgemont High",1982,2518,7.1,121309,90,"Amy Heckerling","Cameron Crowe","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0083929"" target=""_blank"">tt0083929</a>","<a href=""https://www.imdb.com/title/tt0083929"" target=""_blank"">Fast Times at Ridgemont High</a>"
"tt0065421","The Aristocats",1970,2519,7.1,120756,78,"Wolfgang Reitherman","Larry Clemmons, Vance Gerry, Ken Anderson, Frank Thomas, Eric Cleworth, Julius Svendsen, Ralph Wright, Tom McGowan, Tom Rowe","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0065421"" target=""_blank"">tt0065421</a>","<a href=""https://www.imdb.com/title/tt0065421"" target=""_blank"">The Aristocats</a>"
"tt1379182","Dogtooth",2009,2520,7.1,117870,97,"Yorgos Lanthimos","Efthimis Filippou, Yorgos Lanthimos","Drama, Thriller","<a href=""https://www.imdb.com/title/tt1379182"" target=""_blank"">tt1379182</a>","<a href=""https://www.imdb.com/title/tt1379182"" target=""_blank"">Dogtooth</a>"
"tt0086567","WarGames",1983,2521,7.1,117282,114,"John Badham","Lawrence Lasker, Walter F. Parkes","Action, Drama, Sci-Fi","<a href=""https://www.imdb.com/title/tt0086567"" target=""_blank"">tt0086567</a>","<a href=""https://www.imdb.com/title/tt0086567"" target=""_blank"">WarGames</a>"
"tt0313542","Runaway Jury",2003,2522,7.1,116463,127,"Gary Fleder","John Grisham, Brian Koppelman, David Levien, Rick Cleveland, Matthew Chapman","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt0313542"" target=""_blank"">tt0313542</a>","<a href=""https://www.imdb.com/title/tt0313542"" target=""_blank"">Runaway Jury</a>"
"tt0098554","Uncle Buck",1989,2523,7.1,115124,100,"John Hughes","John Hughes","Comedy","<a href=""https://www.imdb.com/title/tt0098554"" target=""_blank"">tt0098554</a>","<a href=""https://www.imdb.com/title/tt0098554"" target=""_blank"">Uncle Buck</a>"
"tt0393109","Brick",2005,2524,7.1,112438,110,"Rian Johnson","Rian Johnson","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0393109"" target=""_blank"">tt0393109</a>","<a href=""https://www.imdb.com/title/tt0393109"" target=""_blank"">Brick</a>"
"tt0057546","The Sword in the Stone",1963,2525,7.1,111056,79,"Wolfgang Reitherman, Clyde Geronimi, David Hand","Bill Peet, T.H. White","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0057546"" target=""_blank"">tt0057546</a>","<a href=""https://www.imdb.com/title/tt0057546"" target=""_blank"">The Sword in the Stone</a>"
"tt0412019","Broken Flowers",2005,2526,7.1,108894,106,"Jim Jarmusch","Jim Jarmusch, Bill Raden, Sara Driver","Comedy, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0412019"" target=""_blank"">tt0412019</a>","<a href=""https://www.imdb.com/title/tt0412019"" target=""_blank"">Broken Flowers</a>"
"tt21823606","A Real Pain",2024,2527,7.1,105258,90,"Jesse Eisenberg","Jesse Eisenberg","Comedy, Drama","<a href=""https://www.imdb.com/title/tt21823606"" target=""_blank"">tt21823606</a>","<a href=""https://www.imdb.com/title/tt21823606"" target=""_blank"">A Real Pain</a>"
"tt3322364","Concussion",2015,2528,7.1,103189,123,"Peter Landesman","Peter Landesman, Jeanne Marie Laskas","Biography, Drama, Sport","<a href=""https://www.imdb.com/title/tt3322364"" target=""_blank"">tt3322364</a>","<a href=""https://www.imdb.com/title/tt3322364"" target=""_blank"">Concussion</a>"
"tt3581652","West Side Story",2021,2529,7.1,102637,156,"Steven Spielberg","Tony Kushner, Arthur Laurents","Crime, Drama, Musical","<a href=""https://www.imdb.com/title/tt3581652"" target=""_blank"">tt3581652</a>","<a href=""https://www.imdb.com/title/tt3581652"" target=""_blank"">West Side Story</a>"
"tt0114694","Tommy Boy",1995,2530,7.1,101861,97,"Peter Segal","Bonnie Turner, Terry Turner","Adventure, Comedy","<a href=""https://www.imdb.com/title/tt0114694"" target=""_blank"">tt0114694</a>","<a href=""https://www.imdb.com/title/tt0114694"" target=""_blank"">Tommy Boy</a>"
"tt0363589","Elephant",2003,2531,7.1,101060,81,"Gus Van Sant","Gus Van Sant","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt0363589"" target=""_blank"">tt0363589</a>","<a href=""https://www.imdb.com/title/tt0363589"" target=""_blank"">Elephant</a>"
"tt1216487","The Girl Who Played with Fire",2009,2532,7.1,100348,129,"Daniel Alfredson","Jonas Frykberg, Stieg Larsson","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt1216487"" target=""_blank"">tt1216487</a>","<a href=""https://www.imdb.com/title/tt1216487"" target=""_blank"">The Girl Who Played with Fire</a>"
"tt0116365","The Frighteners",1996,2533,7.1,99382,110,"Peter Jackson","Fran Walsh, Peter Jackson","Comedy, Drama, Fantasy","<a href=""https://www.imdb.com/title/tt0116365"" target=""_blank"">tt0116365</a>","<a href=""https://www.imdb.com/title/tt0116365"" target=""_blank"">The Frighteners</a>"
"tt1204342","The Muppets",2011,2534,7.1,99199,103,"James Bobin","Jason Segel, Nicholas Stoller, Jim Henson","Adventure, Comedy, Family","<a href=""https://www.imdb.com/title/tt1204342"" target=""_blank"">tt1204342</a>","<a href=""https://www.imdb.com/title/tt1204342"" target=""_blank"">The Muppets</a>"
"tt0235198","Audition",1999,2535,7.1,95267,115,"Takashi Miike","Ryû Murakami, Daisuke Tengan","Drama, Horror, Mystery","<a href=""https://www.imdb.com/title/tt0235198"" target=""_blank"">tt0235198</a>","<a href=""https://www.imdb.com/title/tt0235198"" target=""_blank"">Audition</a>"
"tt0468489","Half Nelson",2006,2536,7.1,94083,106,"Ryan Fleck","Ryan Fleck, Anna Boden","Drama","<a href=""https://www.imdb.com/title/tt0468489"" target=""_blank"">tt0468489</a>","<a href=""https://www.imdb.com/title/tt0468489"" target=""_blank"">Half Nelson</a>"
"tt0460740","Cashback",2006,2537,7.1,93229,102,"Sean Ellis","Sean Ellis","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt0460740"" target=""_blank"">tt0460740</a>","<a href=""https://www.imdb.com/title/tt0460740"" target=""_blank"">Cashback</a>"
"tt0120885","Wag the Dog",1997,2538,7.1,91239,97,"Barry Levinson","Larry Beinhart, Hilary Henkin, David Mamet","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0120885"" target=""_blank"">tt0120885</a>","<a href=""https://www.imdb.com/title/tt0120885"" target=""_blank"">Wag the Dog</a>"
"tt0091419","Little Shop of Horrors",1986,2539,7.1,91236,94,"Frank Oz","Howard Ashman, Roger Corman, Charles B. Griffith","Comedy, Horror, Musical","<a href=""https://www.imdb.com/title/tt0091419"" target=""_blank"">tt0091419</a>","<a href=""https://www.imdb.com/title/tt0091419"" target=""_blank"">Little Shop of Horrors</a>"
"tt0089755","Out of Africa",1985,2540,7.1,89894,161,"Sydney Pollack","Karen Blixen, Judith Thurman, Errol Trzebinski, Kurt Luedtke","Biography, Drama, Romance","<a href=""https://www.imdb.com/title/tt0089755"" target=""_blank"">tt0089755</a>","<a href=""https://www.imdb.com/title/tt0089755"" target=""_blank"">Out of Africa</a>"
"tt3661210","The Dig",2021,2541,7.1,86470,112,"Simon Stone","Moira Buffini, John Preston","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt3661210"" target=""_blank"">tt3661210</a>","<a href=""https://www.imdb.com/title/tt3661210"" target=""_blank"">The Dig</a>"
"tt2179116","The Kings of Summer",2013,2542,7.1,86291,95,"Jordan Vogt-Roberts","Chris Galletta","Adventure, Comedy, Drama","<a href=""https://www.imdb.com/title/tt2179116"" target=""_blank"">tt2179116</a>","<a href=""https://www.imdb.com/title/tt2179116"" target=""_blank"">The Kings of Summer</a>"
"tt0113409","In the Mouth of Madness",1994,2543,7.1,84367,95,"John Carpenter","Michael De Luca","Drama, Fantasy, Horror","<a href=""https://www.imdb.com/title/tt0113409"" target=""_blank"">tt0113409</a>","<a href=""https://www.imdb.com/title/tt0113409"" target=""_blank"">In the Mouth of Madness</a>"
"tt0120631","Ever After: A Cinderella Story",1998,2544,7.1,84260,121,"Andy Tennant","Susannah Grant, Andy Tennant, Rick Parks, Charles Perrault","Drama, Romance","<a href=""https://www.imdb.com/title/tt0120631"" target=""_blank"">tt0120631</a>","<a href=""https://www.imdb.com/title/tt0120631"" target=""_blank"">Ever After: A Cinderella Story</a>"
"tt2359024","Blue Ruin",2013,2545,7.1,83680,90,"Jeremy Saulnier","Jeremy Saulnier","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt2359024"" target=""_blank"">tt2359024</a>","<a href=""https://www.imdb.com/title/tt2359024"" target=""_blank"">Blue Ruin</a>"
"tt0421206","Gridiron Gang",2006,2546,7.1,82663,125,"Phil Joanou","Jeff Maguire, Jac Flanders","Biography, Crime, Drama","<a href=""https://www.imdb.com/title/tt0421206"" target=""_blank"">tt0421206</a>","<a href=""https://www.imdb.com/title/tt0421206"" target=""_blank"">Gridiron Gang</a>"
"tt5657856","Brawl in Cell Block 99",2017,2547,7.1,80842,132,"S. Craig Zahler","S. Craig Zahler","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt5657856"" target=""_blank"">tt5657856</a>","<a href=""https://www.imdb.com/title/tt5657856"" target=""_blank"">Brawl in Cell Block 99</a>"
"tt4995790","The Square",2017,2548,7.1,80806,151,"Ruben Östlund","Ruben Östlund","Comedy, Drama","<a href=""https://www.imdb.com/title/tt4995790"" target=""_blank"">tt4995790</a>","<a href=""https://www.imdb.com/title/tt4995790"" target=""_blank"">The Square</a>"
"tt0139809","The Thirteenth Floor",1999,2549,7,80365,100,"Josef Rusnak","Daniel F. Galouye, Josef Rusnak, Ravel Centeno-Rodriguez","Mystery, Sci-Fi, Thriller","<a href=""https://www.imdb.com/title/tt0139809"" target=""_blank"">tt0139809</a>","<a href=""https://www.imdb.com/title/tt0139809"" target=""_blank"">The Thirteenth Floor</a>"
"tt0368909","Ong-Bak: The Thai Warrior",2003,2550,7.1,80121,105,"Prachya Pinkaew","Panna Rittikrai, Prachya Pinkaew, Suphachai Sittiaumponpan","Action, Crime, Thriller","<a href=""https://www.imdb.com/title/tt0368909"" target=""_blank"">tt0368909</a>","<a href=""https://www.imdb.com/title/tt0368909"" target=""_blank"">Ong-Bak: The Thai Warrior</a>"
"tt9686708","The King of Staten Island",2020,2551,7.1,79904,136,"Judd Apatow","Judd Apatow, Pete Davidson, Dave Sirus","Comedy, Drama","<a href=""https://www.imdb.com/title/tt9686708"" target=""_blank"">tt9686708</a>","<a href=""https://www.imdb.com/title/tt9686708"" target=""_blank"">The King of Staten Island</a>"
"tt3007512","The Water Diviner",2014,2552,7,79647,111,"Russell Crowe","Andrew Knight, Andrew Anastasios","Drama, History, War","<a href=""https://www.imdb.com/title/tt3007512"" target=""_blank"">tt3007512</a>","<a href=""https://www.imdb.com/title/tt3007512"" target=""_blank"">The Water Diviner</a>"
"tt8912936","DC League of Super-Pets",2022,2553,7,79149,105,"Jared Stern, Sam J. Levine","Jared Stern, John Whittington, Jerry Siegel, Joe Shuster, Bob Kane, Bill Finger, William Moulton Marston","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt8912936"" target=""_blank"">tt8912936</a>","<a href=""https://www.imdb.com/title/tt8912936"" target=""_blank"">DC League of Super-Pets</a>"
"tt1178663","Whatever Works",2009,2554,7.1,78232,93,"Woody Allen","Woody Allen","Comedy, Romance","<a href=""https://www.imdb.com/title/tt1178663"" target=""_blank"">tt1178663</a>","<a href=""https://www.imdb.com/title/tt1178663"" target=""_blank"">Whatever Works</a>"
"tt0445990","Invincible",2006,2555,7,77707,105,"Ericson Core","Brad Gann","Biography, Drama, Sport","<a href=""https://www.imdb.com/title/tt0445990"" target=""_blank"">tt0445990</a>","<a href=""https://www.imdb.com/title/tt0445990"" target=""_blank"">Invincible</a>"
"tt0088993","Day of the Dead",1985,2556,7.1,77526,101,"George A. Romero","George A. Romero","Horror, Thriller","<a href=""https://www.imdb.com/title/tt0088993"" target=""_blank"">tt0088993</a>","<a href=""https://www.imdb.com/title/tt0088993"" target=""_blank"">Day of the Dead</a>"
"tt0103241","What About Bob?",1991,2557,7,77043,99,"Frank Oz","Alvin Sargent, Laura Ziskin, Tom Schulman","Comedy","<a href=""https://www.imdb.com/title/tt0103241"" target=""_blank"">tt0103241</a>","<a href=""https://www.imdb.com/title/tt0103241"" target=""_blank"">What About Bob?</a>"
"tt0478134","In the Valley of Elah",2007,2558,7.1,76529,121,"Paul Haggis","Paul Haggis, Mark Boal","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0478134"" target=""_blank"">tt0478134</a>","<a href=""https://www.imdb.com/title/tt0478134"" target=""_blank"">In the Valley of Elah</a>"
"tt0117887","That Thing You Do!",1996,2559,7,76459,108,"Tom Hanks","Tom Hanks","Comedy, Drama, Music","<a href=""https://www.imdb.com/title/tt0117887"" target=""_blank"">tt0117887</a>","<a href=""https://www.imdb.com/title/tt0117887"" target=""_blank"">That Thing You Do!</a>"
"tt15318872","Werewolf by Night",2022,2560,7.1,75905,52,"Michael Giacchino","Heather Quinn, Peter Cameron, Roy Thomas, Jean Thomas, Gerry Conway, Michael G. Ploog","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt15318872"" target=""_blank"">tt15318872</a>","<a href=""https://www.imdb.com/title/tt15318872"" target=""_blank"">Werewolf by Night</a>"
"tt14992922","The Tinder Swindler",2022,2561,7.1,75894,114,"Felicity Morris","Felicity Morris","Crime, Documentary","<a href=""https://www.imdb.com/title/tt14992922"" target=""_blank"">tt14992922</a>","<a href=""https://www.imdb.com/title/tt14992922"" target=""_blank"">The Tinder Swindler</a>"
"tt0414852","District B13",2004,2562,7.1,75887,84,"Pierre Morel","Luc Besson, Bibi Naceri","Action, Crime, Sci-Fi","<a href=""https://www.imdb.com/title/tt0414852"" target=""_blank"">tt0414852</a>","<a href=""https://www.imdb.com/title/tt0414852"" target=""_blank"">District B13</a>"
"tt0089885","Re-Animator",1985,2563,7.1,75349,84,"Stuart Gordon","H.P. Lovecraft, Dennis Paoli, William Norris, Stuart Gordon","Comedy, Horror, Sci-Fi","<a href=""https://www.imdb.com/title/tt0089885"" target=""_blank"">tt0089885</a>","<a href=""https://www.imdb.com/title/tt0089885"" target=""_blank"">Re-Animator</a>"
"tt1186830","Agora",2009,2564,7.1,74935,127,"Alejandro Amenábar","Alejandro Amenábar, Mateo Gil","Adventure, Biography, Drama","<a href=""https://www.imdb.com/title/tt1186830"" target=""_blank"">tt1186830</a>","<a href=""https://www.imdb.com/title/tt1186830"" target=""_blank"">Agora</a>"
"tt0083791","The Dark Crystal",1982,2565,7.1,74846,93,"Jim Henson, Frank Oz","David Odell, Jim Henson","Adventure, Family, Fantasy","<a href=""https://www.imdb.com/title/tt0083791"" target=""_blank"">tt0083791</a>","<a href=""https://www.imdb.com/title/tt0083791"" target=""_blank"">The Dark Crystal</a>"
"tt0237534","Brotherhood of the Wolf",2001,2566,7,74649,142,"Christophe Gans","Stéphane Cabel, Christophe Gans, Canal Plus Ecriture","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt0237534"" target=""_blank"">tt0237534</a>","<a href=""https://www.imdb.com/title/tt0237534"" target=""_blank"">Brotherhood of the Wolf</a>"
"tt0070723","Soylent Green",1973,2567,7,73331,97,"Richard Fleischer","Stanley R. Greenberg, Harry Harrison","Crime, Mystery, Sci-Fi","<a href=""https://www.imdb.com/title/tt0070723"" target=""_blank"">tt0070723</a>","<a href=""https://www.imdb.com/title/tt0070723"" target=""_blank"">Soylent Green</a>"
"tt1912398","God Bless America",2011,2568,7.1,73287,105,"Bobcat Goldthwait","Bobcat Goldthwait","Comedy, Crime, Drama","<a href=""https://www.imdb.com/title/tt1912398"" target=""_blank"">tt1912398</a>","<a href=""https://www.imdb.com/title/tt1912398"" target=""_blank"">God Bless America</a>"
"tt3716530","Elle",2016,2569,7.1,73210,130,"Paul Verhoeven","Philippe Djian, David Birke","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt3716530"" target=""_blank"">tt3716530</a>","<a href=""https://www.imdb.com/title/tt3716530"" target=""_blank"">Elle</a>"
"tt0480669","Timecrimes",2007,2570,7.1,72292,92,"Nacho Vigalondo","Nacho Vigalondo","Horror, Mystery, Sci-Fi","<a href=""https://www.imdb.com/title/tt0480669"" target=""_blank"">tt0480669</a>","<a href=""https://www.imdb.com/title/tt0480669"" target=""_blank"">Timecrimes</a>"
"tt0365376","A Tale of Two Sisters",2003,2571,7.1,71684,114,"Kim Jee-woon","Kim Jee-woon","Drama, Horror, Mystery","<a href=""https://www.imdb.com/title/tt0365376"" target=""_blank"">tt0365376</a>","<a href=""https://www.imdb.com/title/tt0365376"" target=""_blank"">A Tale of Two Sisters</a>"
"tt1430607","Arthur Christmas",2011,2572,7.1,70646,97,"Sarah Smith, Barry Cook","Peter Baynham, Sarah Smith","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt1430607"" target=""_blank"">tt1430607</a>","<a href=""https://www.imdb.com/title/tt1430607"" target=""_blank"">Arthur Christmas</a>"
"tt1116184","Jackass 3D",2010,2573,7,69989,94,"Jeff Tremaine","Jeff Tremaine, Johnny Knoxville, Bam Margera, Steve-O, Chris Pontius, Ryan Dunn, Jason 'Wee Man' Acuña, Preston Lacy, Ehren McGhehey, Dave England, Spike Jonze, Loomis Fall, Barry Owen Smoler, The Dudesons, Dave Carnie, Mike Kassak, Madison Clapp, Knate Lee, Derek Freda, Trip Taylor, Sean Cliver, Dimitry Elyashkevich, J.P. Blackmon, Rick Kosick","Action, Comedy, Documentary","<a href=""https://www.imdb.com/title/tt1116184"" target=""_blank"">tt1116184</a>","<a href=""https://www.imdb.com/title/tt1116184"" target=""_blank"">Jackass 3D</a>"
"tt0379217","Coffee and Cigarettes",2003,2574,7,69393,95,"Jim Jarmusch","Jim Jarmusch","Comedy, Drama, Music","<a href=""https://www.imdb.com/title/tt0379217"" target=""_blank"">tt0379217</a>","<a href=""https://www.imdb.com/title/tt0379217"" target=""_blank"">Coffee and Cigarettes</a>"
"tt0347618","The Cat Returns",2002,2575,7.1,69242,75,"Hiroyuki Morita","Aoi Hiiragi, Hayao Miyazaki, Reiko Yoshida","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0347618"" target=""_blank"">tt0347618</a>","<a href=""https://www.imdb.com/title/tt0347618"" target=""_blank"">The Cat Returns</a>"
"tt0082158","Chariots of Fire",1981,2576,7.1,69141,125,"Hugh Hudson","Colin Welland","Biography, Drama, Sport","<a href=""https://www.imdb.com/title/tt0082158"" target=""_blank"">tt0082158</a>","<a href=""https://www.imdb.com/title/tt0082158"" target=""_blank"">Chariots of Fire</a>"
"tt28075881","Do Patti",2024,2577,7,69079,126,"Shashanka Chaturvedi","Kanika Dhillon","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt28075881"" target=""_blank"">tt28075881</a>","<a href=""https://www.imdb.com/title/tt28075881"" target=""_blank"">Do Patti</a>"
"tt2910904","The Dressmaker",2015,2578,7,69044,119,"Jocelyn Moorhouse","Rosalie Ham, Jocelyn Moorhouse, P.J. Hogan","Comedy, Drama","<a href=""https://www.imdb.com/title/tt2910904"" target=""_blank"">tt2910904</a>","<a href=""https://www.imdb.com/title/tt2910904"" target=""_blank"">The Dressmaker</a>"
"tt3892172","Leave No Trace",2018,2579,7.1,68562,109,"Debra Granik","Debra Granik, Anne Rosellini, Peter Rock","Adventure, Drama","<a href=""https://www.imdb.com/title/tt3892172"" target=""_blank"">tt3892172</a>","<a href=""https://www.imdb.com/title/tt3892172"" target=""_blank"">Leave No Trace</a>"
"tt10855768","Missing",2023,2580,7.1,68433,111,"Nicholas D. Johnson, Will Merrick","Will Merrick, Nicholas D. Johnson, Sev Ohanian, Aneesh Chaganty","Drama, Mystery, Thriller","<a href=""https://www.imdb.com/title/tt10855768"" target=""_blank"">tt10855768</a>","<a href=""https://www.imdb.com/title/tt10855768"" target=""_blank"">Missing</a>"
"tt12735488","Kalki 2898 AD",2024,2581,7,68196,180,"Nag Ashwin","Nag Ashwin","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt12735488"" target=""_blank"">tt12735488</a>","<a href=""https://www.imdb.com/title/tt12735488"" target=""_blank"">Kalki 2898 AD</a>"
"tt2390361","Enough Said",2013,2582,7,68149,93,"Nicole Holofcener","Nicole Holofcener","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt2390361"" target=""_blank"">tt2390361</a>","<a href=""https://www.imdb.com/title/tt2390361"" target=""_blank"">Enough Said</a>"
"tt6571548","The White Tiger",2021,2583,7.1,67734,125,"Ramin Bahrani","Ramin Bahrani, Aravind Adiga","Crime, Drama","<a href=""https://www.imdb.com/title/tt6571548"" target=""_blank"">tt6571548</a>","<a href=""https://www.imdb.com/title/tt6571548"" target=""_blank"">The White Tiger</a>"
"tt0106246","Alive",1993,2584,7.1,67312,128,"Frank Marshall","Piers Paul Read, John Patrick Shanley","Biography, Drama, Thriller","<a href=""https://www.imdb.com/title/tt0106246"" target=""_blank"">tt0106246</a>","<a href=""https://www.imdb.com/title/tt0106246"" target=""_blank"">Alive</a>"
"tt1987680","The Upside",2017,2585,7,67200,126,"Neil Burger","Jon Hartmere, Éric Toledano, Olivier Nakache","Comedy, Drama","<a href=""https://www.imdb.com/title/tt1987680"" target=""_blank"">tt1987680</a>","<a href=""https://www.imdb.com/title/tt1987680"" target=""_blank"">The Upside</a>"
"tt0416508","Becoming Jane",2007,2586,7,66961,120,"Julian Jarrold","Jane Austen, Kevin Hood, Sarah Williams","Biography, Drama, Romance","<a href=""https://www.imdb.com/title/tt0416508"" target=""_blank"">tt0416508</a>","<a href=""https://www.imdb.com/title/tt0416508"" target=""_blank"">Becoming Jane</a>"
