"tconst","primaryTitle","startYear","rank","averageRating","numVotes","runtimeMinutes","directors","writers","genres","IMDbLink","Title_IMDb_Link"
"tt0252501","Hearts in Atlantis",2001,3093,6.9,42306,101,"Scott Hicks","Stephen King, William Goldman","Drama, Mystery","<a href=""https://www.imdb.com/title/tt0252501"" target=""_blank"">tt0252501</a>","<a href=""https://www.imdb.com/title/tt0252501"" target=""_blank"">Hearts in Atlantis</a>"
"tt0242193","Bully",2001,3094,6.9,42088,108,"Larry Clark","Jim Schutze, David McKenna, Roger Pullis","Biography, Crime, Drama","<a href=""https://www.imdb.com/title/tt0242193"" target=""_blank"">tt0242193</a>","<a href=""https://www.imdb.com/title/tt0242193"" target=""_blank"">Bully</a>"
"tt18559464","My Old Ass",2024,3095,6.9,41803,89,"Megan Park","Megan Park","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt18559464"" target=""_blank"">tt18559464</a>","<a href=""https://www.imdb.com/title/tt18559464"" target=""_blank"">My Old Ass</a>"
"tt0115988","The Crucible",1996,3096,6.8,41759,124,"Nicholas Hytner","Arthur Miller","Drama, History","<a href=""https://www.imdb.com/title/tt0115988"" target=""_blank"">tt0115988</a>","<a href=""https://www.imdb.com/title/tt0115988"" target=""_blank"">The Crucible</a>"
"tt0080319","9 to 5",1980,3097,6.9,41721,109,"Colin Higgins","Patricia Resnick, Colin Higgins","Comedy","<a href=""https://www.imdb.com/title/tt0080319"" target=""_blank"">tt0080319</a>","<a href=""https://www.imdb.com/title/tt0080319"" target=""_blank"">9 to 5</a>"
"tt1262981","World's Greatest Dad",2009,3098,6.8,41682,99,"Bobcat Goldthwait","Bobcat Goldthwait","Comedy, Drama","<a href=""https://www.imdb.com/title/tt1262981"" target=""_blank"">tt1262981</a>","<a href=""https://www.imdb.com/title/tt1262981"" target=""_blank"">World's Greatest Dad</a>"
"tt4262980","Shin Godzilla",2016,3099,6.8,41183,120,"Shinji Higuchi, Hideaki Anno","Hideaki Anno, Ishirô Honda, Takeo Murata","Action, Drama, Horror","<a href=""https://www.imdb.com/title/tt4262980"" target=""_blank"">tt4262980</a>","<a href=""https://www.imdb.com/title/tt4262980"" target=""_blank"">Shin Godzilla</a>"
"tt2006295","The 33",2015,3100,6.9,40850,127,"Patricia Riggen","Mikko Alanne, Craig Borten, Michael Thomas, Jose Rivera, Hector Tobar","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt2006295"" target=""_blank"">tt2006295</a>","<a href=""https://www.imdb.com/title/tt2006295"" target=""_blank"">The 33</a>"
"tt15767808","The Last Kingdom: Seven Kings Must Die",2023,3101,6.8,40707,117,"Edward Bazalgette","Martha Hillier, Bernard Cornwell","Action, Drama, History","<a href=""https://www.imdb.com/title/tt15767808"" target=""_blank"">tt15767808</a>","<a href=""https://www.imdb.com/title/tt15767808"" target=""_blank"">The Last Kingdom: Seven Kings Must Die</a>"
"tt6697582","Arif V 216",2018,3102,6.9,40566,125,"Kivanç Baruönü","Cem Yilmaz","Comedy, Sci-Fi","<a href=""https://www.imdb.com/title/tt6697582"" target=""_blank"">tt6697582</a>","<a href=""https://www.imdb.com/title/tt6697582"" target=""_blank"">Arif V 216</a>"
"tt0080360","Altered States",1980,3103,6.9,40503,102,"Ken Russell","Paddy Chayefsky","Horror, Sci-Fi, Thriller","<a href=""https://www.imdb.com/title/tt0080360"" target=""_blank"">tt0080360</a>","<a href=""https://www.imdb.com/title/tt0080360"" target=""_blank"">Altered States</a>"
"tt11976532","Vengeance",2022,3104,6.8,40393,107,"B.J. Novak","B.J. Novak","Comedy, Music, Mystery","<a href=""https://www.imdb.com/title/tt11976532"" target=""_blank"">tt11976532</a>","<a href=""https://www.imdb.com/title/tt11976532"" target=""_blank"">Vengeance</a>"
"tt2326554","A Girl Walks Home Alone at Night",2014,3105,6.9,40340,101,"Ana Lily Amirpour","Ana Lily Amirpour","Drama, Horror, Romance","<a href=""https://www.imdb.com/title/tt2326554"" target=""_blank"">tt2326554</a>","<a href=""https://www.imdb.com/title/tt2326554"" target=""_blank"">A Girl Walks Home Alone at Night</a>"
"tt0089886","Real Genius",1985,3106,6.9,40183,108,"Martha Coolidge","Neal Israel, Pat Proft, PJ Torokvei","Comedy, Romance, Sci-Fi","<a href=""https://www.imdb.com/title/tt0089886"" target=""_blank"">tt0089886</a>","<a href=""https://www.imdb.com/title/tt0089886"" target=""_blank"">Real Genius</a>"
"tt0119951","Private Parts",1997,3107,6.9,40023,109,"Betty Thomas","Howard Stern, Len Blum, Michael Kalesniko","Biography, Comedy, Drama","<a href=""https://www.imdb.com/title/tt0119951"" target=""_blank"">tt0119951</a>","<a href=""https://www.imdb.com/title/tt0119951"" target=""_blank"">Private Parts</a>"
"tt2183014","Love at First Sight",2023,3108,6.8,39812,91,"Vanessa Caswill","Katie Lovejoy, Jennifer E. Smith","Drama, Romance","<a href=""https://www.imdb.com/title/tt2183014"" target=""_blank"">tt2183014</a>","<a href=""https://www.imdb.com/title/tt2183014"" target=""_blank"">Love at First Sight</a>"
"tt4964788","Everybody Knows",2018,3109,6.9,39554,133,"Asghar Farhadi","Asghar Farhadi","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt4964788"" target=""_blank"">tt4964788</a>","<a href=""https://www.imdb.com/title/tt4964788"" target=""_blank"">Everybody Knows</a>"
"tt0120879","Velvet Goldmine",1998,3110,6.9,39510,123,"Todd Haynes","James Lyons, Todd Haynes","Drama, Music","<a href=""https://www.imdb.com/title/tt0120879"" target=""_blank"">tt0120879</a>","<a href=""https://www.imdb.com/title/tt0120879"" target=""_blank"">Velvet Goldmine</a>"
"tt7280898","22 July",2018,3111,6.8,39341,143,"Paul Greengrass","Paul Greengrass, Åsne Seierstad","Crime, Drama, History","<a href=""https://www.imdb.com/title/tt7280898"" target=""_blank"">tt7280898</a>","<a href=""https://www.imdb.com/title/tt7280898"" target=""_blank"">22 July</a>"
"tt0114682","To Wong Foo, Thanks for Everything! Julie Newmar",1995,3112,6.8,39326,109,"Beeban Kidron","Douglas Carter Beane","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0114682"" target=""_blank"">tt0114682</a>","<a href=""https://www.imdb.com/title/tt0114682"" target=""_blank"">To Wong Foo, Thanks for Everything! Julie Newmar</a>"
"tt5816682","Victoria & Abdul",2017,3113,6.8,39326,111,"Stephen Frears","Lee Hall, Shrabani Basu","Biography, Comedy, Drama","<a href=""https://www.imdb.com/title/tt5816682"" target=""_blank"">tt5816682</a>","<a href=""https://www.imdb.com/title/tt5816682"" target=""_blank"">Victoria & Abdul</a>"
"tt0066808","Bananas",1971,3114,6.9,39256,82,"Woody Allen","Woody Allen, Mickey Rose","Comedy","<a href=""https://www.imdb.com/title/tt0066808"" target=""_blank"">tt0066808</a>","<a href=""https://www.imdb.com/title/tt0066808"" target=""_blank"">Bananas</a>"
"tt0066011","Love Story",1970,3115,6.9,39020,100,"Arthur Hiller","Erich Segal","Drama, Romance","<a href=""https://www.imdb.com/title/tt0066011"" target=""_blank"">tt0066011</a>","<a href=""https://www.imdb.com/title/tt0066011"" target=""_blank"">Love Story</a>"
"tt1251757","Middle Men",2009,3116,6.8,38757,105,"George Gallo","George Gallo, Andy Weiss","Comedy, Crime, Drama","<a href=""https://www.imdb.com/title/tt1251757"" target=""_blank"">tt1251757</a>","<a href=""https://www.imdb.com/title/tt1251757"" target=""_blank"">Middle Men</a>"
"tt0265662","The Rookie",2002,3117,6.9,38402,127,"John Lee Hancock","Mike Rich","Drama, Family, Sport","<a href=""https://www.imdb.com/title/tt0265662"" target=""_blank"">tt0265662</a>","<a href=""https://www.imdb.com/title/tt0265662"" target=""_blank"">The Rookie</a>"
"tt6304046","Thelma",2017,3118,6.9,38272,116,"Joachim Trier","Eskil Vogt, Joachim Trier","Drama, Fantasy, Horror","<a href=""https://www.imdb.com/title/tt6304046"" target=""_blank"">tt6304046</a>","<a href=""https://www.imdb.com/title/tt6304046"" target=""_blank"">Thelma</a>"
"tt0421994","Imagine Me & You",2005,3119,6.8,38050,90,"Ol Parker","Ol Parker","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt0421994"" target=""_blank"">tt0421994</a>","<a href=""https://www.imdb.com/title/tt0421994"" target=""_blank"">Imagine Me & You</a>"
"tt7475578","Munich: The Edge of War",2021,3120,6.8,37938,130,"Christian Schwochow","Ben Power, Robert Harris","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt7475578"" target=""_blank"">tt7475578</a>","<a href=""https://www.imdb.com/title/tt7475578"" target=""_blank"">Munich: The Edge of War</a>"
"tt1742044","Jersey Boys",2014,3121,6.8,37920,134,"Clint Eastwood","Marshall Brickman, Rick Elice","Biography, Drama, Music","<a href=""https://www.imdb.com/title/tt1742044"" target=""_blank"">tt1742044</a>","<a href=""https://www.imdb.com/title/tt1742044"" target=""_blank"">Jersey Boys</a>"
"tt0093560","The Monster Squad",1987,3122,6.9,37475,82,"Fred Dekker","Shane Black, Fred Dekker","Action, Comedy, Fantasy","<a href=""https://www.imdb.com/title/tt0093560"" target=""_blank"">tt0093560</a>","<a href=""https://www.imdb.com/title/tt0093560"" target=""_blank"">The Monster Squad</a>"
"tt5144174","The Dry",2020,3123,6.8,37460,117,"Robert Connolly","Harry Cripps, Robert Connolly, Jane Harper, Samantha Strauss","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt5144174"" target=""_blank"">tt5144174</a>","<a href=""https://www.imdb.com/title/tt5144174"" target=""_blank"">The Dry</a>"
"tt0444653","Keeping Mum",2005,3124,6.8,36969,99,"Niall Johnson","Richard Russo, Niall Johnson","Comedy, Crime","<a href=""https://www.imdb.com/title/tt0444653"" target=""_blank"">tt0444653</a>","<a href=""https://www.imdb.com/title/tt0444653"" target=""_blank"">Keeping Mum</a>"
"tt0280760","Igby Goes Down",2002,3125,6.8,36684,98,"Burr Steers","Burr Steers","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0280760"" target=""_blank"">tt0280760</a>","<a href=""https://www.imdb.com/title/tt0280760"" target=""_blank"">Igby Goes Down</a>"
"tt0111127","Serial Mom",1994,3126,6.8,36652,95,"John Waters","John Waters","Comedy, Crime, Thriller","<a href=""https://www.imdb.com/title/tt0111127"" target=""_blank"">tt0111127</a>","<a href=""https://www.imdb.com/title/tt0111127"" target=""_blank"">Serial Mom</a>"
"tt0046876","Creature from the Black Lagoon",1954,3127,6.9,36625,79,"Jack Arnold","Harry Essex, Arthur A. Ross, Maurice Zimm, William Alland","Horror, Sci-Fi","<a href=""https://www.imdb.com/title/tt0046876"" target=""_blank"">tt0046876</a>","<a href=""https://www.imdb.com/title/tt0046876"" target=""_blank"">Creature from the Black Lagoon</a>"
"tt0078908","The Brood",1979,3128,6.8,36579,92,"David Cronenberg","David Cronenberg","Horror, Sci-Fi","<a href=""https://www.imdb.com/title/tt0078908"" target=""_blank"">tt0078908</a>","<a href=""https://www.imdb.com/title/tt0078908"" target=""_blank"">The Brood</a>"
"tt0165854","The Limey",1999,3129,6.9,36558,89,"Steven Soderbergh","Lem Dobbs","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0165854"" target=""_blank"">tt0165854</a>","<a href=""https://www.imdb.com/title/tt0165854"" target=""_blank"">The Limey</a>"
"tt0318374","The Cooler",2003,3130,6.9,36497,101,"Wayne Kramer","Frank Hannah, Wayne Kramer","Drama, Romance","<a href=""https://www.imdb.com/title/tt0318374"" target=""_blank"">tt0318374</a>","<a href=""https://www.imdb.com/title/tt0318374"" target=""_blank"">The Cooler</a>"
"tt6218358","Calibre",2018,3131,6.8,36078,101,"Matt Palmer","Matt Palmer","Drama, Thriller","<a href=""https://www.imdb.com/title/tt6218358"" target=""_blank"">tt6218358</a>","<a href=""https://www.imdb.com/title/tt6218358"" target=""_blank"">Calibre</a>"
"tt0374569","Che: Part Two",2008,3132,6.8,35889,135,"Steven Soderbergh","Peter Buchman, Benjamin A. van der Veen, Ernesto 'Che' Guevara","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt0374569"" target=""_blank"">tt0374569</a>","<a href=""https://www.imdb.com/title/tt0374569"" target=""_blank"">Che: Part Two</a>"
"tt5727282","Borg vs. McEnroe",2017,3133,6.9,35457,107,"Janus Metz","Ronnie Sandahl","Biography, Drama, Sport","<a href=""https://www.imdb.com/title/tt5727282"" target=""_blank"">tt5727282</a>","<a href=""https://www.imdb.com/title/tt5727282"" target=""_blank"">Borg vs. McEnroe</a>"
"tt0380599","Oliver Twist",2005,3134,6.8,35097,130,"Roman Polanski","Charles Dickens, Ronald Harwood","Crime, Drama","<a href=""https://www.imdb.com/title/tt0380599"" target=""_blank"">tt0380599</a>","<a href=""https://www.imdb.com/title/tt0380599"" target=""_blank"">Oliver Twist</a>"
"tt3172532","The Diary of a Teenage Girl",2015,3135,6.8,34613,102,"Marielle Heller","Phoebe Gloeckner, Marielle Heller","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt3172532"" target=""_blank"">tt3172532</a>","<a href=""https://www.imdb.com/title/tt3172532"" target=""_blank"">The Diary of a Teenage Girl</a>"
"tt0114011","Now and Then",1995,3136,6.8,33955,102,"Lesli Linka Glatter","I. Marlene King","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt0114011"" target=""_blank"">tt0114011</a>","<a href=""https://www.imdb.com/title/tt0114011"" target=""_blank"">Now and Then</a>"
"tt10268488","The Greatest Beer Run Ever",2022,3137,6.8,33916,126,"Peter Farrelly","Peter Farrelly, Brian Hayes Currie, Pete Jones, Chick Donohue, J.T. Molloy","Adventure, Drama, War","<a href=""https://www.imdb.com/title/tt10268488"" target=""_blank"">tt10268488</a>","<a href=""https://www.imdb.com/title/tt10268488"" target=""_blank"">The Greatest Beer Run Ever</a>"
"tt0067588","Play Misty for Me",1971,3138,6.9,33801,102,"Clint Eastwood","Jo Heims, Dean Riesner","Drama, Thriller","<a href=""https://www.imdb.com/title/tt0067588"" target=""_blank"">tt0067588</a>","<a href=""https://www.imdb.com/title/tt0067588"" target=""_blank"">Play Misty for Me</a>"
"tt0469021","Alan Partridge",2013,3139,6.9,33593,90,"Declan Lowney","Neil Gibbons, Rob Gibbons, Steve Coogan, Armando Iannucci, Peter Baynham, Patrick Marber","Action, Comedy, Crime","<a href=""https://www.imdb.com/title/tt0469021"" target=""_blank"">tt0469021</a>","<a href=""https://www.imdb.com/title/tt0469021"" target=""_blank"">Alan Partridge</a>"
"tt11027830","Haseen Dillruba",2021,3140,6.9,33535,135,"Vinil Mathew","Kanika Dhillon","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt11027830"" target=""_blank"">tt11027830</a>","<a href=""https://www.imdb.com/title/tt11027830"" target=""_blank"">Haseen Dillruba</a>"
"tt15339570","Champions",2023,3141,6.8,33481,124,"Bobby Farrelly","Mark Rizzo, Javier Fesser, David Marqués","Comedy, Drama, Sport","<a href=""https://www.imdb.com/title/tt15339570"" target=""_blank"">tt15339570</a>","<a href=""https://www.imdb.com/title/tt15339570"" target=""_blank"">Champions</a>"
"tt0116361","Freeway",1996,3142,6.8,33358,104,"Matthew Bright","Matthew Bright","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt0116361"" target=""_blank"">tt0116361</a>","<a href=""https://www.imdb.com/title/tt0116361"" target=""_blank"">Freeway</a>"
"tt2987732","Suck Me Shakespeer",2013,3143,6.9,33294,119,"Bora Dagtekin","Bora Dagtekin","Comedy","<a href=""https://www.imdb.com/title/tt2987732"" target=""_blank"">tt2987732</a>","<a href=""https://www.imdb.com/title/tt2987732"" target=""_blank"">Suck Me Shakespeer</a>"
"tt27657135","Saturday Night",2024,3144,6.9,33182,109,"Jason Reitman","Gil Kenan, Jason Reitman","Biography, Comedy, Drama","<a href=""https://www.imdb.com/title/tt27657135"" target=""_blank"">tt27657135</a>","<a href=""https://www.imdb.com/title/tt27657135"" target=""_blank"">Saturday Night</a>"
"tt0098546","UHF",1989,3145,6.9,33168,97,"Jay Levey","'Weird Al' Yankovic, Jay Levey, Charles Holloway","Comedy, Sci-Fi","<a href=""https://www.imdb.com/title/tt0098546"" target=""_blank"">tt0098546</a>","<a href=""https://www.imdb.com/title/tt0098546"" target=""_blank"">UHF</a>"
"tt0120094","Selena",1997,3146,6.9,33081,127,"Gregory Nava","Gregory Nava","Biography, Drama, Music","<a href=""https://www.imdb.com/title/tt0120094"" target=""_blank"">tt0120094</a>","<a href=""https://www.imdb.com/title/tt0120094"" target=""_blank"">Selena</a>"
"tt2101569","In Your Eyes",2014,3147,6.9,32619,106,"Brin Hill","Joss Whedon","Fantasy, Romance","<a href=""https://www.imdb.com/title/tt2101569"" target=""_blank"">tt2101569</a>","<a href=""https://www.imdb.com/title/tt2101569"" target=""_blank"">In Your Eyes</a>"
"tt1620935","Bleed for This",2016,3148,6.8,32596,117,"Ben Younger","Ben Younger, Pippa Bianco, Angelo Pizzo","Biography, Drama, Sport","<a href=""https://www.imdb.com/title/tt1620935"" target=""_blank"">tt1620935</a>","<a href=""https://www.imdb.com/title/tt1620935"" target=""_blank"">Bleed for This</a>"
"tt0455957","Goya's Ghosts",2006,3149,6.9,32586,113,"Milos Forman","Milos Forman, Jean-Claude Carrière","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt0455957"" target=""_blank"">tt0455957</a>","<a href=""https://www.imdb.com/title/tt0455957"" target=""_blank"">Goya's Ghosts</a>"
"tt0082031","Arthur",1981,3150,6.9,32566,97,"Steve Gordon","Steve Gordon","Comedy, Romance","<a href=""https://www.imdb.com/title/tt0082031"" target=""_blank"">tt0082031</a>","<a href=""https://www.imdb.com/title/tt0082031"" target=""_blank"">Arthur</a>"
"tt5929754","Wildlife",2018,3151,6.8,32563,105,"Paul Dano","Paul Dano, Zoe Kazan, Richard Ford","Drama","<a href=""https://www.imdb.com/title/tt5929754"" target=""_blank"">tt5929754</a>","<a href=""https://www.imdb.com/title/tt5929754"" target=""_blank"">Wildlife</a>"
"tt0101516","Bugsy",1991,3152,6.8,32287,136,"Barry Levinson","James Toback, Dean Jennings","Biography, Crime, Drama","<a href=""https://www.imdb.com/title/tt0101516"" target=""_blank"">tt0101516</a>","<a href=""https://www.imdb.com/title/tt0101516"" target=""_blank"">Bugsy</a>"
"tt6288124","Don't Worry, He Won't Get Far on Foot",2018,3153,6.8,32235,114,"Gus Van Sant","John Callahan, Gus Van Sant, Jack Gibson, William Andrew Eatman","Biography, Comedy, Drama","<a href=""https://www.imdb.com/title/tt6288124"" target=""_blank"">tt6288124</a>","<a href=""https://www.imdb.com/title/tt6288124"" target=""_blank"">Don't Worry, He Won't Get Far on Foot</a>"
"tt0080057","Zombie",1979,3154,6.8,32227,91,"Lucio Fulci","Elisa Briganti, Dardano Sacchetti","Horror","<a href=""https://www.imdb.com/title/tt0080057"" target=""_blank"">tt0080057</a>","<a href=""https://www.imdb.com/title/tt0080057"" target=""_blank"">Zombie</a>"
"tt0099703","The Grifters",1990,3155,6.9,32223,110,"Stephen Frears","Jim Thompson, Donald E. Westlake","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt0099703"" target=""_blank"">tt0099703</a>","<a href=""https://www.imdb.com/title/tt0099703"" target=""_blank"">The Grifters</a>"
"tt21097228","A Different Man",2024,3156,6.9,31808,112,"Aaron Schimberg","Aaron Schimberg","Comedy, Drama, Thriller","<a href=""https://www.imdb.com/title/tt21097228"" target=""_blank"">tt21097228</a>","<a href=""https://www.imdb.com/title/tt21097228"" target=""_blank"">A Different Man</a>"
"tt0091877","Ruthless People",1986,3157,6.9,31738,93,"Jim Abrahams, David Zucker, Jerry Zucker","Dale Launer, O. Henry","Comedy, Crime","<a href=""https://www.imdb.com/title/tt0091877"" target=""_blank"">tt0091877</a>","<a href=""https://www.imdb.com/title/tt0091877"" target=""_blank"">Ruthless People</a>"
"tt1082886","The Wackness",2008,3158,6.9,31546,99,"Jonathan Levine","Jonathan Levine","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt1082886"" target=""_blank"">tt1082886</a>","<a href=""https://www.imdb.com/title/tt1082886"" target=""_blank"">The Wackness</a>"
"tt6116856","The Night Comes for Us",2018,3159,6.9,31529,121,"Timo Tjahjanto","Timo Tjahjanto","Action, Crime, Thriller","<a href=""https://www.imdb.com/title/tt6116856"" target=""_blank"">tt6116856</a>","<a href=""https://www.imdb.com/title/tt6116856"" target=""_blank"">The Night Comes for Us</a>"
"tt0100133","Memphis Belle",1990,3160,6.9,31494,107,"Michael Caton-Jones","Monte Merrick","Action, Drama, War","<a href=""https://www.imdb.com/title/tt0100133"" target=""_blank"">tt0100133</a>","<a href=""https://www.imdb.com/title/tt0100133"" target=""_blank"">Memphis Belle</a>"
"tt4273292","Under the Shadow",2016,3161,6.8,31392,84,"Babak Anvari","Babak Anvari","Drama, Fantasy, Horror","<a href=""https://www.imdb.com/title/tt4273292"" target=""_blank"">tt4273292</a>","<a href=""https://www.imdb.com/title/tt4273292"" target=""_blank"">Under the Shadow</a>"
"tt11080108","The Map of Tiny Perfect Things",2021,3162,6.8,31380,98,"Ian Samuels","Lev Grossman","Comedy, Fantasy, Romance","<a href=""https://www.imdb.com/title/tt11080108"" target=""_blank"">tt11080108</a>","<a href=""https://www.imdb.com/title/tt11080108"" target=""_blank"">The Map of Tiny Perfect Things</a>"
"tt0101669","Dead Again",1991,3163,6.8,31256,107,"Kenneth Branagh","Scott Frank","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0101669"" target=""_blank"">tt0101669</a>","<a href=""https://www.imdb.com/title/tt0101669"" target=""_blank"">Dead Again</a>"
"tt14914988","Satyaprem Ki Katha",2023,3164,6.9,31246,146,"Sameer Vidwans","Karan Shrikant Sharma","Comedy, Drama, Musical","<a href=""https://www.imdb.com/title/tt14914988"" target=""_blank"">tt14914988</a>","<a href=""https://www.imdb.com/title/tt14914988"" target=""_blank"">Satyaprem Ki Katha</a>"
"tt8323668","Jerry and Marge Go Large",2022,3165,6.9,31151,96,"David Frankel","Jason Fagone, Brad Copeland","Biography, Comedy, Drama","<a href=""https://www.imdb.com/title/tt8323668"" target=""_blank"">tt8323668</a>","<a href=""https://www.imdb.com/title/tt8323668"" target=""_blank"">Jerry and Marge Go Large</a>"
"tt1933667","The Wizard of Lies",2017,3166,6.8,31019,133,"Barry Levinson","Sam Levinson, John Burnham Schwartz, Samuel Baum, Diana Henriques, Laurie Sandell","Biography, Crime, Drama","<a href=""https://www.imdb.com/title/tt1933667"" target=""_blank"">tt1933667</a>","<a href=""https://www.imdb.com/title/tt1933667"" target=""_blank"">The Wizard of Lies</a>"
"tt0067824","The Big Boss",1971,3167,6.9,30895,99,"Wei Lo, Chia-Hsiang Wu","Wei Lo","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt0067824"" target=""_blank"">tt0067824</a>","<a href=""https://www.imdb.com/title/tt0067824"" target=""_blank"">The Big Boss</a>"
"tt0968264","The Conspirator",2010,3168,6.9,30583,122,"Robert Redford","James D. Solomon, Gregory Bernstein","Crime, Drama, History","<a href=""https://www.imdb.com/title/tt0968264"" target=""_blank"">tt0968264</a>","<a href=""https://www.imdb.com/title/tt0968264"" target=""_blank"">The Conspirator</a>"
"tt0063688","The Thomas Crown Affair",1968,3169,6.9,30331,102,"Norman Jewison","Alan Trustman","Crime, Drama, Romance","<a href=""https://www.imdb.com/title/tt0063688"" target=""_blank"">tt0063688</a>","<a href=""https://www.imdb.com/title/tt0063688"" target=""_blank"">The Thomas Crown Affair</a>"
"tt28218009","Surongo",2023,3170,6.8,30330,150,"Raihan Rafi","Nazim Ud Daula","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt28218009"" target=""_blank"">tt28218009</a>","<a href=""https://www.imdb.com/title/tt28218009"" target=""_blank"">Surongo</a>"
"tt0386005","New Police Story",2004,3171,6.9,30165,123,"Benny Chan","Alan Yuen","Action, Crime, Thriller","<a href=""https://www.imdb.com/title/tt0386005"" target=""_blank"">tt0386005</a>","<a href=""https://www.imdb.com/title/tt0386005"" target=""_blank"">New Police Story</a>"
"tt0120241","Suicide Kings",1997,3172,6.9,29931,106,"Peter O'Fallon","Josh McKinney, Gina Goldman, Wayne Allan Rice, Don Stanford","Comedy, Crime, Drama","<a href=""https://www.imdb.com/title/tt0120241"" target=""_blank"">tt0120241</a>","<a href=""https://www.imdb.com/title/tt0120241"" target=""_blank"">Suicide Kings</a>"
"tt6018306","Last Flag Flying",2017,3173,6.9,29824,125,"Richard Linklater","Richard Linklater, Darryl Ponicsan","Comedy, Drama, War","<a href=""https://www.imdb.com/title/tt6018306"" target=""_blank"">tt6018306</a>","<a href=""https://www.imdb.com/title/tt6018306"" target=""_blank"">Last Flag Flying</a>"
"tt0099472","DuckTales the Movie: Treasure of the Lost Lamp",1990,3174,6.8,29704,74,"Bob Hathcock, Eric Goldberg","Alan Burnett, Carl Barks, Ted Osborne, Al Taliaferro","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0099472"" target=""_blank"">tt0099472</a>","<a href=""https://www.imdb.com/title/tt0099472"" target=""_blank"">DuckTales the Movie: Treasure of the Lost Lamp</a>"
"tt28309594","Nonnas",2025,3175,6.9,29474,111,"Stephen Chbosky","Liz Maccie, Jody Scaravella","Comedy","<a href=""https://www.imdb.com/title/tt28309594"" target=""_blank"">tt28309594</a>","<a href=""https://www.imdb.com/title/tt28309594"" target=""_blank"">Nonnas</a>"
"tt0810784","Bright Star",2009,3176,6.9,29308,119,"Jane Campion","Jane Campion, Andrew Motion","Biography, Drama, Romance","<a href=""https://www.imdb.com/title/tt0810784"" target=""_blank"">tt0810784</a>","<a href=""https://www.imdb.com/title/tt0810784"" target=""_blank"">Bright Star</a>"
"tt13109952","The Trip",2021,3177,6.9,29285,113,"Tommy Wirkola","Tommy Wirkola, Nick Ball, John Niven","Action, Comedy, Horror","<a href=""https://www.imdb.com/title/tt13109952"" target=""_blank"">tt13109952</a>","<a href=""https://www.imdb.com/title/tt13109952"" target=""_blank"">The Trip</a>"
"tt4291600","Lady Macbeth",2016,3178,6.8,28965,89,"William Oldroyd","Nikolai Leskov, Alice Birch","Drama, Romance","<a href=""https://www.imdb.com/title/tt4291600"" target=""_blank"">tt4291600</a>","<a href=""https://www.imdb.com/title/tt4291600"" target=""_blank"">Lady Macbeth</a>"
"tt0337909","Calendar Girls",2003,3179,6.9,28837,108,"Nigel Cole","Juliette Towhidi, Tim Firth","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0337909"" target=""_blank"">tt0337909</a>","<a href=""https://www.imdb.com/title/tt0337909"" target=""_blank"">Calendar Girls</a>"
"tt0105327","School Ties",1992,3180,6.9,28509,106,"Robert Mandel","Dick Wolf, Darryl Ponicsan","Drama","<a href=""https://www.imdb.com/title/tt0105327"" target=""_blank"">tt0105327</a>","<a href=""https://www.imdb.com/title/tt0105327"" target=""_blank"">School Ties</a>"
"tt5112584","Lee",2023,3181,6.9,28257,117,"Ellen Kuras","Liz Hannah, Marion Hume, John Collee, Lem Dobbs, Anthony Penrose","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt5112584"" target=""_blank"">tt5112584</a>","<a href=""https://www.imdb.com/title/tt5112584"" target=""_blank"">Lee</a>"
"tt8266310","Blinded by the Light",2019,3182,6.9,28096,118,"Gurinder Chadha","Sarfraz Manzoor, Gurinder Chadha, Paul Mayeda Berges, Bruce Springsteen","Comedy, Drama, Music","<a href=""https://www.imdb.com/title/tt8266310"" target=""_blank"">tt8266310</a>","<a href=""https://www.imdb.com/title/tt8266310"" target=""_blank"">Blinded by the Light</a>"
