names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
I Am the Abyss,10/27/2022 ,58.0,Thriller,"The Man Who Cleans knows you can find a lot of secrets in trash. People tend to lie but their trash never does. The Man Who Cleans thought he was invisible, until he met the Girl with the Purple Hair Lock. Girl with the Purple Hair Lock breaks into his tidy life because only an evil angel can save her now. Meanwhile, the Huntress knows somebody is killing blonds out there. Nobody believes her, but she knows. What she doesn't know, though, is that evil is hiding behind the green door. The truth lies at the bottom of a dark, deep abyss.","Michela Cescon, La Cacciatrice di Mosche, Gabriel Montesi, L’Uomo che Puliva, Sara Ciocca, La Ragazzina col Ciuffo Viola, Giordana Faggiano, Poliziotta, Sergio Albelli, Il Prof, Lidiya Liberman, , Andrea Gherpelli, Rottinger, Katia Fellin, , Adalgisa Manfrida, ", Io sono l'abisso, Released, Italian,97140000.0,181655466.4,IT
Wedding Crashers,08/11/2005 ,65.0,"Comedy, Romance","John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.","Owen Wilson, John Beckwith, Vince Vaughn, Jeremy Grey, Christopher Walken, Secretary William Cleary, Rachel McAdams, Claire Cleary, Isla Fisher, Gloria Cleary, Jane Seymour, Kathleen Cleary, Ellen Albertini Dow, Grandma Mary Cleary, Keir O'Donnell, Todd Cleary, Bradley Cooper, Zachary 'Sack' Lodge",Wedding Crashers, Released, English,40000000.0,283218368.0,AU
Detective Conan: Magician of the Silver Sky,04/17/2004 ,69.0,"Animation, Mystery","Once again, Kaitou Kid crosses swords with Conan Edogawa in this annual installment of the Detective Conan movie franchise. After receiving a letter from the thief, famous actress Juri Maki seeks the help of private detective Kogorou Mouri to protect the Star Sapphire—the ""Jewel of Destiny,"" said to represent faith, fate, and hope.","Minami Takayama, Conan Edogawa (voice), Kappei Yamaguchi, Kaito Kid (voice)/Shinichi Kudo (voice), Wakana Yamazaki, Ran Mouri (voice), Akira Kamiya, Kogorou Mouri (voice), Kenichi Ogata, Hiroshi Agasa (voice), Hidekatsu Shibata, Tooru Ban (voice), Megumi Hayashibara, Ai Haibara (voice), Gara Takashima, Eri Kisaki (voice), Keiko Toda, Juri Maki (voice)", 名探偵コナン 銀翼の奇術師, Released, Japanese,94400000.0,499328883.8,JP
Master and Commander: The Far Side of the World,12/04/2003 ,71.0,"Adventure, Drama, War","After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.","Russell Crowe, Captain Jack Aubrey, Paul Bettany, Dr. Stephen Maturin, Billy Boyd, Barrent Bonden, Coxswain, James D'Arcy, 1st Lt. Thomas Pullings, Lee Ingleby, Midshipman Hollom, George Innes, Joe Plaice, Able Seaman, Mark Lewis Jones, Mr. Hogg, Whaler, Chris Larkin, Captain Howard, Royal Marines, Richard McCabe, Mr. Higgins, Surgeon's Mate",Master and Commander: The Far Side of the World, Released, English,135000000.0,212912137.0,AU
Inferno,09/25/1999 ,61.0,"Action, Drama, Romance","Eddie Lomax (Jean-Claude Van Damme) is a drifter who has been in a suicidal funk since the death of his close friend Johnny (Danny Trejo). Riding his motorcycle into a small desert town where Johnny once lived, Lomax is confronted by a gang of toughs, who beat him and steal his bike. However, Lomax is not a man to take an injustice lying down, and soon he begins exacting a violent revenge on the men who stole his motorcycle, with local handyman Jubal Early (Pat Morita) lending a hand and several area ladies offering aid and comfort.","Jean-Claude Van Damme, Eddie Lomax, Pat Morita, Jubal Early, Danny Trejo, Johnny Six Toes, Gabrielle Fitzpatrick, Rhonda Reynolds, Larry Drake, Ramsey Hogan, Vincent Schiavelli, Mr. Singh, David ""Shark"" Fralick, Matt Hogan, Silas Weir Mitchell, Jesse Hogan, Jonathan Avildsen, Petey Hogan",Inferno, Released, English,75000000.0,219519367.0,US
Savage Grace,07/27/2007 ,57.0,Drama,"This examination of a famous scandal from the 1970s explores the relationship between Barbara Baekeland and her only son, Antony. Barbara, a lonely social climber unhappily married to the wealthy but remote plastics heir Brooks Baekeland, dotes on Antony, who is homosexual. As Barbara tries to ""cure"" Antony of his sexuality -- sometimes by seducing him herself -- the groundwork is laid for a murderous tragedy.","Julianne Moore, Barbara Baekeland, Stephen Dillane, Brooks Baekeland, Eddie Redmayne, Tony Baekeland, Anne Reid, Nini Daly, Elena Anaya, Blanca, Hugh Dancy, Sam Green, Martin Huberty, Aschwin Lippe, Minnie Marx, Midge Vanden Heuvel, Jim Arnold, Joost Vanden Heuvel",Savage Grace, Released, English,4600000.0,968805.0,AU
Transformers,06/28/2007 ,68.0,"Adventure, Science Fiction, Action",Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,"Shia LaBeouf, Sam Witwicky, Megan Fox, Mikaela Banes, Josh Duhamel, Captain Lennox, Tyrese Gibson, USAF Tech Sergeant Epps, Rachael Taylor, Maggie Madsen, Anthony Anderson, Glen Whitman, Jon Voight, Defense Secretary John Keller, John Turturro, Agent Simmons, Michael O'Neill, Tom Banacheck",Transformers, Released, English,151000000.0,708272592.0,AU
Flower and Snake 2: Sketch of Hell,08/24/1985 ,50.0,"Thriller, Drama","Kaori Aso lives in the wealthy family. She cheated her stepmother that she has been kidnapped by somebody. Unfortunately, Aso's accomplice really does kidnap her and her stepmother.","Kaori Asô, Shizuko Tôyama(遠山静子), Mami Fujimura, Kyôko Tôyama(遠山京子), Mari Somei, Akemi(朱実), Akemi Nagisa, Mari(マリ), Kayo Kiyomoto, Ginko(銀子), Jouji Nakata, Mitsuo Kawada(川田美津夫), Aiko Masuda, , Masaaki Hiraoka, Man in the black suit(黒背広の男), Kazuyuki Senba, Ippei Tashiro(田代一平)", 花と蛇　地獄篇, Released, Japanese,165600000.0,372589869.0,JP
Unfriended,04/30/2015 ,55.0,"Horror, Thriller, Mystery","While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.","Shelley Hennig, Blaire Lilly, Heather Sossaman, Laura Barns ""billie227"", Renee Olstead, Jess Felton, Matthew Bohrer, Matt, Moses Storm, Mitch Roussel, Will Peltz, Adam Sewell, Jacob Wysocki, Ken Smith, Courtney Halverson, Val Rommel, Mickey River, Dank Jimmy",Unfriended, Released, English,1000000.0,64364198.0,AU
Casino Royale,04/18/1989 ,53.0,"Adventure, Action, Comedy","Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.","David Niven, James Bond, Peter Sellers, Evelyn Tremble, Ursula Andress, Vesper Lynd, Orson Welles, Le Chiffre, Joanna Pettet, Mata Bond, Daliah Lavi, The Detainer, Deborah Kerr, Agent Mimi / Lady Fiona McTarry, William Holden, Ransome, Charles Boyer, Legrand",Casino Royale, Released, English,102000000.0,594420216.0,AU
Casino Royale,04/18/1989 ,53.0,"Adventure, Action, Comedy","Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.","David Niven, James Bond, Peter Sellers, Evelyn Tremble, Ursula Andress, Vesper Lynd, Orson Welles, Le Chiffre, Joanna Pettet, Mata Bond, Daliah Lavi, The Detainer, Deborah Kerr, Agent Mimi / Lady Fiona McTarry, William Holden, Ransome, Charles Boyer, Legrand",Casino Royale, Released, English,12000000.0,41744718.0,AU
The Searchers,05/26/1956 ,78.0,Western,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.","John Wayne, Ethan Edwards, Jeffrey Hunter, Martin Pawley, Vera Miles, Laurie Jorgensen, Natalie Wood, Deborah ""Debbie"" Edwards (older), Ward Bond, Rev. Capt. Samuel Johnston Clayton, John Qualen, Lars Jorgensen, Olive Carey, Mrs. Jorgensen, Henry Brandon, Chief Cicatrice (Scar), Ken Curtis, Charlie McCorry",The Searchers, Released, English,3750000.0,6216423.4,US
To Seduce an Enemy,01/16/2003 ,49.0,"Mystery, Crime","Yuki is a celebrity photographer who stumbles upon some unsettling information in this erotic suspense mystery. Two people wind up dead, and Yuki is convinced that a hypnotist is to blame. Now, it's up to Yuki to make the police believe that the improbable suspect really is the murderer before the ruthless killing continues.","Chin Ka-Lok, Swearer Man, Teresa Mak, , Carmen Yeung, Tina, Benny Lai Chun, Joe Siu, Jewel Lee, Janet, Gobby Wong Ga-Ying, Cheung Lai Ting, Philip Keung, Private Detective Wu, Joe Lee Yiu-Ming, Police Officer Wong, Monica Lo, Daisy Chong", 偷窺無罪之誘人犯罪, Released, Cantonese,173800000.0,875944666.4,HK
The Glass Castle,09/07/2017 ,72.0,Drama,"A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life.","Brie Larson, Jeannette Walls, Woody Harrelson, Rex Walls, Naomi Watts, Rose Mary Walls, Max Greenfield, David, Sarah Snook, Lori Walls, Ella Anderson, Jeannette Walls (Age 10), Chandler Head, Jeannette Walls (Age 5 and 6), Olivia Kate Rice, Lori Walls (Age 7), Sadie Sink, Lori Walls (Age 12)",The Glass Castle, Released, English,9000000.0,22088533.0,AU
The Science of Interstellar,11/25/2014 ,68.0,Documentary,"Matthew McConaughey narrates a fascinating look at Christopher Nolan's sci-fi film Interstellar, including scientific foundations, the work of consulting Scientist Kip Thorne, basic film themes, the science behind the search for planets capable of hosting life, space-time and the theory of relativity, the science of wormholes and black holes, crafting the film's visuals based on real scientific observation, the birth of the universe, the Dust Bowl and the evolution of dust as a toxin, the likelihood of future dust storms, the prospects of escaping a dying or doomed planet, and the possibilities of colonizing Mars.","Matthew McConaughey, Self / Narrator, Kip Thorne, Self, Sean Carroll, Self",The Science of Interstellar, Released, English,81500000.0,563588855.0,US
Maggie Simpson in The Force Awakens from Its Nap,05/04/2021 ,68.0,"Family, Animation, Comedy, Science Fiction","In a daycare far, far away… but still in Springfield, Maggie is on an epic quest for her stolen pacifier. Her adventure brings her face-to-face with young Padawans, Sith Lords, familiar droids, Rebel scum, and an ultimate battle against the dark side, in this original short celebrating the Star Wars galaxy.",,Maggie Simpson in The Force Awakens from Its Nap, Released, English,80154097.6,677730589.0,US
Cross the Line,10/16/2020 ,69.0,"Thriller, Crime",A good-natured man has an unexpected deadly confrontation. Instincts kick in to clean up the mess caused in the name of self-defense but does one really get away free after killing someone?,"Mario Casas, Dani, Elisabeth Larena, Laura, Milena Smit, Mila, Fernando Valdivielso, Ray, Victor Solé, Guardia de seguridad, Joaquín Caserza, Compañero de oficina, Javier Mula, Beni, Albert Green, Chico de la calle, Aleix Muñoz, Chico delgado", No matarás, Released," Spanish, Castilian",80600000.0,557343249.4,ES
Showgirls,10/12/1995 ,55.0,Drama,"A young drifter named Nomi arrives in Las Vegas to become a dancer. When she catches the eye of Cristal, the main attraction at the Stardust stage show, Nomi is on the brink of realizing her dreams. But as she bumps and grinds her way to the top, Nomi realizes that there is only room for one starlet on the marquee... and that either she or Cristal will have to take a fall!","Elizabeth Berkley, Nomi Malone, Kyle MacLachlan, Zack Carey, Gina Gershon, Cristal Connors, Glenn Plummer, James Smith, Robert Davi, Al Torres, Alan Rachins, Tony Moss, Gina Ravera, Molly Abrams, Lin Tucci, Henrietta 'Mama' Bazoom, Greg Travis, Phil Newkirk",Showgirls, Released, English,40000000.0,37750754.0,AU
Fate/stay night: Heaven's Feel II. Lost Butterfly,01/12/2019 ,69.0,"Animation, Action, Fantasy, Drama, Romance","The Fifth Holy Grail War continues, and the ensuing chaos results in higher stakes for all participants. Shirou Emiya continues to participate in the war, aspiring to be a hero of justice who saves everyone. He sets out in search of the truth behind a mysterious dark shadow and its murder spree, determined to defeat it.  Meanwhile, Shinji Matou sets his own plans into motion, threatening Shirou through his sister Sakura Matou. Shirou and Rin Tohsaka battle Shinji, hoping to relieve Sakura from the abuses of her brother. But the ugly truth of the Matou siblings begins to surface, and many dark secrets are exposed.","Noriaki Sugiyama, Shirou Emiya (voice), Noriko Shitaya, Sakura Matou (voice), Hiroshi Kamiya, Shinji Matou (voice), Ayako Kawasumi, Saber Alter (voice), Kana Ueda, Rin Tohsaka (voice), Miki Ito, Taiga Fujimura (voice), Jouji Nakata, Kirei Kotomine (voice), Masane Tsukayama, Zouken Matou (voice), Tomokazu Seki, Gilgamesh (voice)", 劇場版「Fate/stay night [Heaven’s Feel]」Ⅱ.lost butterfly, Released, Japanese,55020000.0,19790000.0,JP
Reminiscence,08/19/2021 ,67.0,"Mystery, Science Fiction","Nicolas Bannister, a rugged and solitary veteran living in a near-future Miami flooded by rising seas, is an expert in a dangerous occupation: he offers clients the chance to relive any memory they desire. His life changes when he meets a mysterious young woman named Mae. What begins as a simple matter of lost and found becomes a passionate love affair. But when a different client's memories implicate Mae in a series of violent crimes, Bannister must delve through the dark world of the past to uncover the truth about the woman he fell for.","Hugh Jackman, Nicolas 'Nick' Bannister, Rebecca Ferguson, Mae, Thandiwe Newton, Emily 'Watts' Sanders, Cliff Curtis, Cyrus Booth, Marina de Tavira, Tamara Sylvan, Daniel Wu, Saint Joe, Mojean Aria, Sebastian Sylvan, Brett Cullen, Walter Sylvan, Natalie Martinez, Avery Castillo",Reminiscence, Released, English,67972729.0,15449322.0,AU
Baby's Day Out,12/22/1994 ,63.0,"Family, Comedy, Adventure, Crime, Drama","Baby Bink couldn't ask for more: he has adoring (if somewhat sickly-sweet) parents, lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents—especially the three enterprising kidnappers who pretend to be photographers from the newspaper. Successfully kidnapping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.","Joe Mantegna, Eddie, Lara Flynn Boyle, Laraine, Joe Pantoliano, Norby, Brian Haley, Veeko, Cynthia Nixon, Gilbertine, Fred Dalton Thompson, FBI Agent Grissom, John Neville, Mr. Andrews, Matthew Glave, Bennington, Adam Robert Worton, Baby Bink",Baby's Day Out, Released, English,50000000.0,16671505.0,AU
The Iceman,06/08/2013 ,65.0,"Thriller, Crime, Drama","The true story of Richard Kuklinski, the notorious contract killer and family man.","Michael Shannon, Richard Kuklinski, Winona Ryder, Deborah Kuklinski, Ray Liotta, Roy Demeo, Chris Evans, Robert Pronge, David Schwimmer, Josh Rosenthal, James Franco, Marty Freeman, Stephen Dorff, Joey Kuklinski, Robert Davi, Leo Marks, John Ventimiglia, Mickey Scicoli",The Iceman, Released, English,10000000.0,3623609.0,AU
The Fast and the Furious: Tokyo Drift,06/15/2006 ,64.0,"Action, Crime, Drama, Thriller","In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing","Lucas Black, Sean Boswell, Nathalie Kelley, Neela, Sung Kang, Han Lue, Shad Moss, Twinkie, Brian Tee, D.K., Leonardo Nam, Morimoto, Brian Goodman, Major Boswell, Zachery Ty Bryan, Clay, Nikki Griffin, Cindy (Clay's Girlfriend)",The Fast and the Furious: Tokyo Drift, Released, English,85000000.0,157794205.0,AU
Don't Look Now... We're Being Shot At!,12/08/1966 ,79.0,"Comedy, War","During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops - and the consequences of their own blunders.","Bourvil, Augustin Bouvet, house painter, Louis de Funès, Stanislas Lefort, orchestra conductor, Terry-Thomas, Sir Reginald Brook, aka 'Big Moustache', Claudio Brook, Peter Cunningham, Mike Marshall, Alan Mac Intosh, Marie Dubois, Juliette, the Guignol's little girl, Pierre Bertin, Juliette's grandfather, puppeteer, Andréa Parisy, Sister Marie-Odile, Mary Marquet, The mother superior", La Grande Vadrouille, Released, French,28160000.0,725025622.4,FR
Talladega Nights: The Ballad of Ricky Bobby,09/21/2006 ,63.0,Comedy,"The fastest man on four wheels, Ricky Bobby is one of the greatest drivers in NASCAR history. A big, hairy American winning machine, Ricky has everything a dimwitted daredevil could want, a luxurious mansion, a smokin' hot wife and all the fast food he can eat. But Ricky's turbo-charged lifestyle hits an unexpected speed bump when he's bested by flamboyant Euro-idiot Jean Girard and reduced to a fear-ridden wreck.","Will Ferrell, Ricky Bobby, John C. Reilly, Cal Naughton, Jr., Michael Clarke Duncan, Lucius Washington, Sacha Baron Cohen, Jean Girard, Gary Cole, Reese Bobby, Jane Lynch, Lucy Bobby, Leslie Bibb, Carley Bobby, Houston Tumlin, Walker Bobby, Grayson Russell, Texas Ranger Bobby",Talladega Nights: The Ballad of Ricky Bobby, Released, English,73000000.0,162870525.0,AU
Plum Blossom,10/14/2000 ,59.0,"Romance, Drama","High school senior, Jayo is seduced into his first sexual experience by classmate Hara, who eventually kills herself when he ignores her. Since then, he immerses himself in loveless sex until he meets cheerful nurse, Namok. Meanwhile, his pal Seuin has developed a crush on his teacher, which is socially taboo.","Kim Rae-won, Kim Ja-hyo, Kim Jeong-hyeon, Yi Sue-in, Jin Hee-kyung, Yoon Jung-hye, Bae Doona, Seo Nam-ok, Yoon Ji-hye, Ha-ra", 청춘, Released, Korean,162100000.0,437846475.2,KR
Takers,12/09/2010 ,62.0,"Action, Crime, Drama, Thriller","A seasoned team of bank robbers, including Gordon Jennings, John Rahway, A.J., and brothers Jake and Jesse Attica successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost, a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer inches closer to apprehending the criminals.","Chris Brown, Jesse Attica, Hayden Christensen, A.J., Matt Dillon, Jack Welles, Michael Ealy, Jake Attica, Idris Elba, Gordon Jennings, Steve Harris, Lt. Carver, T.I., Ghost, Jay Hernandez, Eddie Hatcher, Johnathon Schaech, Scott",Takers, Released, English,32000000.0,70587268.0,AU
"The Tunnel to Summer, the Exit of Goodbyes",09/09/2022 ,61.0,"Animation, Drama, Mystery, Romance, Science Fiction","Tono Kaoru heard a rumor: The laws of space and time mean nothing to the Urashima Tunnel. If you find it, walk through and you'll find your heart's desire on the other side...in exchange for years of your own life. On the night Kaoru just so happens to find himself standing in front of a tunnel that looks suspiciously like the one the rumor describes, he finds himself thinking of Karen, the sister he lost in an accident five years ago. To Kaoru's surprise, he's been followed by the new transfer student Anzu Hanaki, who promises to help him experiment with the mysterious tunnel--but what does she want from Kaoru in exchange? And what will he have left to give, after the tunnel's done with him?","Ouji Suzuka, Tono Kaoru (voice), Marie Iitoyo, Anzu Hanashiro (voice), Tasuku Hatanaka, Shouhei Kaga (voice), Arisa Komiya, Koharu Kawasaki (voice), Haruka Terui, Hamamoto (voice), Rikiya Koyama, Kaoru's father (voice), Seiran Kobayashi, Karen Tono (voice)", 夏へのトンネル、さよならの出口, Released, Japanese,140000000.0,670760463.4,JP
Abraham Lincoln vs. Zombies,05/29/2012 ,40.0,"Horror, Action, Thriller","As Abraham Lincoln labors over the Gettysburg address, the importance of which he is fully aware, he learns that a menace from his past has returned, threatening to tear the already fractured nation to pieces. He must journey behind enemy lines to face an foe far more fearsome than the Confederate army: the walking dead.","Bill Oberst Jr., Abraham Lincoln, Baby Norman, Mary Owens, Jason Vail, John Wilkinson, Jason Hughley, Wilson Brown, Don McGraw, General Stonewall Jackson, Christopher Marrone, Garrett, Anthony Paderewski, Phillip Shaw",Abraham Lincoln vs. Zombies, Released, English,150000.0,1240261.6,US
Bring It On: Worldwide #Cheersmack,08/29/2017 ,61.0,"Comedy, Romance","When Destiny, captain of three-time national champions ""The Rebels,"" is challenged to a global cheer showdown by an edgy new team called ""The Truth,"" the Cheer Goddess organizes a virtual battle for squads from all around the world. It seems like the whole world wants to take down Destiny and her team, and they just might succeed, unless Destiny can rise to the challenge, set her ego aside and figure out who her real friends are.","Cristine Prosperi, Destiny, Jordan Rodrigues, Blake, Gia Lodge-O'Meally, Willow, Sophie Vavasseur, Hannah, Sven Ruygrok, Jeff, Stephan Lee Benson, Didit, Natalie Walsh, Roxanne, Vivica A. Fox, Cheer Goddess, Kai Luke Brummer, Laughing Boy Cheerleader #6",Bring It On: Worldwide #Cheersmack, Released, English,72400000.0,471064868.8,US
Unfriended: Dark Web,08/09/2018 ,63.0,"Horror, Thriller, Mystery","​When a 20-something finds a cache of hidden files on his new laptop, he and his friends are unwittingly thrust into the depths of the dark web. They soon discover someone has been watching their every move and will go to unimaginable lengths to protect the dark web.","Colin Woodell, Matias O'Brien, Betty Gabriel, Nari Jemisin, Rebecca Rittenhouse, Serena Lange, Andrew Lees, Damon Horton, Connor Del Rio, Aj Williams, Stephanie Nogueras, Amaya DeSoto, Savira Windyani, Lexx Putri, Chelsea Alden, Kelly, Alexa Mansour, Erica Dunne",Unfriended: Dark Web, Released, English,1000000.0,16434588.0,AU
Dragon: The Bruce Lee Story,06/24/1993 ,69.0,"Drama, History, Action","This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhood of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteoric rise to fame and an all too short reign as one the most charismatic action heroes in cinema history.","Jason Scott Lee, Bruce Lee, Lauren Holly, Linda Lee, Robert Wagner, Bill Krieger, Michael Learned, Vivian Emery, Nancy Kwan, Gussie Yang, Kay Tong Lim, Philip Tan, Ric Young, Bruce's Father, Luoyong Wang, Yip Man, Sterling Macer Jr., Jerome Sprout",Dragon: The Bruce Lee Story, Released, English,14000000.0,63513743.0,AU
Doraemon: Nobita's Dorabian Nights,03/09/1991 ,74.0,"Animation, Adventure, Fantasy","With Doraemon's ""Storybook Shoes"" gadget, he and Nobita go to different stories to watch them. Nobita asks Doraemon to allow him to share this gadget with Shizuka and Doraemon agrees.","Nobuyo Oyama, Doraemon, Michiko Nomura, Shizuka, Kazuya Tatekabe, Takeshi Goda, Kaneta Kimotsuki, Suneo Honegawa (voice), Noriko Ohara, Nobita Nobi (voice)", ドラえもん のび太のドラビアンナイト, Released, Japanese,131600000.0,397057826.8,JP
Fried Green Tomatoes,03/26/1992 ,77.0,"Drama, Comedy","Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.","Kathy Bates, Evelyn Couch, Jessica Tandy, Ninny Threadgoode, Mary-Louise Parker, Ruth Jamison, Mary Stuart Masterson, Idgie Threadgoode, Cicely Tyson, Sipsey, Stan Shaw, Big George, Chris O'Donnell, Buddy Threadgoode, Gailard Sartain, Ed Couch, Timothy Scott, Smokey Lonesome",Fried Green Tomatoes, Released, English,11000000.0,81204830.0,AU
On the Edge,06/29/2022 ,59.0,"Drama, Thriller","One night, Leo, a Spaniard working in Brussels as a subway driver, sees a young man on the edge of the platform, just before he falls onto the tracks.","Antonio de la Torre, Leo, Marine Vacth, Virginie, Olivier Gourmet, The commissioner, Fabrice Adde, Carl, Nessbeal, Ben, Tibo Vandenborre, Arsen, Alexandre Bouyer, Ralph, Marie Papillon, Magali, Noé Englebert, ", Entre la vie et la mort, Released, French,85600000.0,231390603.2,FR
Idol Sex: LA Korean Women,06/18/2020 ,10.0,"Romance, Drama",Typhoon and Taeyang brothers are sharing. The visitor today is Jessica from LA. Applying for an idol audition is her purpose. She is so cheerful and open to the burden. The fatal temptation of a strange woman who appeared one day and the fate of the brothers shaking in front of her.,"Lee Chae-dam, , Hae Il, , Jo Wan-jin, , Kim So-jin, , Tae Yeon, ", 아이돌 섹스: LA 교포녀, Released, Korean,198540000.0,38157314.0,KR
Fantastic Planet,12/06/1973 ,77.0,"Animation, Science Fiction","On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.","Gérard Hernandez, Master Taj (voice), Jean Valmont, Adult Terr / Narrator (voice), Jennifer Drake, Tiwa (voice), Yves Barsacq, Om (voice), Jeanine Forney, Terr's Bride (voice), Éric Baugin, Young Terr (voice), Jean Topart, Master Sinh (voice), William Coryn, Teenager Terr (voice), Sylvie Lenoir, Additional Voices (voice)", La Planète sauvage, Released, French,106000000.0,1032469156.0,FR
Sextuplets,08/16/2019 ,63.0,Comedy,"Father-to-be Alan is shocked to learn that he was born a sextuplet. With his newfound brother Russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings.","Marlon Wayans, Alan / Russell / Dawn / Jasper / Ethan / Baby Pete / Lynette, Bresha Webb, Marie, Michael Ian Black, Doug, Molly Shannon, Linda, Glynn Turman, Leland, Debbi Morgan, Janet, Robert Pralgo, Dr. Williams, Jwaundace Candece, Prison Guard, Jason Graham, Dr. Ellis",Sextuplets, Released, English,110000000.0,271669045.6,US
A Bad Moms Christmas,11/02/2017 ,63.0,Comedy,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.","Mila Kunis, Amy Mitchell, Kristen Bell, Kiki, Kathryn Hahn, Carla Dunkler, Susan Sarandon, Isis Dunkler, Christine Baranski, Ruth Mitchell, Jay Hernandez, Jessie Harkness, Cheryl Hines, Sandy, Peter Gallagher, Hank Mitchell, Justin Hartley, Ty Swindle",A Bad Moms Christmas, Released, English,28000000.0,127710550.0,AU
Universal Soldier: Day of Reckoning,11/30/2012 ,55.0,"Action, Science Fiction, Thriller","After his wife and daughter are murdered in a home invasion, a widower named John now finds himself up against an army of Universal Soldiers in relentless pursuit, led by a mysterious leader who promises to set UniSols free from their conditioning.","Jean-Claude Van Damme, Luc Deveraux, Scott Adkins, John, Dolph Lundgren, Andrew Scott, Andrei Arlovski, Magnus, Mariah Bonner, Sarah, Audrey P. Scott, Emma, Rus Blackwell, Agent Gorman, James DuMont, Dr. Timothy Brady, Dane Rhodes, Ron Castellano",Universal Soldier: Day of Reckoning, Released, English,11500000.0,1402307.0,US
Fear and Loathing in Las Vegas,07/16/1998 ,72.0,"Adventure, Drama, Comedy","Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.","Johnny Depp, Raoul Duke, Benicio del Toro, Dr. Gonzo / Oscar Z. Acosta, Tobey Maguire, Hitchhiker, Christina Ricci, Lucy, Ellen Barkin, Waitress at North Star Cafe, Gary Busey, Highway Patrolman, Cameron Diaz, Blonde TV Reporter, Mark Harmon, Magazine Reporter at Mint 400, Katherine Helmond, Desk Clerk at Mint Hotel",Fear and Loathing in Las Vegas, Released, English,18500000.0,13711903.0,AU
