names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Bride & Prejudice,10/07/2004 ,65.0,"Drama, Comedy, Romance","A Bollywood update of Jane Austen's classic tale, in which Mrs. Bakshi is eager to find suitable husbands for her four unmarried daughters. When the rich single gentlemen Balraj and Darcy come to visit, the Bakshis have high hopes, though circumstance and boorish opinions threaten to get in the way of romance.","Aishwarya Rai Bachchan, Lalita Bakshi, Martin Henderson, William Darcy, Naveen Andrews, Balraj, Daniel Gillies, Johnny Wickham, Indira Varma, Kiran, Marsha Mason, Catherine Darcy, Nadira Babbar, Manorama Bakshi, Anupam Kher, Chaman Bakshi, Namrata Shirodkar, Jaya Bakshi",Bride & Prejudice, Released, English,7000000.0,25269040.0,GB
Up in the Air,01/14/2010 ,68.0,"Drama, Romance","Corporate downsizing expert Ryan Bingham spends his life in planes, airports, and hotels, but just as he’s about to reach a milestone of ten million frequent flyer miles, he meets a woman who causes him to rethink his transient life.","George Clooney, Ryan Bingham, Vera Farmiga, Alex Goran, Anna Kendrick, Natalie Keener, Sam Elliott, Maynard Finch, Amy Morton, Kara Bingham, Jason Bateman, Craig Gregory, Melanie Lynskey, Julie Bingham, J.K. Simmons, Bob, Danny McBride, Jim Miller",Up in the Air, Released, English,25000000.0,166842739.0,AU
The Little Prince(ss),05/28/2021 ,72.0,"Family, Drama","When Gabriel, a 7-year-old Chinese kid who loves ballet, becomes friends with Rob, another Chinese kid from school, Rob’s dad gets suspicious about Gabriel's feminine behavior and decides to intervene.","Kalo Moss, Gabriel, Ching Yin Ryan Hu, Rob, Evan Lai, Chen, Brian Yang, Wang, Lynn Chen, Ann, Danni Wang, Song, Yvette Tucker, Theresa, Ellarose Kaylor, Charlotte, Dallas Skye, Lila",The Little Prince(ss), Released, English,93800000.0,456883743.4,US
The Rocky Horror Picture Show,12/18/1975 ,75.0,"Comedy, Science Fiction, Fantasy, Horror","Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rockv'.","Tim Curry, Dr. Frank-N-Furter, Susan Sarandon, Janet Weiss, Barry Bostwick, Brad Majors, Richard O'Brien, Riff Raff, Patricia Quinn, Magenta, Nell Campbell, Columbia, Jonathan Adams, Dr. Everett V. Scott, Peter Hinwood, Rocky Horror, Meat Loaf, Eddie",The Rocky Horror Picture Show, Released, English,1200000.0,2318156.0,AU
The 400 Blows,07/19/2003 ,81.0,Drama,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.","Jean-Pierre Léaud, Antoine Doinel, Claire Maurier, Gilberte Doinel, Albert Rémy, Julien Doinel, Georges Flamant, Mr. Bigey, Patrick Auffay, René, Robert Beauvais, Director of the school, Yvonne Claudie, Mme Bigey, Pierre Repp, English Teacher, Guy Decomble, French Teacher", Les Quatre Cents Coups, Released, French,174400000.0,895189907.0,AU
Doraemon: Nobita's Sky Utopia,03/03/2023 ,81.0,"Animation, Adventure, Science Fiction","Doraemon, Nobita and his friends go to find Utopia, a perfect land in the sky where everyone lives with happiness, using an airship having a time warp function.","Wasabi Mizuta, Doraemon (voice), Megumi Oohara, Nobita (voice), Yumi Kakazu, Shizuka (voice), Subaru Kimura, Gian (voice), Tomokazu Seki, Suneo (voice), Marina Inoue, Marimba (voice), Inori Minase, Hanna (voice), Ren Nagase, Sonya (voice)", 映画ドラえもん のび太と空の理想郷, Released, Japanese,81980000.0,712455872.8,JP
The Story of Super Mario Kart,12/02/2022 ,0.0,Documentary,"Learn the complete history of Super Mario Kart, one of the most influential games of all time. After a failed attempt to make a 2-player version of F-Zero, Nintendo created a quirky go-kart racing game featuring Mario & friends. Despite receiving little hype, Super Mario Kart exploded in popularity, becoming one of the best-selling games for the Super Nintendo. It was a genre-defining title and the beginning of one of Nintendo's most popular franchises.","Norman Caruso, Narrator",The Story of Super Mario Kart, Released, English,241940000.0,175269998.8,US
Sub Rosa,08/10/2014 ,63.0,"Drama, Romance","Bullied by his father to grow up, a teen fights between the love of his step-mother over his father's life.","Julie Kendall, Edna / Stepmother, Mario Nalini, Ernesto / Father, Mario Temes, Alan / Son",Sub Rosa, Released, English,120000000.0,303727772.6,US
G-Force,09/17/2009 ,55.0,"Animation, Family, Fantasy, Action, Adventure, Comedy","A team of trained secret agent animals, guinea pigs Darwin, Hurley, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?","Sam Rockwell, Darwin the Guinea Pig (voice), Jon Favreau, Hurley the Guinea Pig (voice), Tracy Morgan, Blaster the Guinea Pig (voice), Penélope Cruz, Juarez the Guinea Pig (voice), Nicolas Cage, Speckles the Mole (voice), Dee Bradley Baker, Mooch the Fly (voice), Bill Nighy, Leonard Saber, Will Arnett, Kip Killian, Zach Galifianakis, Ben",G-Force, Released, English,150000000.0,292817841.0,AU
A Tale of Legendary Libido,04/30/2008 ,60.0,"Comedy, Fantasy, Drama","The women in Byeon’s village ridicule his lack of libido, but he has the last laugh when a traveling monk imbues him with the ultimate male power.","Bong Tae-gyu, Byeon Gang-soe, Kim Ye-won, Dal-gaeng, Oh Dal-su, Gang-mok, Youn Yuh-jung, Hal-meom, Jeon Soo-kyung, Hostel owner, Kwon Byung-gil, Go-gwan, JeongSeop Lee, Sa-tto, Seo Yeong, Dan Bi, Go Seo-hee, Seul-bi", 가루지기, Released, Korean,146400000.0,259934071.2,KR
I Know What You Did Last Summer,11/27/1997 ,59.0,"Horror, Thriller, Mystery","After four high school friends are involved in a hit-and-run road accident, they dispose of the body and vow to keep the incident a secret. A year later, they each start receiving anonymous letters bearing the warning ""I Know What You Did Last Summer.""","Jennifer Love Hewitt, Julie James, Sarah Michelle Gellar, Helen Shivers, Ryan Phillippe, Barry Cox, Freddie Prinze Jr., Ray Bronson, Bridgette Wilson-Sampras, Elsa Shivers, Johnny Galecki, Max Neurick, Muse Watson, Benjamin Willis / Fisherman, Anne Heche, Melissa Egan, Stuart Greer, David Caporizo",I Know What You Did Last Summer, Released, English,17000000.0,125250091.0,AU
Ladyhawke,04/25/1985 ,70.0,"Adventure, Comedy, Fantasy","Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.","Matthew Broderick, Phillipe Gaston, Rutger Hauer, Captain Etienne Navarre, Michelle Pfeiffer, Isabeau d'Anjou, Alfred Molina, Cezar, John Wood, Bishop of Aquila, Leo McKern, Father Imperius, Ken Hutchison, Marquet, Giancarlo Prete, Fornac, Loris Loddi, Jehan",Ladyhawke, Released, English,20000000.0,18400000.0,AU
Accident Man,02/07/2018 ,61.0,"Action, Crime, Thriller","Mike Fallon, the Accident Man, is a stone cold killer.  When a loved one is murdered by his own crew, Fallon is forced to avenge the one person who actually meant something to him.","Scott Adkins, Mike Fallon, Ray Stevenson, Big Ray, Ashley Greene, Charlie Adams, Michael Jai White, Mick, Ray Park, Mac, Amy Johnston, Jane The Ripper, David Paymer, Milton, Perry Benson, Finicky Fred, Nick Moran, Leonard Kent",Accident Man, Released, English,70600000.0,264218338.6,AU
Journey to the West: The Demons Strike Back,01/28/2017 ,61.0,"Adventure, Fantasy, Action","Tang Monk brings three disciples on a journey to the West. On the outside, everything seems harmonious. However, tension is present beneath the surface, and their hearts and minds are not in agreement. After a series of demon-capturing events, the monk and his disciples gain mutual understanding of each others' hardships and unease. Finally, they resolve their inner conflict and work together to become an all-conquering, demon-exorcising team.","Kris Wu, Tang Sanzang, Lin Gengxin, Sun Wukong, Yao Chen, Jiu Gong / Immortal Golden Vulture, Lin Yun, White Bone Spirit, Yang Yiwei, Zhu Bajie, Mengke Bateer, Sha Wujing, Wang Likun, Spider Demon, Bao Bei Er, King, Wang Duo, Handsome Zhu Bajie", 西游·伏妖篇, Released, Chinese,63300000.0,731607.0,CN
Starship Troopers 2: Hero of the Federation,05/10/2004 ,43.0,"Adventure, Horror, Action, Science Fiction","In the sequel to Paul Verhoeven's loved/reviled sci-fi film, a group of troopers taking refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait.","Billy Brown, Pvt. Ottis Brick, Richard Burgi, Capt. V.J. Dax, Kelly Carlson, Pvt. Charlie Soda, Cy Carter, Pvt. Billie Otter, Sandrine Holt, Pvt. Jill Sandee, Ed Lauter, Gen. Jack Gordon Shepherd, J.P. Manoux, TSgt. Ari Peck, Lawrence Monoson, Lt. Pavlov Dill, Colleen Porch, Pvt. Lei Sahara",Starship Troopers 2: Hero of the Federation, Released, English,7000000.0,1647997.6,AU
Moontrap: Target Earth,02/07/2017 ,46.0,"Action, Science Fiction, Adventure",A long forgotten ancient spacecraft discovered on Earth. Investigations carried out by Scout transport her to the moon whereupon she meets the impressive machines preserving the wisdom of that long lost civilization.,"Sarah Butler, Scout, Damon Dayoub, Daniel Allen, Charles Shaughnessy, Richard Kontral, Cara AnnMarie, Mary, Loretta Higgins, The Engineer, Niki Spiridakos, Mya, Chris Newman, Carter, Steven Dutton, Trucker, Jennifer Kincer, Nicole",Moontrap: Target Earth, Released, English,134500000.0,400536996.8,US
Stowaway,04/22/2021 ,59.0,"Science Fiction, Drama, Thriller, Adventure",A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,"Anna Kendrick, Zoe Levenson, Toni Collette, Marina Barnett, Daniel Dae Kim, David Kim, Shamier Anderson, Michael Adams",Stowaway, Released, English,10000000.0,97710924.2,AU
1492: Conquest of Paradise,10/29/1992 ,62.0,"Action, Adventure, Drama, History",1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,"Gérard Depardieu, Christopher Columbus, Armand Assante, Sanchez, Sigourney Weaver, Queen Isabella, Loren Dean, Older Fernando, Ángela Molina, Beatrix, Fernando Rey, Marchena, Michael Wincott, Adrian de Moxica, Kevin Dunn, Captain Mendez, Tchéky Karyo, Martín Alonso Pinzón",1492: Conquest of Paradise, Released, English,47000000.0,7191399.0,AU
Doraemon: Nobita's Chronicle of the Moon Exploration,03/01/2019 ,77.0,"Animation, Adventure","During a Japanese robotic exploration to find life on the other side of the moon, Nobita is watching from Earth and sees the moon turn yellow. With the help of Doraemon, the pair travel to the moon and create bunnies that will build their own colony. After he returns, Nobita tells his class about their adventure but no one will believe him. That is until a new student and his sister arrive who appear to come from a very far away place...","Wasabi Mizuta, Doraemon, Megumi Oohara, Nobita, Yumi Kakazu, Shizuka, Tomokazu Seki, Suneo, Subaru Kimura, Gian, Junko Minagawa, Luka, Alice Hirose, Luna, Sōichi Nakaoka, Cancer, Shigeo Takahashi, Crab", 映画ドラえもん のび太の月面探査記, Released, Japanese,65000000.0,161443195.6,JP
Poltergeist III,06/16/1988 ,52.0,"Horror, Thriller","Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?","Tom Skerritt, Bruce Gardner, Nancy Allen, Patricia Wilson-Gardner, Heather O'Rourke, Carol Anne Freeling, Lara Flynn Boyle, Donna Gardner, Kipley Wentz, Scott, Zelda Rubinstein, Tangina Barrons, Richard Fire, Dr. Seaton, Nathan Davis, Reverend Henry Kane, Joey Garfield, Jeff",Poltergeist III, Released, English,9500000.0,14114000.0,AU
The Pyramid,12/05/2014 ,52.0,Horror,An archaeological team attempt to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.,"Ashley Grace, Nora, Denis O'Hare, Holden, James Buckley, Fitzie, Amir K, Michael Zahir, Christa Nicola, Sunni, Joseph Beddelem, Taxi driver, Faycal Attougui, Corporal Shadid, Philip Shelley, Provost, Omar Benbrahim, Chubby Intern",The Pyramid, Released, English,6500000.0,16861137.0,US
Witness,05/02/1985 ,71.0,"Crime, Drama, Romance, Thriller","A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.","Harrison Ford, Det. Capt. John Book, Kelly McGillis, Rachel Lapp, Josef Sommer, Chief Paul Schaeffer, Lukas Haas, Samuel Lapp, Jan Rubeš, Eli Lapp, Alexander Godunov, Daniel Hochleitner, Danny Glover, McFee, Brent Jennings, Carter, Patti LuPone, Elaine",Witness, Released, English,12000000.0,65532576.0,AU
Look Who's Back,10/08/2015 ,68.0,Comedy,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.","Oliver Masucci, Adolf Hitler, Fabian Busch, Fabian Sawatzki, Katja Riemann, Bellini, Christoph Maria Herbst, Sensenbrink, Franziska Wulf, Vera Krömeier, Lars Rudolph, Shop Owner, Roberto Blanco, Roberto Blanco, Stephan Grossmann, Devine, Patrick Heinrich, Neo-Nazi", Er ist wieder da, Released, German,3196621.0,25513752.0,DE
Fullmetal Alchemist,12/01/2017 ,54.0,"Fantasy, Action, Science Fiction, Adventure",Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,"Ryosuke Yamada, Edward Elric, Atomu Mizuishi, Alphonse Elric, Tsubasa Honda, Winry Rockbell, Dean Fujioka, Roy Mustang, Misako Renbutsu, Riza Hawkeye, Yasuko Matsuyuki, Lust, Kanata Hongo, Envy, Shinji Uchiyama, Gluttony, Jun Kunimura, Tim Marcoh", 鋼の錬金術師, Released, Japanese,10000000.0,45269004.6,JP
It,12/14/2017 ,0.0,,"A blind man reports on an eclipse, a light phenomenon that he perceives through senses that do not involve sight. He takes us by the hand and guides us through the dark, through this temporary event that transforms the world as we know it.",,It, Released, English,35000000.0,701012746.0,BE
Episode of Sabo: The Three Brothers' Bond - The Miraculous Reunion,08/22/2015 ,69.0,"Action, Animation","Sabo visits a grave-site where he reflects back on his childhood with his brothers Luffy and Ace. After a flashback of his past Sabo travels to the Kingdom of Dressrosa and meets up with a fellow member of the Revolutionary Army to discuss their next mission. Unbeknownst to Sabo, Luffy and his crew are also on the island searching to destroy an artificial Devil Fruit factory.","Mayumi Tanaka, Monkey D. Luffy, Toru Furuya, Sabo, Akemi Okamura, Nami, Daisuke Sakaguchi, Portgas D. Ace (young), Hideyuki Tanaka, Donquixote Doflamingo, Hiroaki Hirata, Sanji, Hiroshi Kamiya, Trafalgar Law, Ikue Otani, Tony Tony Chopper, Ikuya Sawaki, Fujitora", ワンピース エピソード オブ サボ～3兄弟の絆 奇跡の再会と受け継がれる意志～, Released, Japanese,32200000.0,480440467.4,JP
Urban Legends: Final Cut,09/28/2000 ,48.0,"Horror, Mystery, Thriller","The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect.","Jennifer Morrison, Amy Mayfield, Matthew Davis, Travis / Trevor, Hart Bochner, Professor Solomon, Loretta Devine, Reese, Joey Lawrence, Graham, Anson Mount, Toby, Jessica Cauffiel, Sandra, Anthony Anderson, Stan, Michael Bacall, Dirk",Urban Legends: Final Cut, Released, English,15000000.0,38574362.0,AU
Four Rooms,03/28/1996 ,58.0,"Crime, Comedy",It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,"Tim Roth, Ted the Bellhop, Jennifer Beals, Angela, Antonio Banderas, Man, Valeria Golino, Athena, David Proval, Siegfried, Sammi Davis, Jezebel, Amanda de Cadenet, Diana, Madonna, Elspeth, Ione Skye, Eva",Four Rooms, Released, English,4000000.0,4301000.0,AU
The Secret of Moonacre,09/24/2009 ,65.0,"Adventure, Fantasy, Drama, Science Fiction, Romance, Family","When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor.","Ioan Gruffudd, Sir Benjamin Merryweather / Sir Wrolf Merryweather, Dakota Blue Richards, Maria Merryweather, Tim Curry, Coeur De Noir, Augustus Prew, Robin De Noir, Natascha McElhone, Loveday, Juliet Stevenson, Miss Heliotrope, Tamás Tóth, Vicar, György Szathmári, Lawyer, George Mendel, Priest",The Secret of Moonacre, Released, English,32000000.0,7162618.0,AU
The Wicker Man,12/01/1973 ,74.0,Horror,"Police sergeant Neil Howie is called to an island village in search of a missing girl whom the locals claim never existed. Stranger still, however, are the rituals that take place there.","Edward Woodward, Sergeant Neil Howie, Christopher Lee, Lord Summerisle, Britt Ekland, Willow MacGreagor, Ingrid Pitt, Librarian, Diane Cilento, Miss Rose, Lindsay Kemp, Alder MacGreagor, Aubrey Morris, Old Gardener / Gravedigger, Russell Waters, Harbour Master (uncredited), Irene Sunters, May Morrison",The Wicker Man, Released, English,810000.0,61653477.2,GB
HOUBA! On the Trail of the Marsupilami,04/04/2012 ,52.0,"Family, Adventure, Comedy","When reporter Dan Geraldo (Alain Chabat) arrives in Palombia to hunt for a scoop, he never suspects that he is about to make an incredible discovery... With his resourceful local guide Pablito (Jamel Debbouze), D an has one surprise after another during a thrilling adventure that allows him to bring the world some spectacular news: the Marsupilami, a mythical and mischievous animal, really does exist! You too will believe in furry tails!","Alain Chabat, Dan Geraldo, Jamel Debbouze, Pablito Camaron, Fred Testot, Hermoso, Lambert Wilson, Général Pochero, Patrick Timsit, Caporal, Géraldine Nakache, Pétunia, Liya Kebede, Reine Paya, Aïssa Maïga, Clarisse Iris, Dalip Singh, Bolo (as The Great Khali)", Sur la piste du Marsupilami, Released, French,50000000.0,50100000.0,FR
Tempus Tormentum,04/17/2018 ,56.0,"Horror, Thriller","A drifter passing through a small town is drugged by three masked psychopaths and forced into a bizarre game of cat and mouse. He is chased through a series of more and more bizarre events until, in the end, he finds that this evening of terror has lasting consequences. It’s a feel bad film, nasty and brutish, red in tooth and claw.","Tyhr Trubiak, Mr. Mouse, Virine Bahadoosingh, Dream Girl / Ghost, Dan Grapko, Shadowy Figure, Mel Marginet, Cabin Lady, Marc Greene, Birdman, Chris Hodgson, Motel Clerk, Cat Jahnke, Waitress",Tempus Tormentum, Released, English,130200000.0,390377803.8,US
Obsession,06/04/2015 ,64.0,"Romance, Thriller","Simone inherits a dilapidated farmhouse in France and makes her way there with her husband Eric and their two children. Her dream is to turn the house into a bed and breakfast but as the hectic pace of the rebuilding gets underway, she gets caught up in the romance and chaos of it all. Losing sight of her goals, she must find her way back to the dreams and ambitions which brought her there in the first place.","Loes Haverkort, Simone, Mark van Eeuwen, Eric, Peter Paul Muller, Peter, Evi van der Laken, Suzanne, Bobby van Vleuten, Bastiaan (Bas), Jennifer Hoffman, Lian, Pierre Boulanger, Michel, Tamar Baruch, Schoolmistress, Corentin Lobet, Man in bricolage", Rendez-Vous, Released," Dutch, Flemish",77400000.0,527322591.6,NL
Respect,08/19/2021 ,68.0,"Drama, Music, History",The rise of Aretha Franklin’s career from a child singing in her father’s church’s choir to her international superstardom.,"Jennifer Hudson, Aretha Franklin, Forest Whitaker, C. L. Franklin, Marlon Wayans, Ted White, Audra McDonald, Barbara Franklin, Mary J. Blige, Dinah Washington, Marc Maron, Jerry Wexler, Tituss Burgess, Reverend Dr. James Cleveland, Saycon Sengbloh, Erma Franklin, Hailey Kilgore, Carolyn Franklin",Respect, Released, English,54200004.0,31217372.0,AU
The Flyboys,08/15/2008 ,76.0,"Adventure, Action",Two boys from a small town find their courage tested when they accidentally stow away aboard an airplane owned by the mob...,"Jesse James, Jason McIntyre, Reiley McClendon, Kyle Barrett, Stephen Baldwin, Silvio Esposito, Tom Sizemore, Angelo Esposito, Jesse Plemons, Bully #1, David H. Stevens, Jack",The Flyboys, Released, English,119400000.0,500107045.2,US
Errementari: The Blacksmith and the Devil,03/02/2018 ,64.0,"Drama, Fantasy, Horror","Basque Country, Spain, 1843. A police constable arrives at a small village in Álava to investigate a mysterious blacksmith who lives alone deep in the woods.","Kandido Uranga, Patxi, Uma Bracaglia, Usue, Eneko Sagardoy, Sartael, Ramon Agirre, Alfredo, José Ramón Argoitia, Mateo, Josean Bengoetxea, Santi, Gotzon Sánchez, Faustino, Aitor Urcelai, Benito, Maite Bastos, Blanca", Errementari, Released, Basque,115600000.0,297850716.0,ES
The Jungle Book 2,04/10/2003 ,59.0,"Family, Animation, Adventure","Mowgli has been living in the man-village with his little stepbrother Ranjan and his best friend Shanti. But the man-cub still has that jungle rhythm in his heart, and he misses his old buddies Baloo and Bagheera. When Mowgli wanders back to the wild for some swingin' fun, he soon finds the man-eating tiger Shere Khan is lurking in the shadows and planning his revenge.","Haley Joel Osment, Mowgli (voice), John Goodman, Baloo (voice), Mae Whitman, Shanti (voice), Connor Funk, Ranjan (voice), Bob Joles, Bagheera (voice), Tony Jay, Shere Khan (voice), John Rhys-Davies, Ranjan's Father (voice), Jim Cummings, Kaa / Colonel Hathi / M.C. Monkey (voice), Phil Collins, Lucky (voice)",The Jungle Book 2, Released, English,20000000.0,139924202.0,AU
Barbie and the Secret Door,09/16/2014 ,72.0,"Animation, Family","It's the ultimate fairytale musical! Barbie stars as Alexa, a shy princess who discovers a secret door in her kingdom and enters a whimsical land filled with magical creatures and surprises. Inside, Alexa meets Romy and Nori, a mermaid and a fairy, who explain that a spoiled ruler named Malucia is trying to take all the magic in the land. To her surprise, Alexa has magical powers in this world, and her new friends are certain that only she can restore their magic. Discover what happens when Alexa finds the courage to stand up for what's right and learns that the power of friendship is far more precious than magic.","Kelly Sheridan, Alexa (Voice), Brittany McDonald, Singing Alexa (Voice), Ashleigh Ball, Nori (Voice), Chanelle Peloso, Romy (Voice), Tabitha St. Germain, Malucia (Voice), Ellie King, Grandmother (Voice), Michael Daingerfield, King of Zinnia (Voice), Teryl Rothery, Queen of Zinnia (Voice)",Barbie and the Secret Door, Released, English,115500000.0,425732545.6,US
Young Older Sister-in-Law 3,01/09/2020 ,13.0,Romance,"Seong-hee and Hyeon-hee are sisters. However, these sisters have many secrets. One secret is that the older sister, Hyeon-hee, is having an inappropriate affair with her sister's husband. Seong-hee knows about her sister and her husband, and is having an affair with her sister's boyfriend. Another secret of theirs surfaces...","Kim Ji-ah, , Yoo Jung, , James, ", 어린 처형 3, Released, Korean,132000040.0,38157314.0,KR
The Ex,03/11/2021 ,69.0,"Horror, Thriller","The story of how social networks and instant messengers are changing the life of a modern person. It has been several years since a 16-year-old teenager posted a photo of his girlfriend in the general chat, hoping to boast to friends. Now he has a happy adult life: work, friends, fiance Katya, who is about to become his wife. But the Internet makes you remember teenage love, after which a chain of inexplicable mystical events occurs with the future wife of a young man. The girl receives mysterious messages from her fiance's past. Because of them, her life turns into a nightmare.","Konstantin Beloshapka, , Vera Kincheva, , Sergey Dvoynikov, , Yekaterina Shumakova, , Elena Morozova, , Vladimir Seleznyov, , Pavel Golubev, , Anna Osipova, , Oleg Dulenin, ", Бывшая, Released, Russian,744835.0,257720413.2,RU
Once Upon a Time in China,08/15/1991 ,72.0,"Action, Drama","Set in late 19th century Canton, this martial arts film depicts the stance taken by the legendary martial arts hero Wong Fei-Hung against foreign forces' plundering of China.","Jet Li, Wong Fei Hung, Yuen Biao, Leung Foon, Jacky Cheung, Buck Teeth So, Rosamund Kwan, 13th Aunt, Kent Cheng, Porky Wing, Yuen Gam-Fai, Ling Wan Kai, Yen Shi-Kwan, Iron Robe Yim Chun Tung, Shun Lau, Naval Commander Lau, Wu Ma, Grand Uncle Chueng", 黃飛鴻, Released, Cantonese,25657792.0,3826459.0,HK
Dancer in the Dark,05/28/2001 ,79.0,"Drama, Crime","Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.","Björk, Selma Jezkova, Catherine Deneuve, Kathy, David Morse, Bill Houston, Peter Stormare, Jeff, Joel Grey, Oldrich Novy, Cara Seymour, Linda Houston, Vladica Kostic, Gene Jezkova, Jean-Marc Barr, Norman, Vincent Paterson, Samuel",Dancer in the Dark, Released, English,12500000.0,45556774.0,AU
District 13: Ultimatum,02/18/2009 ,64.0,"Action, Thriller, Crime","Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city’s secret services take drastic measures to solve the problem.","Cyril Raffaelli, Damien, David Belle, Leïto, Philippe Torreton, Le Président de la République, Daniel Duval, Walter Gassman, Élodie Yung, Tao, MC Jean Gab'1, Molko, James Deano, Karl le skin, Laouni Mouhid, Ali-K, Fabrice Feltzinger, Little Montana", Banlieue 13 - Ultimatum, Released, French,15000000.0,8786375.0,FR
The Physician,12/25/2013 ,73.0,"Adventure, Drama, History","England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.","Tom Payne, Rob Cole, Ben Kingsley, Ibn Sina (Avicenna), Stellan Skarsgård, Barber, Olivier Martinez, Shah Ala ad Daula, Emma Rigby, Rebecca, Elyas M'Barek, Karim, Fahri Yardım, Davout Hosein, Makram J. Khoury, Imam, Michael Marcus, Mirdin",The Physician, Released, English,36000000.0,57284237.0,DE
Bring It On,12/14/2000 ,62.0,Comedy,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.","Kirsten Dunst, Torrance Shipman, Eliza Dushku, Missy Pantone, Jesse Bradford, Cliff Pantone, Gabrielle Union, Isis, Sherry Hursey, Christine Shipman, Holmes Osborne, Bruce Shipman, Clare Kramer, Courtney, Nicole Bilderback, Whitney, Tsianina Joelson, Darcy",Bring It On, Released, English,28000000.0,90449929.0,AU
Mother's Day,04/28/2016 ,60.0,"Comedy, Drama, Romance",Intersecting stories with different moms collide on Mother's Day.,"Jennifer Aniston, Sandy, Julia Roberts, Miranda, Kate Hudson, Jesse, Jason Sudeikis, Bradley, Timothy Olyphant, Henry, Sarah Chalke, Gabi, Margo Martindale, Flo, Jon Lovitz, Jackie Burn, Britt Robertson, Kristin",Mother's Day, Released, English,25000000.0,48782670.0,AU
Trinity Is Still My Name,10/21/1971 ,74.0,"Comedy, Western",The two brothers Trinity and Bambino are exchanged by two federal agents and take advantage of the situation to steal a huge booty hidden in a monastery by a gang of outlaws.,"Terence Hill, Trinity, Bud Spencer, Bambino, Yanti Somer, Perla, Enzo Tarascio, Mitch, Sheriff, Harry Carey, Jr., Father, Pupo De Luca, Prior, Jessica Dublin, Mother, Dana Ghia, Perla's Mother, Emilio Delle Piane, James Parker", ...continuavano a chiamarlo Trinità, Released, Italian,6122001.4,2100000.0,IT
