show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5157,Movie,Ceasefire,Emmanuel Courcol,"Romain Duris, Céline Sallette, Grégory Gadebois, Julie-Marie Parmentier, Maryvonne Schiltz, Wabinlé Nabié",,,2017,PG-13,104 min,"Action, Arts, Entertainment, and Culture, Drama","In the early 1920s, Georges Laffont, traumatized by the horrific trench warfar, decides to travel to West Africa into the vast territories of Upper Volta."
s5158,Movie,Blackbird,Roger Mitchell,"Susan Sarandon, Kate Winslett, Mia Wasikowska, Sam Neill, Rainn Wilson",,,2020,R,98 min,Drama,"Lily (Susan Sarandon) summons her daughters Jennifer (Kate Winslet) and Anna (Mia Wasikowska) for one final family reunion as she looks to end her battle with a terminal illness. Amid the bittersweet farewell, unresolved feelings surface."
s5159,Movie,Valley of the Gods,Lech Majewski,"John Malkovick, Josh Hartnett, Jaime Ray Newman",,,2020,16+,127 min,"Action, Arthouse, Drama","Starring Josh Hartnett and John Malkovich, Valley of the Gods juxtaposes abundance and poverty through the eyes of an anguished writer, a bizarre trillionaire, and a struggling Navajo community armed with only a now-imminent ancient legend."
s5160,Movie,Pak Pak Pakaak,Gautam Joglekar,"Nana Patekar, Saksham Kulkarni, Narayani Shastri, Usha Nadkarni, Jyoti Subhash, Rekha Kamat, Vijay Patwardhan, Arun Hornekar, Vidyadhar Joshi, Anand Ingle, Nandu Pol, Aditi Deshpande, Jyoti Joshi, Damoo Kenkre, Jayraj Nair, Prachi Shah",,,2005,ALL,138 min,"Action, Comedy, Drama","A young mischievous boy, Chiklu, ventures into a big forest which is supposedly haunted by a ghost, Bhootya. After several encounters, Chiklu befriends Bhootya, changing their lives forever."
s5161,Movie,One Step Behind the Seraphim,Daniel Sandu,"Stefan Iancu, Vlad Ivanov, Toto Dumitrescu, Cristian Bota, Iulia Alexandra Dinu",,,2020,18+,147 min,"Drama, Special Interest, Suspense","A group of freshmen in an orthodox college are introduced in a world of cons, pleasure and money, but they soon discover that's not the way one's life should be lead."
s5162,Movie,I Am Not Madame Bovary,Xiaogang Feng,"Fan Bingbing, Chengpeng Dong",,,2016,16+,139 min,"Comedy, Drama","Li Xuelian and her husband stage a fake divorce to secure a second apartment in the city reserved by the government for single people. But when her husband remarries six months later-as agreed-but to a different woman, a furious Li files a lawsuit with the county court. Losing her case only makes Li more determined to take her fight to the highest levels of government in Beijing."
s5163,Movie,Asin_tombstone_test_target_04,Test Director,"Test Actor 1, Test Actor 2",,,2019,G,0 min,Comedy,asin_tombstone_test_target_04 short
s5164,Movie,What the Waters Left Behind,"Nicolás Onetti, Luciano Onetti","Agustín Pardella, Damián Dreizik, Victoria Maurette, Victorio D'Alessandro, Paula Brasca",,,2018,18+,95 min,Horror,"A group of young people take a trip to the ruins in order to film a documentary about Epecuén. Ignoring the warnings, and after a brief tour, they get stranded in the abandoned village. Contrary to what they thought, they begin to realize that they are really not alone."
s5165,Movie,Unlawful Duties,Sunil Kulkarni,"Chrystopher Avant, Dennis Mallen, David Mann",,,2021,18+,9 min,"Action, Drama, Suspense",Two Officers on night duty receives a dispatch to investigate a disturbance in the area only to discover more than they expected.
s5166,Movie,Un Regalo Esencial,Jose Mario Salas Boza,"Viviana Calderon, Pablo Rodriguez, Mauricio Hoffman, Norval Calvo, Roque Ramirez",,,2020,13+,108 min,"Arts, Entertainment, and Culture, Comedy, Romance","It is the year 2025, and Alejandro tells his grandson Josue a story from a book that he is reading about a singer and a dancer who fell in love in 1985, but love represents much more than only sharing life together."
s5167,Movie,The Time Traveler,Nico Mastorakis,"Keir Dullea, Adrienne Barbeau, Peter Hobbs",,,1984,13+,101 min,"Science Fiction, Suspense","This sci-fi mystery-thriller, written and directed by Nico Mastorakis, with Adrienne Barbeau (""Escape From New York,"") Keir Dullea (""2001, A Space Odyssey,"") and Jeremy Licht (""Twilight Zone-The Movie""). On the island of Mykonos, a metaphysical tale of mystery and friendship between a time traveler, a boy, and his dog. Music by Stanley Myers (""The Deer Hunter."")"
s5168,Movie,The Naked Truth,Nico Mastorakis,"Robert Caso, Courtney Gibbs, Kevin Schon, Herb Edelman, Brian Thompson, Yvonne De Carlo, Erik Estrada, Lou Ferrigno, Zsa Zsa Gabor, Little Richard, Shannon Tweed, John Vernon, M. Emmet Walsh",,,1992,16+,99 min,Comedy,"Directed by Nico Mastorakis, this hilarious spoof features a stellar cast, including Zsa Zsa Gabor, Herb Edelman, M. Emmet Walsh, Bubba Smith, Ted Lange, John Vernon, Alex Cord, Erik Estrada, Norman Fell, Lou Ferrigno, Billy Barty, Dick Gautier, David Birney, Camilla Sparv, Shannon Tweed, and some of the most beautiful women in Hollywood. Poking fun at beauty pageants has never been so much fun!"
s5169,Movie,The Attorney,Woo-seok Yang,"Kang-ho Song, Kwang Soo Cha, Gi-joong Han",,,2014,16+,127 min,Drama,"Woo-seok Song has no clients, connections or even a college degree, but his eye for business and appetite for money turn him into one of the most successful lawyers in town. But right at the peak of his success, a local teenager is falsely accused of a crime, then beaten and tortured while waiting in jail. Shocked by these conditions, Song takes on the case no one else will. Based on a true story."
s5170,Movie,Terminal Exposure,Nico Mastorakis,"Mark Hennessy, Hope Marie Carlton, John Vernon, Ted Lange, Joe Estevez, Patrick St. Esprit",,,1987,16+,100 min,"Action, Comedy","Award-winning director Nico Mastorakis, renowned for suspense and horror (""Island of Death,"" ""The Zero Boys,"" ""The Wind"") takes a creative detour into action-comedy with zest and spectacular results. Venice Beach; intrigue, murder, sexy females, young comedians, with veteran actors, John Vernon and Ted Lange among the cameo cast. Spiced up by Hans Zimmer's youthful, energetic score."
s5171,Movie,T-Rex Ranch - Giant T-Rex Dinosaurs - Dinosaur Videos for Kids,Arron Michael,"LB, Arron Michael",,,2020,ALL,31 min,Kids,"T-Rex Ranch brings you another awesome fun-packed collection of Jurassic dinosaur videos ! Watch your favorite park rangers get into all sorts of wonderful adventures, coming across lots of scary dinosaurs, awesome toys and much more!"
s5172,Movie,Scare Attraction,Steven M. Smith,"Tony Fadil, Sonera Angel, Primrose Bigwood",,,2019,18+,73 min,Horror,Reality TV stars attend a Halloween Scare Attraction. Suddenly the escape room turns deadly as gas leaks in leaving them unconscious. A voice tells them they must tell a truth or die. Who will survive the real scare attraction?
s5173,Movie,Saathiya,Shaad Ali,"Rani Mukerji, Tanuja, Satish Shah, Vivek Oberoi, Sandhya Mridul, Swaroop Sampat, Sharat Saxena, Tinnu Anand",India,,2002,ALL,138 min,"Drama, International, Romance","""Running away from home can’t keep a couple together. Love can. While for most Love Stories, marriage is the goal, the fact remains -marriage is just the beginning. A story of Aditya (Vivek) and Suhani (Rani Mukerji) SAATHIYA continues from where most love stories end. From the infatuation stage when a couple thinks they are in love right through to when they discover the true meaning of love."""
s5174,Movie,Rendez-vous,Pablo Olmos Arrayales,"Antonio Alcántara, Helena Puig, Markin López, Axel Zapién, Aaron Gómez, Italo Maximiliano Concha Veloz, Héctor Vázquez Urquieta",,,2021,16+,106 min,"Drama, Horror, Suspense","Lili and Eduardo meet for the first time after connecting on a dating app. Eduardo arrives late but with a good reason in a place like Mexico City: he was mugged and they took his phone so he couldn't text her to say he was running late. While at first everything seems to be going fine, when Lili finds Eduardo's phone in his jacket, things take an unexpected and terrifying turn for the worse."
s5175,Movie,Rakhwala,K. Muralimohana Rao,"Anil Kapoor, Farha Naaz, Shabana Azmi, Asrani, Beena Banerjee, Prem Chopra, Ketki Dave, Renu Joshi, Annu Kapoor, Shakti Kapoor, Sameer Khakhar, Suresh Oberoi, Sharat Saxena, Rahul Singh, Tanuja, Ajit Vachani",,,1989,13+,158 min,Drama,"A little girl comes from her village to Bombay to find her father. She meets a kind person who could help her, but is helpless as she doesn't know her father's name nor has his photograph."
s5176,Movie,Predatory Lender,Vert Wright,"Jim Meyer, Kristina Hagan, Vikas Ahuja, Robert Parham, Gretta Sosine, Bunny Elizabeth Stewart, Heather Renée Smith",,,2021,16+,82 min,"Drama, Suspense","Luke, a psychopathic real estate agent is as cold and deceptive in business as he is in the pursuit of his beautiful young prey."
s5177,Movie,Permission,Brian Crano,"Rebecca Hall, Dan Stevens, Gina Gershon, Francois Arnaud, Jason Sudeikis, Morgan Spector, Sarah Steele",,,2018,18+,98 min,"Comedy, Drama",A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.
s5178,Movie,Paper Moon,Peter Bogdanovich,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman, P. J. Johnson, Randy Quaid, Noble Willingham, Ed Reed, Bob Young, Liz Ross",,,1973,PG,102 min,"Comedy, Drama","Ryan O'Neal teams up with his daughter, Tatum in this film for which Tatum won an Oscar in her role. Con man Moses Pray, driving through depression-era Kansas with a carload of deluxe bibles and a list of newly widowed prospects for his line."
s5179,TV Show,Nursery Rhymes and Kids Songs by Little Baby Bum,,,,"May 18, 2021",2015,ALL,10 Seasons,"Kids, Special Interest","This collection includes some of the best educational nursery rhymes and kids songs for your babies. Enjoy this season of songs including 'Shapes Train Song', 'Wheels on the Bus', and many more!"
s5180,Movie,Miracle In The Woods,Arthur Allan Seidelman,"Meredith Baxter, Della Reese, Patricia Heaton",,,1997,13+,92 min,Drama,Two sisters inherit their mother's land only to discover a surprise tenant on the property. A dramatic story soon unfolds into something truly spectacular.
s5181,Movie,Midnight Devils,"Abel Berry, Jennifer Michelle Stone II","Michael Berryman, Erin Marie Garrett, Guy Mayfield, Billy Blair",,,2020,18+,79 min,Horror,"Two rough girls, Diem and Uri, from the inner city steal a suitcase full of money from violent drug dealers and flee to an old house where Deim's grandfather lives. Just as the drug dealers find the girls, an ancient evil is awakened inside the house by a mad man (Billy Blair) and chaos ensues. The house full of criminals must all work together in order to survive the night and make it to dawn."
s5182,Movie,Mega Dinosaur Fun T-Rex Ranch,Aaron Michael,"LB, Aaron Michael",,,2018,ALL,12 min,Kids,"T-Rex Ranch brings you another awesome fun-packed collection of Jurassic dinosaur videos ! Watch your favorite park rangers get into all sorts of wonderful adventures, coming across lots of scary dinosaurs, awesome toys and much more!"
s5183,Movie,Leave No Trace,Debra Granik,"Ben Foster, Thomasin Harcourt McKenzie, Jeff Kober, Dale Dickey","United States, Canada",,2018,PG,109 min,Drama,"Will and his daughter have lived off the grid for years until both are put into traditional housing. After clashing with new surroundings, they embark on a journey home."
s5184,Movie,Hansel and Gretel,Len Talan,"David Warner, Hugh Pollard, Nicola Stapleton",,,1988,ALL,89 min,"Arts, Entertainment, and Culture, Kids, Science Fiction",Based on the fairy tale by The Brothers Grimm. Hansel and Gretel are abandoned after the famine strike in the village and where Hansel and Gretel are later trapped in the deceptively decorated house of the witch Griselda who wishes to fatten Hansel so that he may be baked into a delicious gingerbread treat.
s5185,Movie,Glitch!,Nico Mastorakis,"Will Egan, Steve Donmyer, Julia Nickson, Ji-Tu Cumbuka, Ted Lange",,,1988,16+,86 min,Comedy,"A ""typical Hollywood"" comedy, directed by Nico Mastorakis, featuring the talents of brilliant young comedians, and the skills of veterans like Ted Lange, Dick Gautier and Julia Nickson. A Malibu mansion packed with wannabe beauties, becomes the stage for robbery, murder, Mafia revenge and true love - all served with sugar and spice. Music and songs by Grammy-award winner, Tom Marolda."
s5186,TV Show,Gecko's Garage - Vehicle Cartoons for Kids,,,,,2016,ALL,3 Seasons,"Animation, Kids","Watch fun educational cartoons for children with Gecko's Garage. There are loads of trucks for children here such as monster trucks, fire trucks, ice cream trucks, buses, and construction trucks. These Gecko learning videos for kids will help children learn colors, learn shapes, learn numbers, learn the alphabet, and much more."
s5187,Movie,Fun Play Vehicles For Kids - Gecko's Real Vehicles,Christian Hughes,,,,2019,ALL,46 min,Kids,"Join Gecko in his vehicle-based educational compilation to learn everything about party buses, ice cream trucks, rollercoasters, and many more! Gecko comes alive in the real world to interact with real-life people to teach your kids about vehicles!"
s5188,Movie,Enter the Dangerous Mind,Youssef Delara,"Jake Hoffman, Nikki Reed, Scott Bakula",,,2015,18+,89 min,"Horror, Suspense","Enter the mind of Jim (Jake Hoffman) - a socially awkward EDM musician with a traumatic past, a tenuous grip on reality, and voices in his head. When he meets Wendy (Nikki Reed), he thinks he might finally have a shot at happiness. But as long-buried memories begin to stir, and his crush turns into obsession, Jim finds himself looking into a violent abyss... and he won't be going alone."
s5189,TV Show,Dr. Poppy's Animal Rescue,,,,,2018,ALL,1 Season,Kids,Come on down to Dr. Poppy's Pet Rescue Centre and learn about the amazing animals who come to visit. Dr. Poppy is a brilliant vet who with the help of her robot friend Robbo helps any animal in need. Dr. Poppy's Pet Rescue is a fun place for poorly pets to be treated and where children can learn all about animals.
s5190,TV Show,Dinosaur Quests with The Park Rangers by T-Rex Ranch,,"Aaron Michael, LB",,,2019,ALL,6 Seasons,Kids,"T-Rex Ranch brings you another awesome fun-packed collection of Jurassic dinosaur videos! Watch your favorite park rangers get into all sorts of wonderful adventures, coming across lots of scary dinosaurs, awesome toys, and much more! In this collection, join the brave park rangers as they go on a surprise egg challenge, make a box fort, and much more!"
s5191,Movie,Blood Pi,Jordan Pacheco,"Lilith Astaroth, Sarah Nicklin, Allie Marshall",,,2016,18+,91 min,"Horror, Young Adult Audience","Halloween season is in full spirit as River Falls University is having their best football season in over a decade and the students are celebrating. Jocks, nerds and sorority sisters alike flock to massive parties filled with music, drugs and sex but that's not all they'll find. There's a killer crashing parties. The school color's of RFU go from gold to red, as blood floods the campus grounds."
s5192,Movie,Asintombstonetest-target,Test Director,"Test Actor 1, Test Actor 2",,,2019,G,0 min,Comedy,asintombstonetest-target short
s5193,TV Show,Arpo: The Robot for All Kids,,,,,2018,ALL,3 Seasons,"Animation, Kids","Arpo was designed as a commando robot, built as a fierce fighting machine. But, with world peace achieved Arpo has been re-equipped for caregiving, re-coded for cuddling, and officially reassigned as a nanny robot!"
s5194,Movie,Yakov Smirnoff: United We Laugh,Yakov Smirnoff,Yakov Smirnoff,,,2020,16+,75 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Yakov Smirnoff is a Russian Immigrant who loves America and being American. ""United We Laugh"" is a comedy special brought to you by Yakov that will leave you in stitches laughing and shedding a tear at the same time. After enjoying this 75 min journey, Yakov will have everyone Laughing United."
s5195,Movie,Trumbo,Jay Roach,"Bryan Cranston, Helen Mirren, Elle Fanning, Diane Lane, John Goodman, Louis C.K., Michael Stuhlbarg",,,2015,R,125 min,Drama,"Bryan Cranston stars as Dalton Trumbo, Hollywood's top screenwriter in 1947, until he and other artists were jailed and blacklisted for their political beliefs."
s5196,Movie,Tooth Fairy 2: The Root of Evil,Louisa Warren,"Jake Watkins, Katie McKenna",,,2020,18+,91 min,Horror,"The Tooth Fairy is back. 15 years after the events of the first movie, Corey, now grown up but mentally scarred has gone to a class reunion. However, the Tooth Fairy is back, and this time - You better have flossed properly."
s5197,Movie,The Truth About Emanuel,Francesca Gregorini,"Kaya Scodelario, Jessica Biel, Jimmi Simpson",,,2014,,96 min,"Drama, Horror, Suspense","A troubled girl becomes preoccupied with her mysterious new neighbor, who bears a striking resemblance to her dead mother."
s5198,TV Show,The Family Man,,"Manoj Bajpayee, Samantha Akkineni, Priya Mani, Sharib Hashmi, Shreya Dhanwanthary, Sunny Hinduja, Shahab Ali, Ashlesha Thakur, Vedant Sinha, Ravindra Vijay, Mime Gopi, N Alagamperumal, Anandsami, Srikrishna Dayal, Devadarshini Chetan, Darshan Kumaar, Abhay Verma, Dalip Tahhil, Vipinkumar A Sharma, Seema Biswas",India,"May 19, 2021",2021,13+,2 Seasons,"Action, Drama, International","Srikant Tiwari has quit TASC and works in the private sector to spend more time with the family. A powerful new enemy forces him to return. Srikant has to now uncover and thwart a dangerous coalition between an old foe and a dormant group of militants. But the danger is much closer to home. This time around, nobody is safe!"
s5199,Movie,Rajkumar,K. Shankar,"Shammi Kapoor, Sadhana, Pran, Prithviraj Kapoor, Om Prakash, Rajendra Nath, Achala Sachdev, Tun Tun, Manorama, Shivraj, Hari Shivdasani, Shanti",,,1964,ALL,164 min,"Arts, Entertainment, and Culture, Comedy, Drama","Rajkumar Is A Bollywood Musical Comedy Hindi Movie, Directed By K. Shankar, Starring Shammi Kapoor, Sadhana, Pran, Prithviraj Kapoor, Om Prakash and Rajindernath In The Lead Roles. A Maharaja Is Pleased When His Son Bhanu Pratap Returns From Abroad But Discovers That He Is Not Worthy Of Being A King. Soon, Bhanu Pratap Uncovers A Dangerous Plot That Endangers Him And His Family."
s5200,Movie,Parentesi Tonde,Michele Lunella,"Raffaella Lecciso, Karim Capuano, Francesca D Auria",,,2021,16+,88 min,Comedy,"Vanessa, a runaway bride, and Emanuela became friends on the ferry to a tourist resort. Together they will take part of the chaotic life of the resort."
s5201,Movie,Ninja Academy,Nico Mastorakis,"Gerald Okamura, Will Egan, Kelly Randall, Michael David, Jeff Robinson",,,1991,18+,89 min,"Action, Comedy","Where fools dare! This action-comedy has it all. Directed by Nico Mastorakis and capturing the comedic tone of the ""Police Academy"" films, it boasts a hilarious ensemble cast and mismatched characters, all bonding while training hard, playing hard and ultimately, losing hard, in the tough, unforgiving world of martial arts."
s5202,Movie,Murder in Gavea,André Warwar,"Ricardo Duque, Simone Spoladore, Roberto Birindelli, Celso Taddei, Silvio Guindane, Aline Fanju",,,2017,16+,78 min,"Drama, Suspense","In a captivating story full of plot-twists, a husband investigates the mysterious murder of his wife at the same time as the police. In the famous carioca neighborhood of Gavea, real characters and situations mix with the husband's hallucinations of the murderers."
s5203,TV Show,Muffin Socks,,,,,2021,ALL,1 Season,"Animation, Kids","Muffin socks features educational songs for kids. Sing along with Chloe as she learns new things, and makes up games for you to play at home."
s5204,Movie,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, Pankaj Tripathi, Samir Kochhar, Rohini Hattangadi, S M Zaheer, Naseeruddin Shah, Riju Bajaj, Laxmi Rawat, Anamika Sharma, Chetan Shah, Kamna Pathak, Faraz Ahsan, Mohit Pal, Mahabir Bhullar",,,2017,13+,92 min,"Adventure, Drama",A Hindu doctor with dementia and a Muslim auto rickshaw driver become unlikely friends as they cross India in search of the doctor's childhood home.
s5205,Movie,Little Baby Bum - Wash Your Hands Song & More Nursery Rhymes For Kids,Cannis Holder,,,,2020,ALL_AGES,30 min,Kids,"Little Baby Bum is a fun, educational children's nursery rhyme channel watched globally by kids. Learn colors, shapes, numbers with some of our most well-loved characters! Sing along to some of the most classic nursery rhymes such as 'Wash Your Hands', 'Bedtime Routine', 'We Love Our Parents', and more!"
s5206,Movie,Goko Mako,Arunkanth V,"Ramkumar, Dhanusha, Chaams, Kalangal Dinesh",,,2019,13+,96 min,"Action, Comedy","An Adventurous road trip of young couple is being captured candidly by a crazy video crew who intend to turn the footage into a music video for a record label contract. Masterminded by the musician, the project takes wild and crazy turns making the entire process fun filled with non-stop laughter. Watch out to find if the composer got the contract for his indie venture !"
s5207,Movie,Go Buster - Cartoons for Kids,"Richard Hickey, Nick Hatton Jones",,,,2019,ALL,36 min,Kids,"Enjoy a collection of educational yet fun children's stories with Buster, a bright little yellow bus who is curious about the world. Created by the minds behind Little Baby Bum, Go Buster teaches young pre-schoolers simple life lessons through the lens of Buster. Come join Buster as he plays with his friends, Terry the tractor and Scout the car!"
s5208,Movie,Flying Tigers,David Miller,"John Wayne, Join Carroll, Anna Lee",,,1942,ALL,102 min,"Action, Drama","Jim Gordon (John Wayne) commands a unit of the famed Flying Tigers, the American Volunteer Group which fought the Japanese in China before America's entry into World War II. Gordon must send his outnumbered band of fighter pilots out against overwhelming odds while juggling the disparate personalities and problems of his fellow flyers."
s5209,Movie,Evil Boy,Olga Gorodetskaya,"Elena Lyadova, Vladimir Vdovichenkov, Sevastian Bugaev",,,2020,16+,90 min,"Drama, Horror, Suspense","Several years after their son's disappearance, a grieving couple adopts a feral boy, who begins to eerily resemble their child more with each passing day. While the mother believes they have found their son, her husband is certain he died. As strange accidents begin happening around the boy, the pair soon wonders whether they've adopted something not entirely...human."
s5210,Movie,Emergency Vehicles for Kids - Gecko's Real Vehicles,Christian Hughes,,,,2019,ALL,45 min,Kids,"In this vehicle-based educational series for children, Gecko ventures out into the real world to teach your kids about rescue vehicles such as ambulances, police cars, rescue helicopter and many more!"
s5211,Movie,Drug War,Johnnie To,"Louis Koo, Hanglei Sun, Wallace Chung, Yi Huang",,,2013,R,107 min,Action,"Manufacturing just 50 grams of meth in China will earn you a death sentence. Timmy Choi just got caught making tons. Now he's in the custody of Captain Zhang, and has one chance to avoid execution - turn informant and help the cops bring down the powerful cartel he's been cooking for."
s5212,Movie,Dream Visions,Christian Smooth,"Corry Mcghee, Savanna Plenty, Kimia Workman, Trebien Parker, Mathew Parker, Matt Tavner, Chris CotMan, Derek Lawrence",,,2021,18+,75 min,"Drama, Horror","A down on his luck college student is left with no choice but to move back in with his abusive foster parents. After being evicted from his off campus home, and kicked out of the university. An old friend invites Xander to join an MLM called ""Dream Visions"". A organ harvesting syndicate that sells organs to hospitals on the Black market."
s5213,Movie,Counter Investigation,Franck Mancuso,"Jean Dujardin, Laurent Lucas, Agnès Blanchot, Aurélien Recoing",,,2007,16+,81 min,"Action, Suspense",A cop investigates whether the man convicted of murdering his daughter is really guilty.
s5214,Movie,Break Even,Shane Stanley,"Tasya Teles, Steve Guttenberg, Joanna Pacula, Ivan Sergei, James Callis",,,2020,18+,96 min,"Action, Suspense","Four friends hit the jackpot while scuba diving when they uncover $50 Million in cold hard cash. But the dirty money was planted by a crooked DEA officer working for a ruthless drug kingpin who wants the money retrieved at all costs. Wrapped up in a dangerous game of cat-and-mouse, the friends must outwit them both to make a clean getaway with the cash-and their lives."
s5215,Movie,Black Screen Ocean Waves for Sleep 9 hours,Mark Knight,,,,2017,ALL,541 min,Special Interest,"This black screen recording of the winter Pacific Ocean featuring the natural ocean sounds reduces the blue-spectrum light waves-known to inhibit REM sleep. By following the five stages of sleep patterns, this calming video will help you relax into a deep sleep. Recorded at Kalaloch Beach, WA."
s5216,Movie,Alejandro,"Emmanuel Ndejito, Joseph Duke, Mark Gullickson","Tina Mba, Sam Ojo, Joshua Pineda, Nancy Isime, Afeez Oyetoro Saka, Troy Powell, Lydia Gray, Brian Shoop, Clare Holt, Dion Berryhill",,,2021,13+,99 min,Drama,"A black African lawyer, Lucas, in Oklahoma, USA accepts a pro bono murder case of a wrongly accused poor Mexican man, Alejandro, who struggles to provide for his family. The case teaches Lucas a lesson he never expected."
s5217,Movie,Akron,"Sasha King, Brian O'Donnell","Matthew Frias, Edmund Donovan, Andrea Burns, Joseph Melendez, Amy da Luz",,,2017,18+,88 min,"Arthouse, LGBTQ, Romance","Benny and Christopher, college freshmen, meet playing football and begin a relationship, with the support of their family and friends. As their love for each other grows, a past tragic event involving their mothers comes to light, testing their relationship and threatening to divide Benny's close-knit family."
s5218,Movie,Yakov Smirnoff's Happily Ever Laughter,Donn Johnson,Yakov Smirnoff,,,2016,NR,82 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Now a university professor of psychology, Yakov brings his infectious charm and practical, research-based advice to the small screen with a sense of humor unlike any other! He leaves the audience in stitches while guiding them on how to bring the honeymoon stage back to their relationship and keep it going year after year."
s5219,Movie,Trip to the Tax Paradise,Antonio Bellido,"Luisa Gil, Paulino Marin, Fermin Martín",,,2021,NR,73 min,"Arts, Entertainment, and Culture, Comedy","Silent film turned into a Neorealist critical musical about the spanish economical crisis form 2008 to 2014. The Eurogroup lead by Germany makes up to 100,000 million euros available to Spain, of which 64,000 are used exclusively to the rescue of the bank. Between the president and the head of the opposition they reform the Constitution to guarantee the payment of the debt."
s5220,TV Show,The Great Passage,,,,,2016,TV-NR,1 Season,Anime,"""I'm just saying 'read the air' a little more.""""You are using 'air' to mean situation.""Mitsuya Majime, an awkward salesman, and Masashi Nishioka, an easy-going dictionary editor meet by coincidence. Genbu Book's veteran dictionary editor Araki is looking for a successor. He hears about Majime from Nishioka and decides to meet him.This is a story about the clumsy people who live for words.(C)GDED"
s5221,Movie,Take Me to Tarzana,Maceo Greenberg,"Andrew Creer, Samantha Robinson, Jonathan Bennett, Maria Conchita Alonso, Christopher Coppola, Kahyun Kim, Owen Harn, Oliver Cooper, Bob Wiltfong, Desiree Staples, Betsy Hume, Emanuel Hernandez, Ricky Faust, Cathy Le, Airial Le, Kent Shocknek, Denny Nolan, Elle Vernee",,,2021,18+,107 min,Comedy,"After learning their company has been illicitly spying, collecting and selling data on them, three unlikely friends band together to fight back against a lecherous boss and the company's maniacal, Tarzan-obsessed CEO."
s5222,TV Show,Scum's Wish,,,,,2017,TV-NR,1 Season,Anime,"Hopeless love... Painful love... Unrequited love... Are they really all that beautiful? In her second year in high school, Hanabi Yasuraoka is hopelessly in love with the wrong person. Someone she's willing to do anything to be with, even if it means hurting the people she cares about. This is a love story both pure and disturbed.(C)MY/SQEX,S"
s5223,Movie,Sandeep Aur Pinky Faraar,Dibakar Banerjee,"Parineeti Chopra, Arjun Kapoor, Neena Gupta, Raghubir Yadav, Jaideep Ahlawat",India,,2021,13+,123 min,"Drama, Romance, Suspense","Sandeep, a bank executive & Pinky, a suspended cop, are marked for a kill. Phones tapped, accounts blocked, they escape but escaping is not freedom."
s5224,Movie,Once Upon a Time in London,Simon Rumley,"Terry Stone, Leo Gregory, Jamie Foreman",United Kingdom,,2019,NR,111 min,"Action, Drama, Suspense","The violent reign of two of London's most notorious gangsters, Jack 'Spot' Comer and Billy Hill, is grippingly brought to the big screen by visionary director Simon Rumley, in a saga of madness, mayhem and manipulation, reminiscent of British favourites Legend and Peaky Blinders. Starring Leo Gregory (Green Street), Terry Stone (Rise of the Footsoldier) and Jamie Foreman (Layer Cake)."
s5225,Movie,Not Left In Vegas,Kamal Smith,"Nunu Thurman, Emory Lawrence, Kamal Smith, Shelby Leigh, Sylena Rai, Takesha Walker, Megan Wright, Dez Cortez Crenshaw, Demaris Harvey, James Perkins, Keiona Smith",,,2020,18+,120 min,"Comedy, Romance","Not Left In Vegas is the Hilarious new comedy from Kamal Smith that shows what really happens on the road to saying 'I Do"" So buckle up and get ready to witness all the love, drama and secrets that comes to light when planning a wedding."
s5226,Movie,Mohan Kumar Fans,Jis Joy,"Kunchacko Boban, Siddique, Mukesh, Anarkali Nazar, Vinay Forrt, Sreenivasan, Brother Paulutty, Asif Ali, Saiju Kurup, Ramesh Pisharody, Alencier",,,2021,NR,125 min,"Comedy, Drama","A talented veteran actor, Mohan Kumar, is back on the big screen through a critically acclaimed film. His path towards glory, however, isn't easy. His well-wishers from the industry and outside applaud his acting to no end, repeatedly stating that he deserves the State and National Awards for this film. The movie shows how this episode opens his eyes to certain important facts in life."
s5227,Movie,Major Ajay Krishna,Anil Ravipudi,"Mahesh Babu, Rashmika Mandanna, Vijayashanti, Prakash Raj, Rajendra Prasad",India,,2020,NR,171 min,"Action, Comedy, Drama","Ajay Krishnaact (Mahesh Babu) is an orphan and a soldier serving in Kashmir. Professor Bharathi (Vijayashanthi) is a righteous professor and single mother of three, with one son already lost during service. How Ajay steps up when she's in trouble forms the crux of the story."
s5228,Movie,Little Baby Bus - The Giant Ice Cream & More Cartoons for Kids,Moonbug Entertainment,,,,2020,ALL,30 min,Kids,"Little Baby Bus is an animated online educational kids series brought to you by the creators of Little Baby Bum. The adventures of the little red bus encourages learning, creativity and fun! Learn colors, shapes and numbers with of our well-loved characters!"
s5229,Movie,LIttle Baby Bum - Healthy Habits & More Nursery Rhymes for Kids,,,,,2020,ALL,34 min,Kids,"Little Baby Bum is a fun, educational children's nursery rhyme channel watched globally by kids. Learn colors, shapes, numbers with some of our most well-loved characters! Sing along to some of the most classic nursery rhymes such as 'Bedtime Routine', 'Bath Song', and more!"
