show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s8397,Movie,Emma's War,Clytie Jessop,"Lee Remick, Miranda Otto, Terence Donovan, Mark Lee, Bridey Lee, Donal Gibson",,,1988,13+,92 min,Drama,"After the start of WW2, a mother takes her children from Sydney to the countryside."
s8398,Movie,Elfette Saves Christmas,Christian Cashmir,"Quinton Aaron, Ashleigh Blackburn, Anais L. Blake",,,2019,13+,97 min,"Comedy, Kids, Science Fiction","Elfette has to save the day when Santa Claus is kidnapped by the mafia, who try to take over Christmas."
s8399,Movie,Brutus vs Cesar,Kheiron,"Kheiron, Thierry Lhermitte, Gérard Darmon, Ramzy Bedia",France,,2020,PG-13,88 min,Comedy,"Faced with the tyranny of Caesar who acts as absolute master over Rome, Senators Rufus and Cassius form a plot to assassinate him."
s8400,Movie,Broken Glass,David Thacker,"Mandy Patinkin, Henry Goodman, Margot Leicester, Elizabeth McGovern",,,1997,16+,96 min,Drama,"Adaptation of Arthur Miller's play set in Brooklyn 1938, focusing on the marriage of Sylvia and Phillip Gellburg against the backdrop of Kristallnacht in Nazi Germany."
s8401,Movie,Ashes That Swarm,Jerard McKinzie,,,,2021,16+,54 min,Drama,"Carl, a mentally unstable drifter finds himself at a crossroads inside a hotel room in a small Georgia town. Fighting ghosts from his past, he finds a glimmer of hope in a shrewd streetwalker, Tammy, who desperately yearns for a brighter future."
s8402,Movie,A Landing on the Sun,Nick Renton,"Susan Fleetwood, Robert Glenister, Roger Allam",,,1994,18+,87 min,"Drama, Romance, Suspense","20 years ago, George Summerchild fell to his death from a Ministry of Defence building. Was it suicide? Despite all the speculation, no one has ever solved the mystery. Now Brian Jessel, another civil servant, has been asked to investigate. What he uncovers is a curious romance which forces him to consider his own bleak life, the nature of happiness and the blinding power of true love."
s8403,Movie,The Wave [English Subtitled],Roar Uthaug,"Kristoffer Joner, Ane Dahl Torp, Jonas Hoff Oftebro, Edith Haagenrud-Sande",,,2015,R,105 min,"Action, Adventure, Drama","Geologist Kristian Elkjord senses something wrong with the mountain that overlooks his scenic town. When a landslide sends tons of rock and earth crashing into the water, everyone has ten minutes to outrace the resulting tsunami to higher ground."
s8404,Movie,The Love Punch,Joel Hopkins,"Pierce Brosnan, Emma Thompson, Celia Imrie, Timothy Spall",,,2014,PG-13,94 min,"Action, Comedy","Set in the French Riviera, The Love Punch brings together Pierce Brosnan and Emma Thompson in a feel good romantic comedy about an estranged couple who, after having their pension stolen by a crooked businessman, must reunite to steal it back."
s8405,Movie,The Gospel of Matthew,David Batty,"Selva Rasalingam, Karima Gouit",,,2018,ALL,191 min,"Documentary, Drama","This critically acclaimed, epic production - five years in the making - is the first-ever word-for-word account of the life of Jesus as recorded in the biblical Gospel of Matthew"
s8406,Movie,The Darkness,Tharun Mohan,"Amelia Eve, Jo Hart, Adam Bond",,,2021,18+,95 min,"Horror, Suspense","A writer retreats to the country to focus on her new novel, but her plans to work in the tranquil surroundings are disrupted by an ominous presence in the house. As she grows more obsessed with discovering the truth behind this spirit, her grip on reality erodes, as she hurtles towards the point of no return."
s8407,Movie,The Angel Of Auschwitz,Terry Coker,"Noeleen Comiskey, Michael Mckell, Steven Bush",,,2021,16+,102 min,Drama,"Based on True Events. A midwife is sent to Auschwitz and is recruited to help in the camp hospital. Discovering that a doctor is experimenting on children and pregnant women, she vows to save as many potential victims as possible."
s8408,Movie,RiffTrax: Yor Hunter From The Future,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Reb Brown, Corinne Clery, John Steiner, Carole Andre, Luciano Pigozzi, Mystery Science Theater 3000 Guys",,,2019,13+,83 min,"Comedy, Science Fiction","With an over-the-top theme song, cheesy creature effects, and a ridiculous final act that will truly surprise anybody who didn't finish reading the title, this flick is truly an 80s cheese connoisseur's delight. This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bridget from RiffTrax (formerly of MST3K)."
s8409,Movie,Pasture,Sean Hardaway,"Abigail Rose, Brian Kelly, Kimberley Pember, Scott Scurlock, Sarah J. Bartholomew, Hunter Brosig, Justin Ray",,,2021,18+,100 min,Horror,In this Lynchian nightmare a Young woman seeking treatment for her schizophrenia is taken captive by a deranged doctor and subjected to illegal experimentation.
s8410,Movie,Life Partners,Susanna Fogel,"Leighton Meester, Gillian Jacobs, Adam Brody, Mark Feuerstein",,,2014,R,93 min,"Comedy, Drama, Romance",Sasha (Leighton Meester) and Paige (Gillian Jacobs) use their co dependent friendship to not venture into the dating world. When Paige meets Tim (Adam Brody) and get serious their friendship changes. Sasha tries to keep their relationship the same.
s8411,Movie,I Am Lisa,Patrick Rea,"Kristen Vaganos, Jennifer Seward, Manon Halliburton, Carmen Anello, Chris Bylsma",,,2021,18+,92 min,Horror,"A young woman barely survives a brutal beating by a local sheriff, and a subsequent wolf attack. She awakens in a remote cabin in the woods, to discover that she has gained strange, new powers...powers she can use to exact revenge upon her attackers."
s8412,Movie,Gary Owen: #DoinWhatIDo,Brian Volk-Weiss,Gary Owen,,,2019,18+,63 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","In #DoinWhatIDo Gary Owen hilariously bridges the ""lanes"" of black and white cultures as only he can, both in his home and on social media. From Black Twitter, his daughter's homecoming date, to the rules of when we can and cannot use the N-word, no one does it better!"
s8413,Movie,Doc West - Part 2,"Giulio Base, Terence Hill","Terence Hill, Clare Carey, Paul Sorvino, Maria P. Petruolo",,,2009,PG,94 min,"Comedy, Drama, Western","After bandits steal his poker winnings this American legend makes his way to the next town in search of them. Seeking out his revenge during a poker game gone bad Doc West finds himself in the local town jail. When his past is exposed and a battle amongst the town breaks out in gunfire he will have to choose sides, between the outlaws or the law-abiding citizens."
s8414,Movie,Digley and Dazey - London Bridge Is Falling Down & More Nursery Rhymes and Kids Songs,Moonbug Entertainment,,,,2020,ALL,14 min,Kids,"Best friends Digley and Dazey are part of a crack construction team, who go around building and fixing things in need of repair. Working hard as a team and using their creativity, they always save the day and learn new things along the way"
s8415,Movie,Dark Tide,John Stockwell,"Halle Berry, Olivier Martinez, Ralph Brown",,,2012,PG-13,114 min,"Action, Adventure, Drama",Kate (Halle Berry) accepts a lucrative opportunity to lead a thrill-seeking millionaire businessman on a shark dive in the most dangerous waters...outside the cage.
s8416,TV Show,X-Ray 1C Test Title,,,,,2021,NR,1 Season,TV Shows,Test Season
s8417,Movie,The Note 2: Taking a Chance on Love,Douglas Barr,"Genie Francis, Ted McGinley, George Tchortov, Chad Connell, Katie Boland",,,2009,13+,88 min,Drama,"When do you take a chance on love? It's a question columnist Peyton MacGruder asks herself and her readers. Haunted by past mistakes, Peyton hesitates to take the next step with the man she loves. But a note from a reader warns about the regret caused by passion denied. Peyton uncovers the author's secret history involving a doomed romance and a love which may yet live again."
s8418,Movie,The Note,Douglas Barr,"Genie Francis, Ted McGinley, Rick Roberts, Katie Boland",,,2007,13+,87 min,"Drama, Kids","Following a tragic plane crash, newspaper columnist Peyton MacGruder discovers a note that was from one of the passengers onboard. She sets on a quest to find the person for whom it was intended, and discovers the life it will change is her own."
s8419,Movie,The Bag Girls,Wil Lewis III,"Jamal Woolard, La Love The Boss, 3D Na'tee, Crystal The Doll, Carmen Mi'chelle",,,2020,18+,93 min,"Action, Drama, Suspense","When life changes dramatically for Deandrea, she engages three female partners to perform dangerous heists in the corrupt streets of Miami."
s8420,Movie,Thamizh,Hari,"Prashanth, Simran, Nassar, Vadivelu",,,2002,18+,155 min,"Action, Drama","Thamizh, a brave youth, looks forward to working with his brother in Kuwait. Meanwhile, circumstances force him to clash with some gangsters which earn him Periyavar's wrath."
s8421,Movie,Sundari,Kalyanji Gogana,"Poorna, Arjun Ambati, Sri Sudha Bhimireddy, Rakendu Mouli",,,2021,13+,110 min,"Drama, Suspense",A village girl is married to a software employee but life takes a turn when her husband loses his job and she is forced to take a few steps that leads her to an emotional turmoil.
s8422,TV Show,Subete a mi Moto (4K UHD),,"Yamil Ureña, Braulio Castillo, Sisan Chiong, Edgar Cuevas, Joseette Vidal, Rocio Verdejo, Azul Guaita, Elaine Haro",,,2020,TV-NR,1 Season,Drama,"In 1979, in Caguas, Puerto Rico, at the initiative of an ambitious and skilled businessman named Edgardo Díaz, a group was born that laid the foundations for the ""boy bands"" that still exist today. Creating never-before-seen rules and a work style that had never been implemented before, he developed a group that continues to be the benchmark for all other Hispanic youth bands."
s8423,TV Show,Subete a mi Moto,,"Yamil Ureña, Braulio Castillo, Sisan Chiong, Edgar Cuevas, Joseette Vidal, Rocio Verdejo, Azul Guaita, Elaine Haro",,,2020,TV-NR,1 Season,Drama,"In 1979, in Caguas, Puerto Rico, at the initiative of an ambitious and skilled businessman named Edgardo Díaz, a group was born that laid the foundations for the ""boy bands"" that still exist today. Creating never-before-seen rules and a work style that had never been implemented before, he developed a group that continues to be the benchmark for all other Hispanic youth bands."
s8424,Movie,SheBorg,Daniel Armstrong,"Whitney Duff, Daisy Masterman, Emma-Louise Wilson, Jasy Holt, Tommy Hellfire",,,2018,18+,87 min,"Horror, Science Fiction","Special Feature presentation at Stages Film Festival. SheBorg, a half-alien half-robot creature that has crashed onto earth and turns human into her evil robotic lackeys. Witnessing the human race doomed, a group decide that no alien will push their planet around. They must defeat SheBorg to save the world from complete catastrophe before it's too late."
s8425,Movie,Riverhead,Justin Oakey,Lawrence Barry,,,2017,18+,90 min,Drama,"As winter creeps towards his home in rural Newfoundland, widower Patrick Whelan finds himself at odds with a young man who just returned home from the penitentiary and is determined to breathe new life into a long-standing blood feud. As violence erupts, Patrick is left plagued by guilt and fractured home life."
s8426,Movie,RiffTrax: Dinosaurus,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Ward Ramsey, Paul Lukather, Kristina  Hanson, Alan Roberts, Mystery Science Theater 3000 Guys",,,2014,13+,82 min,"Comedy, Fantasy","Time for Dinosaurus! Not to be confused with Dinosaur U.S., the traveling show where patriotic velociraptors do a leggy synchronized dance to entertain the troops. This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bill from RiffTrax (formerly of MST3K)."
s8427,Movie,RiffTrax: Day of the Shorts: SF Sketchfest 2019,Michael J. Nelson,"Kevin Murphy, Bill Corbett, Bridget Nelson, Paul F. Tompkins, John Hodgman, Janet Varney, Frank Conniff, Trace Beaulieu, Mystery Science Theater 3000 Guys",,,2019,13+,108 min,Comedy,"Performed and recorded live at SF Sketchfest in the beautiful Castro Theatre, now available for The Comfort Of Your Own Home Fest, it's Day of the Shorts: Sketchfest 2019! This feature is a parody and contains the original shorts combined with a comedic commentary by Mike, Kevin and Bill from RiffTrax (formerly of MST3K) and other comedy guests."
s8428,Movie,RiffTrax: Contamination,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Ian McCulloch, Louise Marleau, Marino Mase, Siegfried Rauch, Gisela Hahn, Mystery Science Theater 3000 Guys",,,2019,18+,85 min,"Comedy, Science Fiction","Delivered straight from Mars to a mysterious abandoned boat to the sewers of New York City to your very own home, it's a big steaming pile of Contamination! This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bill from RiffTrax (formerly of MST3K)."
s8429,Movie,RiffTrax: Bloody Pit of Horror,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Mickey Hargitay, Walter Brandi, Luisa Baratto, Ralph Zucker, Rita Klein, Mystery Science Theater 3000 Guys",,,2012,13+,74 min,"Comedy, Horror","Filmed in PSYCHOVISION, (which we hear Fellini used to shoot in), Bloody Pit of Horror is must see Italian horror at its cheesiest. Mike, Kevin and Bill brave the spider piñata and give it their bloody best. This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bill from RiffTrax (formerly of MST3K)."
s8430,Movie,RiffTrax: Blood Theatre,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Mary Woronov, Jenny Cunningham, Jonathan Blakely, Andrew Cofrin, Mystery Science Theater 3000 Guys",,,2019,18+,75 min,"Comedy, Horror","Every time the Blood Theatre has opened for business, someone has died. But this time, the most incompetent theater owner in town has a good feeling about his chances! This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bill from RiffTrax (formerly of MST3K)."
s8431,Movie,RiffTrax: Astro-Zombies,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, John Carradine, Wendell Corey, Tom Pace, Joan Patrick, Tura Satana, Mystery Science Theater 3000 Guys",,,2016,13+,92 min,"Comedy, Horror","Reuniting Tom ""The Kid"" Pace with his Girl in Gold Boots director Ted V. Mikels, Astro-Zombies are neither zombies nor the dog from The Jetsons. This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bill from RiffTrax (formerly of MST3K)."
s8432,Movie,RiffTrax Presents High School Hero,Michael J. Nelson,"Bridget Nelson, Mary Jo Pehl, Freddie Stewart, June Preisser, Noel Neill, Anne Rooney, Jackie Moran, Mystery Science Theater 3000 Guys",,,2019,13+,69 min,"Comedy, Drama","Bridget and Mary Jo leave it all on the field with yet another Teen-Agers film, High School Hero, featuring zero actual teenagers. This feature is a parody and contains the original movie combined with a comedic commentary by Mary Jo and Bridget from RiffTrax."
s8433,Movie,Queen - The Making Of A Night At The Opera (Classic Album),Matthew Longfellow,Queen,,,2006,13+,49 min,"Documentary, Music Videos and Concerts","'A Night At The Opera' was one of the most expensive, expansive and creative albums of its time and it confirmed Queen as a global rock phenomenon. It was their 'Sgt. Pepper', the album that propelled them into rock and roll history, and is a truly classic album."
s8434,Movie,Outlaw Justice,Bill Corcoran,"Kris Kristofferson, Willie Nelson, Travis Tritt, Waylon Jennings",,,1999,R,91 min,"Action, Western",Starring Kris Kristofferson and Willie Nelson. Two aging gunfighters re-form their old gang to avenge the murder of one of the former members.
s8435,Movie,Officer Down,Brian A. Miller,"Stephen Dorff, Dominic Purcell, AnnaLynne McCord, David Boreanaz, Stephen Lang, James Wood",,,2013,R,97 min,"Action, Adventure","A rogue police officer (Stephen Dorff of ""Public Enemies"") seeks revenge against the men responsible for a string of attacks on the young women working at a local strip club."
s8436,Movie,Murder in the Cove,Megan Wennberg,,,,2021,13+,52 min,Documentary,"A cluster of postcard-perfect Acadian fishing villages off the coast of Nova Scotia, Canada made international news when Phillip Boudreau, a man known for poaching, was killed by fishermen in a crime the media dubbed 'Murder for Lobster.' But as anyone from the community will tell you, it's a lot more complicated than that. People don't just go around killing each other over lobster."
s8437,Movie,Ksheera Sagara Madhanam,Anil Panguluri,"Maanas Nagulapalli, Akshata Sonawane, Gowtham Setty, Sanjay Rao",,,2021,16+,142 min,"Action, Drama","Govind, Omkar, Priyanth, Bharath, Ishita, and Virita are six software engineers who work in the same company. On the other hand, Rishi is a cab driver in this company who is somehow connected to Ishita. In all this, the character of Omkar creates an issue that gets everyone in trouble. How they get out and how all the different tracks are connected to each other is the basic story."
s8438,TV Show,Jungle Beat,,,,"September 9, 2021",2021,ALL,1 Season,"Animation, Kids",The Jungle Beat Explorers are four intrepid adventurers on a slapstick mission of discovery!
s8439,TV Show,Honey and Clover,,"Yuuji Ueda, Takako Honda, Haruka Kudou",,,2005,13+,1 Season,"Comedy, Drama, Romance","A heartwarming tale of youth, love, soul-searching, and self-discovery, intricately woven through the complex relationships between five friends at an arts college."
s8440,Movie,Future Fear,Ken May,"Kaylith Von Kola, Otis Johnson, Raven Ebner, Rigel Blatt, Ken May, Kristen Horgen",,,2021,16+,93 min,"Action, Science Fiction","In a distant future, an archeologist on the run from alien attackers takes refuge in ancient ruins and is forced to use primitive technology to fight her way off the planet."
s8441,Movie,Fear,"Geoff Reisner, Jason Tobias","Marci Miller, Jason Tobias, Susan Harmon, Justin Dray, Danny Ruiz, Cece Kelly",,,2021,16+,101 min,"Action, Suspense",Humanity clings to hope after a lethal virus forces them to remote regions of the country for survival.
s8442,Movie,El Vigilante,Diego Ros,"Leonardo Alonso, Rodrigo Franco",,,2016,18+,75 min,Drama,A night guard has to deal with a bizarre and improbable series of events in the most important night of his life.
s8443,Movie,Dirty Dirty Jokes,Peter Robert,"Andrew Dice Clay, Redd Foxx, Denny Johnston, Jackie Martling, Robert Schimmel",,,1993,R,59 min,Comedy,"A stand-up concert featuring six of the most hilarious comedians around. Hosted by Redd Foxx, the topic of the evening is sex in all of its funny forms. Not for the easily offended!"
s8444,Movie,Cows Wearing Glasses,Alex Santiago Pérez,Daniel Lugo,,,2016,16+,93 min,Drama,"Marso, a lonely, eccentric painter and art professor, is losing his sight. As the world as he knows it comes to an end, he is now forced to re-examine an existence filled with professional successes but unsatisfying personal relationships."
s8445,Movie,Can't Cut It,Franky Okamura,"Shijimi, Franky Okamura, Naoki Kondo",,,2021,13+,23 min,"Arthouse, Horror, Romance","Chiharu, who lives alone in a slightly outdated apartment, is about to pass the age for marriage, but she can't stop having an affair with Hiroki. One day, Noriko, Hiroki's wife, visits Chiharu's room alone and asks her to leave her husband. Chiharu does not respond. And Hiroki also visits Chiharu's room as usual.　Selected for the Japan Art Center 12th Movie Grand Prix."
s8446,Movie,Blippi's School Supply Scavenger Hunt,,Clayton Grimm,,,2021,ALL,39 min,Kids,"Blippi is an educational kids show tailored for children of 2-5 years. In this Back to School special, Blippi embarks on an amazing Back To School Adventure! Join Blippi in the scavenger hunt for school supplies in this educational kids video! This episode is starring Clayton Grimm as Blippi."
s8447,Movie,Beate,Samad Zarmandili,"Donatella Finocchiaro, Paolo Pierobon, Lucia Sardo",,,2021,18+,94 min,"Comedy, Drama","In this timely and relevant story of revolt against greed and apathy for the working class, a group of Italian lingerie factory workers take matters into their own hands after discovering their boss's plot to lay them off and export the jobs to Serbia. The workers must form an unlikely alliance with nuns in a nearby convent when they both discover they each have a common enemy."
s8448,TV Show,Bakugan Battle Brawlers,,"Scott McCord, Jason Deline, Julie Lemieux",,"September 9, 2021",2009,TV-PG,1 Season,"Animation, Anime, Kids","Join Dan and his friends as they battle their Bakugan Brawlers to save Vestroia and Earth, and to restore peace throughout the two dimensions."
s8449,TV Show,All Or Nothing: Toronto Maple Leafs,,,,,2021,TV-14,1 Season,Sports,"The first of the All or Nothing franchise to follow an NHL team, the docu-series brings fans closer to the Toronto Maple Leafs organization than ever before, with cameras capturing every moment during the 104th NHL regular season and playoffs."
s8450,Movie,Alienated,Darryl Anka,"Michael Aaron Carico, Gracie Lacey, Paul Hayes, Daniel Wilkinson, David Croley Broyles, Nomsa L. Mlambo",,,2021,13+,99 min,"Romance, Science Fiction","A struggling scientist has a UFO encounter that turns his world upside down. Fate guides him to meet a quirky female artist and he begins to fall in love, never suspecting she's the alien from the UFO."
s8451,Movie,After Miss Julie,Patrick Marber,"Geraldine Somerville, Phil Daniels, Kathy Burke",,,1995,18+,78 min,"Arts, Entertainment, and Culture, Drama, Young Adult Audience","An updated version of Strindberg's play examining class and social differences. Julie, the daughter of an MP, seduces her father's chauffeur, despite his being engaged to the maid."
s8452,Movie,A War,Tobias Lindholm,"Pilou Asbæk, Tuva Novotny, Søren Malling, Dar Salim, Dulfi Al-Jabouri","Denmark, France",,2016,R,115 min,"Drama, International","Company commander Claus Pedersen and his men are stationed in Afghanistan. During a mission, the soldiers are caught in heavy crossfire and in order to save his men, Claus makes a decision that has grave consequences for him and his family back home."
s8453,Movie,Wetware,Jay Craven,"Cameron Scoggins, Morgan Wolk, Nicole Shalhoub, Bret Lada, Aurelia Thierree",,,2020,18+,105 min,"Science Fiction, Suspense","Wetware is set in a world where people get genetic alterations to take on hard jobs. Programmer Briggs improvises his work on high-end prototypes, especially Kay, to whom he becomes attached. Then Kay escapes and everything changes."
s8454,TV Show,Voltaire High,,"Pierre Deladonchamps, Nina Meurisse, Maud Wyler, Anne Le Ny, Gérald Laroche, François Rollin, Léonie Souchaud, Anouk Villemin, Lula Cotton Frapier, Nathan Parent, Baptiste Masseline, Gaspard Meier-Chaurand, Vassili Schneider",France,,2021,18+,1 Season,Drama,"It’s the first day of the 1963 school year at Voltaire High! And for the first time, girls and boys will mingle. This first year of coeducation is full of surprises, both for teachers and students."
s8455,Movie,Tuck Jagadish,Shiva Nirvana,"Nani, Ritu Varma, Jagapathi Babu, Aishwarya Rajesh, Daniel Balaji, Nassar, Naresh",,,2021,16+,146 min,Drama,"Aadisesh Naidu, is a well revered man living with his family in a village known for greedy property fights among the families. His elder son Bosu Babu and younger son Jagadish are loving brothers. After Aadisesh’s unexpected demise, Bosu Babu turns against Jagadish and wants to grab his property. How Jagadish reunites his family and carries on his father’s legacy forms the plot."
s8456,Movie,Truth or Die,Robert Heath,Tom Kane,,,2012,18+,95 min,Horror,"Young British boys and girls travel to an isolated cabin after being promised a night of heavy partying. Instead of the fun they hoped for, they meet a killer out to reap vengeance on them for the death of his brother."
s8457,Movie,Thirst Street,Nathan Silver,"Lindsay Burdge, Anjelica Huston, Esther Garrel, Damien Bonnard, Lola Bessis, Alice de Lencquesaing, Jacques Nolot, Françoise Lebrun",,,2017,16+,84 min,"Comedy, Drama","While on layover in Paris, a grieving American flight attendant has a ren-dezvous with a seedy nightclub bartender and becomes tangled in a web of miscommunication, masochism, and unrequited amour fou. Official Selection of Tribeca 2017"
s8458,Movie,The Voyeurs,Michael Mohan,"Sydney Sweeney, Justice Smith, Ben Hardy, Natasha Liu Bordizzo",,,2021,R,116 min,"Drama, Young Adult Audience","A young couple (Sydney Sweeney and Justice Smith), find themselves becoming interested in the sex life of their neighbors across the street (Ben Hardy and Natasha Liu Bordizzo). What starts as an innocent curiosity turns into an unhealthy obsession, after they discover that one neighbor is cheating. Temptation and desire cause their lives to become tangled together leading to deadly consequences."
s8459,Movie,The Trace,Pascal Atuma,"Billy Dee Williams, Lynn Whitfield, Pascal Atuma",,,2014,16+,85 min,Drama,"Never mix business with pleasure. When love, betrayal and business collide it produces tension soaked drama and possible catastrophe. Stanley who is a member of a gang falls in love with Lily, a girl with a rich father. Stanley's gang now demands that Stanley sets up Lily's father for them to scam, Stanley doesn't want that because he is in love with Lily and all hell breaks loose."
s8460,Movie,The Sweet Sound of Death,Javier Setó,"Dyanik Zurakowska, Emilio Gutiérrez Caba, Víctor Israel",,,1965,13+,84 min,"Horror, Romance","A young man is visited by his late girlfriend's ghost. Initially pleased by her return, he soon realizes she's trying to lure him to his death."
s8461,Movie,The Lost,Peter Stylianou,"Kris Johnson, Farah Ahmed, David Partridge, Terri Dwyer",,,2020,18+,81 min,"Action, Suspense","Detectives investigate the disappearance of a young girl who goes missing from her home during a family birthday party. As detectives piece together the events of that fateful night, they soon discover there's more to the story than they realized. A complex matrix of abuse and even murder begins to materialise, and one of the detectives finds himself dangerously entangled."
s8462,Movie,The Kingsbury Run,James Neyman,"Deanna Sherman, Terry Kiser, Bruno Tatalovic, Mary Faktor, Andrew Gorell",,,2018,16+,125 min,"Horror, Suspense","A private investigator, Camila Ramsay, enlists Leo Zhukov, a true crime author and former cop, to investigate a killer basing a horrific crime spree on the Mad Butcher of Kingsbury Run."
s8463,Movie,Social Mandiya,Vivek Sharma,"Vikalp Mehta, Sandeep Sharma, Nishant Kumar, Vivaan Sharma, Jai Roop Jeevan, Trishna Singh, Ruchita Sharma, Jaishree Nagriwal, Amit Sharma, Rocky, Narendra Arora, Harinarayan",,,2021,13+,100 min,"Comedy, Drama","Three friends with different objectives want to become popular through Social Media .They start with fake show-offs and silly posts and somehow gain attention of the followers ,but it doesn't last long.In the series of events, they realise their wrong approach and finally finds right way to succeed . Watch the comic experience and you will surely relate your social media life throughout the movie."
s8464,Movie,Punascha,Souvik Mitra,"Rupa Ganguly, Soumitra Chatterjee",,,2014,ALL,133 min,Drama,"An elderly author develops a relationship with his former love interest. However, the situation is blown out of proportion when news of their romance spreads like wildfire."
s8465,Movie,Pat and Margaret,Gavin Millar,"Julie Walters, Victoria Wood, Celia Imrie",,,1994,13+,84 min,Drama,"US soap queen Pat Bedford jets into London, intending to revive a flagging career. The last thing she needs is to be reunited on national TV with her dowdy long-lost sister Margaret. To make matters worse, a newshound with a nose for celebrity scandal is soon on the sisters' trail. Try as they might, Pat and Margaret cannot outpace their past."
s8466,Movie,Otra forma de entender la vida (4K UHD),Javier Jiménez Vaquerizo,,,,2021,PG-13,70 min,"Documentary, Sports",A documentary that goes over a historical year for Atlético Madrid until they became the champions of La Liga.
s8467,Movie,Otra forma de entender la vida,Javier Jiménez Vaquerizo,,,,2021,PG-13,70 min,"Documentary, Sports",A documentary that goes over a historical year for Atlético Madrid until they became the champions of La Liga.
s8468,Movie,Nizhal Nijamagiradhu,K. Balachander,"Kamal Haasan, Sumithra, Sobha, Sarath Babu",,,1978,ALL,140 min,Drama,"Venkatchalam lives with his sister Indumathi, who hates men and vows to never get married. When Sanjeevi, Venkatchalam's friend, meets Indumathi, he falls in love with her."
s8469,Movie,Night of A 1000 Hours,Virgil Widrich,"Laurence Rupp, Amira Casar",,,2016,13+,92 min,"Comedy, Drama, Suspense","As the members of the Ullich family gather at their palace in Vienna, their deceased ancestors suddenly appear and usher in a series of unforeseen events. Not only does the past unexpectedly become the present, criminal machinations are also revealed to be at work in a world in which ethics have been discarded and profit seems to be the main goal."
s8470,Movie,NANCY an avenge manoeuvre,LYJU GEORGE,"SHIMNA KIRAN, LYJU GEORGE, AFSANA LAKSHMI, SUSHIL SJ, SALEESH",,,2021,16+,18 min,"Action, Horror, Suspense",Nancy was kidnapped brutally raped and killed. but She is back with vengeance
s8471,Movie,My Young Auntie,Liu Chia-liang,"Liu Chia-liang, Hui Ying-hung, Hsiao Hou, Wang Lung-wei",,,1981,16+,114 min,"Action, Adventure","Hui Ying-hung's award winning and gutsy performance in My Young Auntie, plays opposite Liu Chia-liang, who directs, portrays the character of her calm to psychotic nephew-by-marriage. The film culminates to a gripping finale that is guaranteed to blow your mind away."
s8472,Movie,Kutte Fail,Rajan Aggarwal,"Jashn Agnihotri, Rajat Saini, Sajan Kapoor, Divvanshi",,,2021,13+,101 min,"Comedy, Horror","Kutte Fail is a Punjabi movie directed by Rajan Aggarwal and starring Jashn Agnihotri, Rajat Saini, and Sajan Kapoor in the lead roles."
s8473,Movie,Into the Darkness,Anders Refn,"Jesper Christensen, Bodil Jørgensen, Mads Reuther, Gustav Dyekjær Giese, Sara Viktoria Bjerregaard, Lue Dittmann Støvelbæk, Sylvester Byder, Peter Eggers, Melinda Kinnaman, Julie Agnete Vang, Patricia Schumann, Kathrine Thorborg Johansen, Lars Simonsen",,,2021,18+,153 min,"Action, Drama","Denmark, April 9th, 1940. Karl Skov (Christensen), a successful owner of an electronics factory, tries to make the best of the Nazis Occupation to keep his workers employed. However this collaboration with the Germans, causes friction with in his son, who reacts against the increasing oppression and persecution of jews and communists by joining the rising resistance movement."
s8474,TV Show,GD,,michael simmons,,,2021,16+,1 Season,"Action, Drama","In the 1930s,America was just finding their mark on economics,this story tells the life and struggles of the urban community and their attempt to fit in the new way of life,there is always one that stands out,he was GD"
s8475,Movie,Forgiven,Jason Campbell,"Dean Cain, Kristi Lawerence, Aslyn Sowards, Glenda Carol, James Law",,,2021,7+,73 min,"Drama, Special Interest",Forgiven is a movie based on a true story that follows the life of an adult survivor that navigates her abusive childhood from both her mother and father. Starring Kristi Lawrence and Dean Cain this faith inspired film captures the true story of this child abuse victim and her fight to overcome the pain and trauma that was left behind due to her turbulent home upbringing.
s8476,Movie,"Ebony, Ivory and Jade",C.H. Santiago,"Rosanne Katon, Colleen Camp, Sylvia Anderson",,,1976,13+,80 min,Action,"An American track team has just arrived for an international competition. Among the competitors are Ginger and Pam, nicknamed ""Ivory"" and ""Ebony"", who meet up with another friend, Jackie, nicknamed ""Jade"". After they arrive at their hotel, a gang of thugs kidnaps them, along with some other girls from the team. To get away, the trio are going to have to use all their fighting skills."
