names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
A Vigilante,06/10/2018 ,54.0,"Thriller, Drama",A once-abused woman devotes herself to ridding victims of their domestic abusers while hunting down the one she must kill to be truly free.,"Olivia Wilde, Sadie, Morgan Spector, Sadie's Husband, Tonye Patano, Counselor Beverly, Judy Marte, Straight Up Shelter Woman, Betsy Aidem, Andrea Shaund, C.J. Wilson, Michael Shaund, Chuck Cooper, Lawyer, Kyle Catlett, Zach, Estefania Tejeda, Counseling Group Woman #1",A Vigilante, Released, English,120000000.0,416006494.2,AU
Rumble Fish,10/25/1984 ,70.0,"Action, Crime, Drama","Rusty James, an absent-minded street thug, struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.","Matt Dillon, Rusty James, Mickey Rourke, The Motorcycle Boy, Diane Lane, Patty, Dennis Hopper, Father, Diana Scarwid, Cassandra, Vincent Spano, Steve, Nicolas Cage, Smokey, Chris Penn, B.J. Jackson, Laurence Fishburne, Midget",Rumble Fish, Released, English,10000000.0,2494480.0,AU
Bringing Down the House,05/30/2003 ,60.0,"Comedy, Drama","Uptight lawyer Peter Sanderson wants to dive back into dating after his divorce and has a hard time meeting the right women. He tries online dating and lucks out when he starts chatting with a fellow lawyer. The two agree to meet in the flesh, but the woman he meets -- an escaped African-American convict named Charlene -- is not what he expected. Peter is freaked out, but Charlene tries to convinces him to take her case and prove her innocence. Along the way she wreaks havoc on his middle-class life as he gets a lesson in learning to lighten up.","Steve Martin, Peter Sanderson, Queen Latifah, Charlene Morton, Eugene Levy, Howie Rottman, Joan Plowright, Mrs. Virginia Arness, Jean Smart, Kate Sanderson, Kimberly J. Brown, Sarah Sanderson, Angus T. Jones, Georgey Sanderson, Missi Pyle, Ashley, Michael Rosenbaum, Todd Gendler",Bringing Down the House, Released, English,20000000.0,164675402.0,AU
My Super Ex-Girlfriend,07/20/2006 ,51.0,"Comedy, Science Fiction, Romance","When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!","Uma Thurman, Jenny Johnson, Luke Wilson, Matt Saunders, Anna Faris, Hannah, Eddie Izzard, Professor Bedlam, Rainn Wilson, Vaughn Haige, Stelio Savante, Leo, John Smith, Lenny, Wanda Sykes, Carla Dunkirk, Margaret Anne Florence, Bartender",My Super Ex-Girlfriend, Released, English,30000000.0,60772856.0,AU
Mary Shelley's Frankenstein,12/01/1994 ,64.0,"Drama, Horror, Science Fiction, Romance","Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.","Robert De Niro, The Creature / Sharp Featured Man, Kenneth Branagh, Victor Frankenstein, Tom Hulce, Henry Clerval, Helena Bonham Carter, Elizabeth, Aidan Quinn, Cap. Robert Walton, Ian Holm, Baron Frankenstein, Richard Briers, Grandfather, John Cleese, Prof. Waldman, Robert Hardy, Prof. Krempe",Mary Shelley's Frankenstein, Released, English,45000000.0,112006296.0,AU
My Cousin Vinny,05/21/1992 ,75.0,"Comedy, Crime","Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!","Joe Pesci, Vincent 'Vinny' Gambini, Ralph Macchio, William 'Billy' Gambini, Marisa Tomei, Mona Lisa Vito, Mitchell Whitfield, Stan Rothenstein, Fred Gwynne, Judge Chamberlain Haller, Lane Smith, Jim Trotter III, Austin Pendleton, John Gibbons, Bruce McGill, Sheriff Farley, Maury Chaykin, Sam Tipton",My Cousin Vinny, Released, English,11000000.0,52929168.0,AU
Little Nemo: Adventures in Slumberland,07/15/1989 ,67.0,"Adventure, Animation, Family, Fantasy","A little boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of, until he unleashes an old secret that may not only destroy this perfect dream world but reality itself.","Gabriel Damon, Nemo (voice), Mickey Rooney, Flip (voice), René Auberjonois, Professor Genius (voice), Danny Mann, Icarus (voice), Laura Mooney, Princess Camille (voice), Bernard Erhard, King Morpheus (voice), Bill Martin, Nightmare King (voice), Alan Oppenheimer, Oomp (voice), Michael Bell, Oompy (voice)", ニモ, Released, Japanese,126000000.0,404506361.0,JP
Song of the Sea,02/19/2015 ,80.0,"Family, Animation, Fantasy","The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.","David Rawle, Ben (voice), Lucy O'Connell, Saoirse (voice), Brendan Gleeson, Conor / Mac Lir (voice), Fionnula Flanagan, Granny / Macha (voice), Pat Shortt, Lug (voice), Jon Kenny, Ferry Dan / The Great Seanachaí (voice), Lisa Hannigan, Bronach (voice), Colm Ó'Snodaigh, Mossy (voice), Liam Hourican, Spud / Bus Driver (voice)",Song of the Sea, Released, English,16311197.0,857522.0,DK
Gentlemen Prefer Blondes,06/23/1987 ,73.0,"Music, Comedy, Romance","Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.","Jane Russell, Dorothy Shaw, Marilyn Monroe, Lorelei Lee, Charles Coburn, Sir Francis Beekman, Elliott Reid, Ernie Malone, Tommy Noonan, Gus Esmond, George Winslow, Henry Spofford III, Marcel Dalio, Magistrate, Taylor Holmes, Mr. Esmond Sr., Norma Varden, Lady Beekman",Gentlemen Prefer Blondes, Released, English,2300000.0,5300000.0,AU
More Than Miyagi: The Pat Morita Story,02/01/2021 ,68.0,Documentary,"The Oscar nominated actor best known for his role of Mr. Miyagi, left behind a painfully revealing autobiographical record of his much-too-brief time here on earth. Tracing his journey from being bed bound as a boy to the bright lights and discrimination in Hollywood. Deep inside that sweet, generous, multi-talented performer seethed an army of demons, that even alcohol and drugs couldn't mask.","Pat Morita, (archive footage), Ralph Macchio, Self, Martin Kove, Self, Esai Morales, Self, William Zabka, Self, Ron Thomas, Self, James Hong, Self, Julia Nickson, Self, Sean Kanan, Self",More Than Miyagi: The Pat Morita Story, Released, English,81500000.0,563588855.0,US
Kill the Messenger,10/10/2014 ,66.0,"Crime, Drama, Mystery, Thriller",A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,"Jeremy Renner, Gary Webb, Mary Elizabeth Winstead, Anna Simons, Michael Sheen, Fred Weil, Ray Liotta, John Cullen, Robert Patrick, Ronny Quail, Andy García, Norwin Meneses, Paz Vega, Coral Baca, Michael Kenneth Williams, Ricky Ross, Rosemarie DeWitt, Sue Webb",Kill the Messenger, Released, English,5000000.0,6656705.0,US
Wild at Heart,11/15/1990 ,70.0,"Crime, Thriller, Romance","After serving prison time for a self-defense killing, Sailor Ripley reunites with girlfriend Lula Fortune. Lula's mother, Marietta, desperate to keep them apart, hires a hitman to kill Sailor. But he finds a whole new set of troubles when he and Bobby Peru, an old buddy who's also out to get Sailor, try to rob a store. When Sailor lands in jail yet again, the young lovers appear further than ever from the shared life they covet.","Nicolas Cage, Sailor Ripley, Laura Dern, Lula Fortune, Willem Dafoe, Bobby Peru, J.E. Freeman, Marcelles Santos, Crispin Glover, Dell, Diane Ladd, Marietta Fortune, Calvin Lockhart, Reggie, Isabella Rossellini, Perdita Durango, Harry Dean Stanton, Johnnie Farragut",Wild at Heart, Released, English,9500000.0,14560247.0,AU
Wet Highway,12/29/1971 ,58.0,Thriller,"With her wedding only one day away, Mina (Mari Tanaka) spends a night with her former lover Ozaki (Kinji Takinami) at a highway motel on the outskirts of Yokohama. On her way back from her last adventure, Mina’s car hits a hippie-like youth called Ryo (Ken Yoshizawa). Shocked by the accident and, moreover, left alone by Ozaki, who hated to be involved in the trouble, Mina places the unconscious youth in the back seat and drives toward a lake...","Mari Tanaka, Mina, Ken Yoshizawa, Ryo, Yuki Seto, Ryo's mother, Kinji Takinami, Ozaki, Norihiko Umetani, , Ken Mizoguchi, , Akira Takahashi, Hunter", セックス・ライダー　濡れたハイウェイ, Released, Japanese,97140000.0,181655466.4,JP
An American Tail: The Treasure of Manhattan Island,02/15/2000 ,63.0,"Family, Animation, Adventure","Fievel and his friend Tony Toponi find a map that they believe points to a treasure buried somewhere beneath Old New York, and the plucky rodent is determined to find it. However, what he discovers under the city is a tribe of Native American mice who were driven underground by prejudiced European immigrants.","Thomas Dekker, Fievel Mousekewitz (voice), Lacey Chabert, Tanya Mousekewitz (voice), Nehemiah Persoff, Papa Mousekewitz (voice), Erica Yohn, Mama Mousekewitz (voice), Dom DeLuise, Tiger (voice), Elaine Bilstad, Cholena (voice), Pat Musick, Tony Toponi (voice), René Auberjonois, Dithering / Renee Auberjonois (voice), David Carradine, Chief Wulisso (voice)",An American Tail: The Treasure of Manhattan Island, Released, English,112800000.0,520553499.6,US
Night Watch,09/29/2005 ,62.0,"Fantasy, Action, Thriller","Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage","Konstantin Khabenskiy, Anton Gorodetsky, Vladimir Menshov, Geser, Galina Tyunina, Olga, Mariya Poroshina, Svetlana, Zhanna Friske, Alice Donnikova, Viktor Verzhbitskiy, Zavulon, Rimma Markova, Daria, Mariya Mironova, Egor's Mother, Dmitriy Martynov, Egor", Ночной дозор, Released, Russian,10000000.0,50336279.0,AU
Wishmaster 3: Beyond the Gates of Hell,10/23/2001 ,45.0,"Thriller, Horror, Fantasy","The evil Djinn is back at again, this time wreaking havoc on the students of Illinois' Baxter University. His victim is a beautiful, innocent and studious teenage girl named Diana Collins who accidentally opened up the Djinn's tomb and released him.","John Novak, The Djinn, A.J. Cook, Diana Collins, Tobias Mehler, Greg Janson, Jason Connery, Professor Joel Barash, Emmanuelle Vaugier, Elinor Smith, Daniella Evangelista, Anne, Sarah Carter, Melissa Bell, Jennifer Pudavick, Jose Rodriguez, Kate Yacula, Young Diana Collins",Wishmaster 3: Beyond the Gates of Hell, Released, English,1500000.0,2264858.8,US
Nobody's Fool,03/13/2019 ,62.0,"Comedy, Romance","A woman, who gets released from prison and reunites with her sister, discovers she is in an online relationship with a man who may be ""catfishing"" her.","Tiffany Haddish, Tanya, Tika Sumpter, Danica, Omari Hardwick, Frank, Whoopi Goldberg, Lola, Missi Pyle, Lauren Meadows, Amber Riley, Callie, Courtney Henggeler, Hillary, Mehcad Brooks, Charlie, Jon Rudnitsky, Benji",Nobody's Fool, Released, English,19000000.0,29152618.0,AU
Earth and Blood,04/17/2020 ,62.0,"Action, Thriller",A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,"Sami Bouajila, Saïd, Ériq Ebouaney, Adama, Samy Seghir, Yanis, Sofia Lesaffre, Sarah, Redouanne Harjane, Mehdi, Eric Kabongo, Yao, Oumar Diolo, Alassane, Anis Benbatoul, Kouame, Blaise Afonso, Koffi", La Terre et le Sang, Released, French,38200000.0,319040588.8,FR
Miley Cyrus – Endless Summer Vacation (Backyard Sessions),03/10/2023 ,78.0,"Music, Documentary","Miley Cyrus takes the stage in this must-see, Disney+ music event featuring debut performances of her highly anticipated eighth studio album, ""Endless Summer Vacation."" The global superstar’s cinematic, one-of-a-kind performances are threaded together with exclusive interviews where she provides insight to her new album and the person she is today.","Miley Cyrus, Self",Miley Cyrus – Endless Summer Vacation (Backyard Sessions), Released, English,104600000.0,959282104.2,US
Time Adventure: 5 Seconds Til Climax,12/20/1986 ,55.0,"Comedy, Science Fiction",A young woman who is prone to romantic dreams involving her supervisor time-travels from 1986 to 2001 and becomes involved with a private investigator who is working on a divorce case and is having his own marital difficulties.,"Kozue Tanaka, Etsuko Tanaka, Kaori Sugita, Naoko Tajima, Shinobu Wakana, , Saeko Kizuki, , Yūji Nogami, Shinichi Komiya, Tarō Araki, Takeru, Koji Sato, , Jimmy Tsuchida, , Ippei Watanabe, ", タイム・アバンチュール 絶頂5秒前, Released, Japanese,79000000.0,373478210.2,JP
Alfie,11/05/2004 ,58.0,"Comedy, Drama, Romance","In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences force Alfie to reflect on his lifestyle.","Jude Law, Alfie, Marisa Tomei, Julie, Omar Epps, Marlon, Jane Krakowski, Dorie, Renée Taylor, Lu Schnitman, Jeff Harding, Phil, Sienna Miller, Nikki, Nia Long, Lonette, Susan Sarandon, Liz",Alfie, Released, English,40000000.0,35195939.0,US
Rashomon,03/20/1952 ,81.0,"Crime, Drama, Mystery","Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.","Toshirō Mifune, Tajômaru, Machiko Kyō, Masako, Takashi Shimura, Woodcutter, Masayuki Mori, Takehiro, Minoru Chiaki, Priest, Kichijirô Ueda, Commoner, Noriko Honma, Medium, Daisuke Katō, Policeman", 羅生門, Released, Japanese,250000.0,96568.0,AU
Videodrome,11/15/1984 ,73.0,"Horror, Mystery, Science Fiction","As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.","James Woods, Max Renn, Sonja Smits, Bianca O'Blivion, Debbie Harry, Nicki Brand, Peter Dvorsky, Harlan, Leslie Carlson, Barry Convex, Jack Creley, Brian O'Blivion, Lynne Gorman, Masha, Julie Khaner, Bridey, Reiner Schwarz, Moses",Videodrome, Released, English,5952000.0,2120755.0,AU
Dream of JINSIA,06/08/2018 ,0.0,Romance,"Jin Si-ah speaks openly about her fantasies. She is a famous actress who has been consistent and passionate about her job ever since she first started acting and she has a good base of male fans.  She discloses the reason she became an actress and her 'first time'. She reveals what satisfies her and where her erogenous zones are, even her favorite positions.","Jin Si-ah, Jin Si-ah", 시아의 몽정기, Released, Korean,181600000.0,175269998.8,KR
Oro y Polvo,04/19/2016 ,68.0,,We don't have an overview translated in English. Help us expand our database by adding one.,"Rafael Amaya, , Carolina Guerra, , Ricardo Chavira, ",Oro y Polvo, Released," Spanish, Castilian",81500000.0,563588855.0,MX
Intimacy,03/27/2001 ,64.0,"Romance, Drama, Fantasy","Jay, a failed musician, walked out of his family and now earns a living as head bartender in a trendy London pub. Every Wednesday afternoon a woman comes to his house for graphic, almost wordless, sex. One day Jay follows her and finds out about the rest of her life (and that her name is Claire). This eventually disrupts their relationship.","Sian Reeves, Woman at Audition, Kerry Fox, Claire, Mark Rylance, Jay, Timothy Spall, Andy, Alastair Galbraith, Victor, Marianne Faithfull, Betty, Susannah Harker, Susan, Fraser Ayres, Dave, Joe Prospero, Luke",Intimacy, Released, English,80400000.0,336952152.0,FR
Your Name Engraved Herein,09/30/2020 ,80.0,"Romance, History, Drama","In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.","Edward Chen, Chang Jia-han, Jing-Hua Tseng, Birdy Wang, Leon Dai, Adult Chang Jia-han, Wang Shih Sian, Adult Birdy Wang, Fabio Grangeon, Father Oliver, Barry Qu, Horn, Stone Yang, Rocky, Lance Chiu, Phil, Mimi Shao, BanBan", 刻在你心底的名字, Released, Chinese,150600000.0,595004425.6,TW
How Do You Know,01/26/2011 ,53.0,"Comedy, Drama, Romance","After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.","Reese Witherspoon, Lisa Jorgenson, Paul Rudd, George, Owen Wilson, Manny, Jack Nicholson, Charles, Kathryn Hahn, Annie, Molly Price, Coach Sally, Shelley Conn, Terry, Tony Shalhoub, Psychiatrist, Mark Linn-Baker, Ron",How Do You Know, Released, English,120000000.0,48668907.0,AU
Loving Annabelle,03/08/2006 ,65.0,"Drama, Romance","Annabelle is the wise-beyond-her-years newcomer to an exclusive Catholic girls school. Having been expelled from her first two schools she's bound to stir some trouble. Sparks fly though when sexual chemistry appears between her and the Head of her dorm and English teacher, Simone Bradley. Annabelle pursues her relentlessly and until the end the older woman manages to avoid the law.","Erin Kelly, Annabelle Tillman, Diane Gaidry, Simone Bradley, Laura Breckenridge, Colins, Michelle Horn, Kristen, Gustine Fudickar, Cat Pegrum, Ilene Graff, Mother Immaculata, Kevin McCarthy, Father Harris, Markus Flanagan, Michael, Karen Teliha, Sister Claire",Loving Annabelle, Released, English,1000000.0,5382.0,AU
Colonials,04/11/2023 ,0.0,"Science Fiction, Action","On his mission from Mars, a space colonist’s ship is attacked by a Moon-based civilization and crash lands on Earth. Having lost his memory, he joins forces with a Resistance to save the galaxy from human extinction.","Greg Kriek, Silas, Sean Kanan, Zeke, Daniel Roebuck, Senator Tobias, Louise Barnes, Kelli, Jamie Bernadette, Zoey, Jon Provost, Spark (voice), Allie Ayers, Raven, Jennifer Willis, Rhea, B.A. Tobin, Thomas",Colonials, Released, English,157540000.0,178359863.0,US
Romance: Mother's Friend,07/10/2018 ,10.0,Romance,"Jung-sik and Dae-soo are twenty-year-old students. They haven't yet had their first time and all they talk about is sex. Since they are unable to seal the deal, they watch porn instead. One day, Min-jung, Jung-sik's mother's friend, moves in with them to stay until her divorce settles. She will make dreams come true.","Lee Eun-mi, , Park Joo-bin, , Yoo Seol-ah-I, , Kim Hyo-sang, , Lee Kang-woo, , Yoo Sul-young, ", 연애 : 엄마 친구, Released, Korean,201940000.0,38157314.0,KR
The Beast,08/20/1975 ,56.0,"Horror, Drama, Fantasy","The head of a failing French family thinks that fate has smiled down on him when the daughter of a wealthy man agrees to be married to his son. The daughter and her aunt then travel out to the French countryside to meet with the family, unaware that a mysterious 'beast' is stalking the vicinity.","Sirpa Lane, Romilda de l'Esperance, Lisbeth Hummel, Lucy Broadhurst, Elisabeth Kaza, Virginia Broadhurst, Pierre Benedetti, Mathurin de l'Esperance, Guy Tréjan, Pierre de l'Esperance, Roland Armontel, Priest, Marcel Dalio, Duc Rammendelo De Balo (as Dalio), Robert Capia, Roberto Capia, Pascale Rivault, Clarisse De l'Esperance", La Bête, Released, French,148400000.0,417797991.4,FR
Things Heard & Seen,04/30/2021 ,58.0,Horror,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.","Amanda Seyfried, Catherine Claire, James Norton, George Claire, Natalia Dyer, Willis, Alex Neustaedter, Eddie Vayle, Rhea Seehorn, Justine, Michael O'Keefe, Travis Laughton, Karen Allen, Mare Laughton, Jack Gore, Cole Vayle, F. Murray Abraham, Floyd DeBeers",Things Heard & Seen, Released, English,70740000.0,431298841.2,AU
Larry Crowne,07/21/2011 ,59.0,"Comedy, Romance, Drama","When he suddenly finds himself without his long-standing blue-collar job, Larry Crowne enrolls at his local college to start over. There, he becomes part of an eclectic community of students and develops a crush on his teacher.","Tom Hanks, Larry Crowne, Julia Roberts, Mercedes Tainot, Bryan Cranston, Dean Tainot, Cedric the Entertainer, Lamar, Pam Grier, Frances, Taraji P. Henson, B'Ella, George Takei, Dr. Matsutani, Nia Vardalos, Map Genie, Sarah Mahoney, Samantha",Larry Crowne, Released, English,30000000.0,61449135.0,AU
Firestarter,09/06/1984 ,63.0,"Horror, Thriller, Science Fiction","As youths, Andy McGee and his future wife, Vicky, participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie, begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""The Shop.""","Drew Barrymore, Charlene 'Charlie' McGee, David Keith, Andrew 'Andy' McGee, Freddie Jones, Doctor Joseph Wanless, Heather Locklear, Victoria 'Vicky' Tomlinson McGee, Martin Sheen, Captain Hollister, George C. Scott, John Rainbird, Art Carney, Irv Manders, Louise Fletcher, Norma Manders, Moses Gunn, Dr. Pynchot",Firestarter, Released, English,15000000.0,15136870.0,AU
The Professor and the Madman,02/20/2020 ,72.0,"History, Drama, Mystery, Thriller","Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.","Mel Gibson, James Murray, Sean Penn, Dr. William Chester Minor, Eddie Marsan, Muncie, Natalie Dormer, Eliza Merrett, Ioan Gruffudd, Henry Bradley, Steve Coogan, Frederick James Furnivall, Jeremy Irvine, Charles Hall, Brendan Patricks, Winston Churchill, Adam Fergus, Alfred Minor",The Professor and the Madman, Released, English,25000000.0,6353847.0,AU
The Swan Princess: A Royal Family Tale,02/25/2014 ,61.0,"Family, Animation, Fantasy","Shortly after the Royal Family adopts a young girl named Alise, she is taken away into the forest. Princess Odette, Derek and their woodland friends, must work together to find a way to bring her home to the castle.","Laura Bailey, Princess Odette (voice), Yuri Lowenthal, Prince Derek (voice), Joseph Medrano, Lord Rogers (voice), James Arrington, Chamberlain (voice), Darrel Guilbeau, Father (voice), Jan Broberg, Uberta (singing voice), Joel Bishop, Speed (singing voice), Carly Fogelson, Alise (voice), Julia Fogelson, Little Girl Scullion (voice)",The Swan Princess: A Royal Family Tale, Released, English,30000000.0,203520323.2,US
Into the Labyrinth,10/30/2019 ,63.0,"Thriller, Mystery","When a kidnapping victim turns up alive after fifteen years, a profiler and a private investigator try to piece together the mystery.","Toni Servillo, Bruno Genko, Dustin Hoffman, Dottor Green, Valentina Bellè, Samantha Andretti, Vinicio Marchioni, Simon Berish, Riccardo Cicogna, Paul Macinsky, Katsiaryna Shulha, Linda, Orlando Cinque, Bauer, Filippo Dini, Delacroix, Sergio Grossini, Peter Lai / Rizzo", L'uomo del labirinto, Released, Italian,4000000.0,2514679.0,IT
Airport '77,03/11/1977 ,56.0,"Action, Adventure, Drama, Thriller","Flight 23 has crashed in the Bermuda Triangle after a hijacking gone wrong. Now the surviving passengers must brave panic, slow leaks, oxygen depletion, and more while attempting a daring plan, all while 200 feet underwater.","Jack Lemmon, Don Gallagher, Lee Grant, Karen Wallace, Brenda Vaccaro, Eve Clayton, Joseph Cotten, Nicholas St. Downs III, Olivia de Havilland, Emily Livingston, Darren McGavin, Stan Buchek, Christopher Lee, Martin Wallace, Robert Foxworth, Chambers, Robert Hooks, Eddie",Airport '77, Released, English,6000000.0,30000000.0,US
A Troll in Central Park,10/07/1994 ,51.0,"Fantasy, Animation, Science Fiction, Family","A friendly troll with a magic green thumb grows one flower too many for the queen, whose laws require all trolls to be mean ugly and scare humans whenever possible. As a punishment, he is exiled to a world of concrete, where he should live a life of proper trolldom: Manhattan.","Dom DeLuise, Stanley (voice), Phillip Glasser, Gus (voice), Tawny Sunshine Glover, Rosie (voice), Cloris Leachman, Queen Gnorga (voice), Hayley Mills, Hilary (voice), Jonathan Pryce, Alan (voice), Charles Nelson Reilly, Llort (voice), Jack Angel, Trolls (voice), Neil Ross, Generic Pansy (voice)",A Troll in Central Park, Released, English,23000000.0,71368.0,US
Blank Check,09/15/1994 ,58.0,"Comedy, Family","Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!","Brian Bonsall, Preston Waters, Karen Duffy, Shay Stanley, James Rebhorn, Fred Waters, Jayne Atkinson, Sandra Waters, Michael Faustino, Ralph Waters, Chris Demetral, Damian Waters, Miguel Ferrer, Quigley, Tone Loc, Juice, Michael Lerner, Biderman",Blank Check, Released, English,13000000.0,62543292.8,AU
The American President,12/14/1995 ,66.0,"Comedy, Drama, Romance","Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.","Michael Douglas, Andrew Shepherd, Annette Bening, Sydney Ellen Wade, Martin Sheen, A.J. MacInerney, David Paymer, Leon Kodak, Samantha Mathis, Janie Basdin, John Mahoney, Leo Solomon, Anna Deavere Smith, Robin McCall, Nina Siemaszko, Beth Wade, Wendie Malick, Susan Sloan",The American President, Released, English,62000000.0,107822813.0,AU
Two Mules for Sister Sara,08/13/1970 ,70.0,"Adventure, War, Western","When a wandering mercenary named Hogan rescues a nun called Sister Sara from the unwanted attentions of a band of rogues on the Mexican plains, he has no idea what he has let himself in for. Their chance encounter results in the blowing up of a train and a French garrison, as well as igniting a spark between them that survives a shocking discovery.","Shirley MacLaine, Sara, Clint Eastwood, Hogan, Manolo Fábregas, Colonel Beltran, Alberto Morin, General LeClaire, Armando Silvestre, 1st American, John Kelly, 2nd American, Enrique Lucero, 3rd American, David Povall, Juan, Ada Carrasco, Juan's Mother",Two Mules for Sister Sara, Released, English,2500000.0,5050000.0,MX
Dangerous Liaisons,07/08/2022 ,59.0,"Drama, Romance","The innocent Célène might be falling in love with popular surfer Tristan at her new school. But she has no idea that, in actuality, she’s the object of a cruel bet between Tristan and Instagram influencer Vanessa.","Paola Locatelli, Célène, Simon Rérolle, Tristan Badiola, Alexis Michalik, Christophe, Camille Léon-Fucien, Naya, Elsa Duchez Paverani, Ariel, Héloïse Janjaud, , Julien Lopez, , Tristan Zanchi, , Oscar Lesage, ", Les liaisons dangereuses, Released, French,24200000.0,10447579.0,FR
Dangerous Liaisons,07/08/2022 ,59.0,"Drama, Romance","The innocent Célène might be falling in love with popular surfer Tristan at her new school. But she has no idea that, in actuality, she’s the object of a cruel bet between Tristan and Instagram influencer Vanessa.","Paola Locatelli, Célène, Simon Rérolle, Tristan Badiola, Alexis Michalik, Christophe, Camille Léon-Fucien, Naya, Elsa Duchez Paverani, Ariel, Héloïse Janjaud, , Julien Lopez, , Tristan Zanchi, , Oscar Lesage, ", Les liaisons dangereuses, Released, French,14000000.0,34700000.0,FR
"Sex First, Love Second",08/03/2017 ,50.0,"Romance, Drama","Gong-soo works in an underwear company and has a crush on one of the new designers named Soo-yeon. Gong-soo is preparing a design PT for a major company when he decides to tell Soo-yeon how he feels about her. He looks for a chance to tell her but Chief Lee, a handsome and talented man gets in the way.","Ji Eun-seo, 秀妍, Choi Min-ho, , Kim Ji-yoon-I, , Yoo Gi-cheol, , Ahn Min-sang, , Kang Ye-na, , Kwon Yeong-ho, ", 선 섹스 후 사랑, Released, Korean,63000000.0,652818078.0,KR
